date,municipality,total_cases,active_cases,new_cases
6/25/2020,Tarrytown,284,3,0
6/25/2020,Tuckahoe,135,1,1
6/25/2020,White Plains,1818,45,2
6/25/2020,Yonkers,7087,116,8
6/25/2020,Yorktown,696,22,2
6/25/2020,Totals,27558,553,41
6/25/2020,Unknown,1357,NA,NA
6/26/2020,Ardsley,93,0,0
6/26/2020,Bedford,251,6,0
6/26/2020,Briarcliff Manor,106,4,1
6/26/2020,Bronxville,65,1,0
6/26/2020,Buchanan,34,1,0
6/26/2020,Cortlandt,848,28,1
6/26/2020,Croton-on-Hudson,203,13,0
6/26/2020,Dobbs Ferry,314,6,0
6/26/2020,Eastchester,450,9,1
6/26/2020,Elmsford,196,6,0
6/26/2020,Greenburgh,1147,14,1
6/26/2020,Harrison,397,3,0
6/26/2020,Hastings-on-Hudson,130,3,0
6/26/2020,Irvington,82,2,0
6/26/2020,Larchmont,67,1,NA
6/26/2020,Lewisboro,108,4,0
6/26/2020,Mamaroneck Town,169,3,0
6/26/2020,Mamaroneck Village,432,10,1
6/26/2020,Mount Kisco,279,6,0
6/26/2020,Mount Pleasant,580,11,0
6/26/2020,Mount Vernon,2702,44,3
6/26/2020,New Castle,187,6,1
6/26/2020,New Rochelle,3016,62,1
6/26/2020,North Castle,198,3,0
6/26/2020,North Salem,143,6,2
6/26/2020,Ossining Town,154,2,0
6/26/2020,Ossining Village,1061,10,0
6/26/2020,Peekskill,967,13,0
6/26/2020,Pelham,158,0,0
6/26/2020,Pelham Manor,110,4,1
6/26/2020,Pleasantville,123,4,0
6/26/2020,Port Chester,1243,16,1
6/26/2020,Pound Ridge,28,1,0
6/26/2020,Rye Brook,179,2,0
6/26/2020,Rye City,204,2,0
6/26/2020,Scarsdale,353,1,0
6/26/2020,Sleepy Hollow,372,4,1
6/26/2020,Somers,404,60,0
6/26/2020,Tarrytown,284,3,0
6/26/2020,Tuckahoe,135,1,0
6/26/2020,White Plains,1820,47,2
6/26/2020,Yonkers,7093,119,6
6/26/2020,Yorktown,695,21,0
6/26/2020,Totals,27580,562,23
6/26/2020,Unknown,1365,NA,NA
6/29/2020,Ardsley,93,0,0
6/29/2020,Bedford,253,6,2
6/29/2020,Briarcliff Manor,106,4,0
6/29/2020,Bronxville,65,1,0
6/29/2020,Buchanan,35,2,1
6/29/2020,Cortlandt,852,27,4
6/29/2020,Croton-on-Hudson,203,10,0
6/29/2020,Dobbs Ferry,316,7,2
6/29/2020,Eastchester,451,8,1
6/29/2020,Elmsford,196,6,0
6/29/2020,Greenburgh,1149,14,2
6/29/2020,Harrison,398,3,1
6/29/2020,Hastings-on-Hudson,132,5,2
6/29/2020,Irvington,82,2,0
6/29/2020,Larchmont,68,2,1
6/29/2020,Lewisboro,109,5,1
6/29/2020,Mamaroneck Town,170,3,1
6/29/2020,Mamaroneck Village,433,9,1
6/29/2020,Mount Kisco,281,6,2
6/29/2020,Mount Pleasant,584,12,4
6/29/2020,Mount Vernon,2710,48,8
6/29/2020,New Castle,190,8,3
6/29/2020,New Rochelle,3038,59,22
6/29/2020,North Castle,201,5,3
6/29/2020,North Salem,144,5,1
6/29/2020,Ossining Town,155,3,1
6/29/2020,Ossining Village,1062,7,1
6/29/2020,Peekskill,971,15,4
6/29/2020,Pelham,158,0,0
6/29/2020,Pelham Manor,111,5,1
6/29/2020,Pleasantville,123,4,0
6/29/2020,Port Chester,1246,19,3
6/29/2020,Pound Ridge,28,1,0
6/29/2020,Rye Brook,180,3,1
6/29/2020,Rye City,207,5,3
6/29/2020,Scarsdale,354,1,1
6/29/2020,Sleepy Hollow,373,5,1
6/29/2020,Somers,406,40,2
6/29/2020,Tarrytown,285,2,1
6/29/2020,Tuckahoe,137,3,2
6/29/2020,White Plains,1822,35,2
6/29/2020,Yonkers,7115,110,22
6/29/2020,Yorktown,698,16,3
6/29/2020,Totals,27690,531,110
6/29/2020,Unknown,1378,NA,NA
6/30/2020,Ardsley,93,0,0
6/30/2020,Bedford,255,7,2
6/30/2020,Briarcliff Manor,106,4,0
6/30/2020,Bronxville,66,1,1
6/30/2020,Buchanan,35,2,0
6/30/2020,Cortlandt,854,28,2
6/30/2020,Croton-on-Hudson,204,7,1
6/30/2020,Dobbs Ferry,317,6,1
6/30/2020,Eastchester,452,8,1
6/30/2020,Elmsford,198,9,2
6/30/2020,Greenburgh,1151,14,2
6/30/2020,Harrison,399,4,1
6/30/2020,Hastings-on-Hudson,132,5,0
6/30/2020,Irvington,82,2,0
6/30/2020,Larchmont,68,2,0
6/30/2020,Lewisboro,110,5,1
6/30/2020,Mamaroneck Town,170,2,0
6/30/2020,Mamaroneck Village,433,8,0
6/30/2020,Mount Kisco,281,5,0
6/30/2020,Mount Pleasant,586,14,2
6/30/2020,Mount Vernon,2711,40,4
6/30/2020,New Castle,194,12,4
6/30/2020,New Rochelle,3042,55,4
6/30/2020,North Castle,202,5,1
6/30/2020,North Salem,145,6,1
6/30/2020,Ossining Town,155,3,0
6/30/2020,Ossining Village,1062,6,0
6/30/2020,Peekskill,973,17,2
6/30/2020,Pelham,158,0,0
6/30/2020,Pelham Manor,111,4,0
6/30/2020,Pleasantville,123,4,0
6/30/2020,Port Chester,1250,20,4
6/30/2020,Pound Ridge,28,1,0
6/30/2020,Rye Brook,180,3,0
6/30/2020,Rye City,207,4,0
6/30/2020,Scarsdale,354,1,0
6/30/2020,Sleepy Hollow,374,6,1
6/30/2020,Somers,407,39,1
6/30/2020,Tarrytown,285,2,0
6/30/2020,Tuckahoe,137,3,0
6/30/2020,White Plains,1824,32,2
6/30/2020,Yonkers,7124,98,9
6/30/2020,Yorktown,700,16,2
6/30/2020,Totals,27738,510,48
6/30/2020,Unknown,1379,NA,NA
7/1/2020,Ardsley,93,0,0
7/1/2020,Bedford,255,7,0
7/1/2020,Briarcliff Manor,107,5,1
7/1/2020,Bronxville,67,2,1
7/1/2020,Buchanan,35,2,0
7/1/2020,Cortlandt,855,28,1
7/1/2020,Croton-on-Hudson,204,4,0
7/1/2020,Dobbs Ferry,318,6,1
7/1/2020,Eastchester,452,6,0
7/1/2020,Elmsford,199,10,1
7/1/2020,Greenburgh,1151,14,0
7/1/2020,Harrison,399,4,0
7/1/2020,Hastings-on-Hudson,132,5,0
7/1/2020,Irvington,82,2,0
7/1/2020,Larchmont,69,3,1
7/1/2020,Lewisboro,110,5,0
7/1/2020,Mamaroneck Town,170,2,0
7/1/2020,Mamaroneck Village,435,8,2
7/1/2020,Mount Kisco,281,5,0
7/1/2020,Mount Pleasant,587,14,1
7/1/2020,Mount Vernon,2716,43,4
7/1/2020,New Castle,194,12,0
7/1/2020,New Rochelle,3046,54,4
7/1/2020,North Castle,202,5,0
7/1/2020,North Salem,145,5,0
7/1/2020,Ossining Town,155,3,0
7/1/2020,Ossining Village,1062,6,0
7/1/2020,Peekskill,973,14,0
7/1/2020,Pelham,158,0,0
7/1/2020,Pelham Manor,111,4,0
7/1/2020,Pleasantville,123,4,0
7/1/2020,Port Chester,1250,18,0
7/1/2020,Pound Ridge,28,1,0
7/1/2020,Rye Brook,180,2,0
7/1/2020,Rye City,207,4,0
7/1/2020,Scarsdale,354,1,0
7/1/2020,Sleepy Hollow,374,6,0
7/1/2020,Somers,381,32,1
7/1/2020,Tarrytown,287,4,2
7/1/2020,Tuckahoe,137,3,0
7/1/2020,White Plains,1826,26,2
7/1/2020,Yonkers,7134,97,10
7/1/2020,Yorktown,701,13,0
7/1/2020,Totals,27745,489,32
7/1/2020,Unknown,1382,NA,NA
7/6/2020,Ardsley,93,0,0
7/6/2020,Bedford,260,10,3
7/6/2020,Briarcliff Manor,108,3,1
7/6/2020,Bronxville,70,5,3
7/6/2020,Buchanan,35,1,0
7/6/2020,Cortlandt,863,26,8
7/6/2020,Croton-on-Hudson,205,5,1
7/6/2020,Dobbs Ferry,320,8,NA
7/6/2020,Eastchester,452,5,0
7/6/2020,Elmsford,202,9,3
7/6/2020,Greenburgh,1157,20,6
7/6/2020,Harrison,404,9,5
7/6/2020,Hastings-on-Hudson,132,4,NA
7/6/2020,Irvington,82,1,0
7/6/2020,Larchmont,69,2,0
7/6/2020,Lewisboro,110,4,0
7/6/2020,Mamaroneck Town,172,3,2
7/6/2020,Mamaroneck Village,439,9,4
7/6/2020,Mount Kisco,282,6,1
7/6/2020,Mount Pleasant,592,15,5
7/6/2020,Mount Vernon,2734,50,16
7/6/2020,New Castle,202,18,7
7/6/2020,New Rochelle,3076,73,29
7/6/2020,North Castle,202,3,0
7/6/2020,North Salem,148,7,1
7/6/2020,Ossining Town,156,1,0
7/6/2020,Ossining Village,1067,10,4
7/6/2020,Peekskill,977,13,3
7/6/2020,Pelham,160,2,2
7/6/2020,Pelham Manor,112,4,1
7/6/2020,Pleasantville,125,3,2
7/6/2020,Port Chester,1257,20,7
7/6/2020,Pound Ridge,29,2,1
7/6/2020,Rye Brook,182,3,2
7/6/2020,Rye City,207,3,0
7/6/2020,Scarsdale,359,6,5
7/6/2020,Sleepy Hollow,377,8,3
7/6/2020,Somers,389,14,7
7/6/2020,Tarrytown,290,6,3
7/6/2020,Tuckahoe,137,2,0
7/6/2020,White Plains,1835,29,7
7/6/2020,Yonkers,7164,94,28
7/6/2020,Yorktown,704,10,3
7/6/2020,Totals,27936,526,174
7/6/2020,Unknown,1398,NA,NA
7/7/2020,Ardsley,93,0,0
7/7/2020,Bedford,260,11,0
7/7/2020,Briarcliff Manor,108,3,0
7/7/2020,Bronxville,72,7,2
7/7/2020,Buchanan,35,1,0
7/7/2020,Cortlandt,864,24,1
7/7/2020,Croton-on-Hudson,205,4,0
7/7/2020,Dobbs Ferry,320,8,0
7/7/2020,Eastchester,452,3,0
7/7/2020,Elmsford,204,11,2
7/7/2020,Greenburgh,1160,19,3
7/7/2020,Harrison,405,10,1
7/7/2020,Hastings-on-Hudson,133,5,1
7/7/2020,Irvington,82,1,0
7/7/2020,Larchmont,69,2,0
7/7/2020,Lewisboro,110,3,0
7/7/2020,Mamaroneck Town,173,4,1
7/7/2020,Mamaroneck Village,439,7,0
7/7/2020,Mount Kisco,283,6,1
7/7/2020,Mount Pleasant,595,16,3
7/7/2020,Mount Vernon,2735,44,1
7/7/2020,New Castle,202,16,0
7/7/2020,New Rochelle,3083,74,7
7/7/2020,North Castle,202,4,0
7/7/2020,North Salem,148,7,0
7/7/2020,Ossining Town,156,1,0
7/7/2020,Ossining Village,1070,12,3
7/7/2020,Peekskill,978,12,1
7/7/2020,Pelham,160,2,0
7/7/2020,Pelham Manor,112,4,0
7/7/2020,Pleasantville,125,3,0
7/7/2020,Port Chester,1257,18,0
7/7/2020,Pound Ridge,29,2,0
7/7/2020,Rye Brook,182,3,0
7/7/2020,Rye City,208,4,1
7/7/2020,Scarsdale,360,7,1
7/7/2020,Sleepy Hollow,377,8,0
7/7/2020,Somers,391,123,2
7/7/2020,Tarrytown,290,6,0
7/7/2020,Tuckahoe,137,2,0
7/7/2020,White Plains,1836,26,1
7/7/2020,Yonkers,7169,93,5
7/7/2020,Yorktown,704,8,0
7/7/2020,Totals,27973,514,37
7/7/2020,Unknown,1401,NA,NA
7/8/2020,Ardsley,93,0,0
7/8/2020,Bedford,260,11,0
7/8/2020,Briarcliff Manor,108,2,0
7/8/2020,Bronxville,74,9,2
7/8/2020,Buchanan,35,1,0
7/8/2020,Cortlandt,866,24,2
7/8/2020,Croton-on-Hudson,205,4,0
7/8/2020,Dobbs Ferry,320,7,0
7/8/2020,Eastchester,452,2,0
7/8/2020,Elmsford,205,12,1
7/8/2020,Greenburgh,1164,21,4
7/8/2020,Harrison,405,10,0
7/8/2020,Hastings-on-Hudson,133,3,0
7/8/2020,Irvington,82,1,0
7/8/2020,Larchmont,69,2,0
7/8/2020,Lewisboro,110,3,0
7/8/2020,Mamaroneck Town,173,4,0
7/8/2020,Mamaroneck Village,440,7,1
7/8/2020,Mount Kisco,283,5,0
7/8/2020,Mount Pleasant,595,15,0
7/8/2020,Mount Vernon,2737,47,2
7/8/2020,New Castle,202,16,0
7/8/2020,New Rochelle,3086,74,3
7/8/2020,North Castle,203,4,1
7/8/2020,North Salem,148,6,0
7/8/2020,Ossining Town,156,1,0
7/8/2020,Ossining Village,1071,13,1
7/8/2020,Peekskill,981,15,3
7/8/2020,Pelham,160,2,0
7/8/2020,Pelham Manor,112,2,0
7/8/2020,Pleasantville,126,4,1
7/8/2020,Port Chester,1257,14,0
7/8/2020,Pound Ridge,29,1,0
7/8/2020,Rye Brook,182,3,0
7/8/2020,Rye City,208,4,0
7/8/2020,Scarsdale,361,8,1
7/8/2020,Sleepy Hollow,377,7,0
7/8/2020,Somers,391,13,0
7/8/2020,Tarrytown,293,9,3
7/8/2020,Tuckahoe,137,2,0
7/8/2020,White Plains,1837,23,1
7/8/2020,Yonkers,7171,85,2
7/8/2020,Yorktown,705,8,1
7/8/2020,Totals,28002,504,29
7/8/2020,Unknown,1401,NA,NA
7/9/2020,Ardsley,93,0,0
7/9/2020,Bedford,260,11,0
7/9/2020,Briarcliff Manor,108,2,0
7/9/2020,Bronxville,74,9,0
7/9/2020,Buchanan,36,2,1
7/9/2020,Cortlandt,867,22,1
7/9/2020,Croton-on-Hudson,206,5,1
7/9/2020,Dobbs Ferry,320,7,0
7/9/2020,Eastchester,452,2,0
7/9/2020,Elmsford,206,12,1
7/9/2020,Greenburgh,1167,22,3
7/9/2020,Harrison,406,11,1
7/9/2020,Hastings-on-Hudson,133,2,0
7/9/2020,Irvington,82,1,0
7/9/2020,Larchmont,69,2,0
7/9/2020,Lewisboro,111,3,1
7/9/2020,Mamaroneck Town,173,4,0
7/9/2020,Mamaroneck Village,441,8,1
7/9/2020,Mount Kisco,283,5,0
7/9/2020,Mount Pleasant,596,15,1
7/9/2020,Mount Vernon,2737,47,0
7/9/2020,New Castle,202,16,NA
7/9/2020,New Rochelle,3093,81,7
7/9/2020,North Castle,203,4,0
7/9/2020,North Salem,148,6,0
7/9/2020,Ossining Town,156,1,0
7/9/2020,Ossining Village,1071,12,0
7/9/2020,Peekskill,985,18,4
7/9/2020,Pelham,160,2,0
7/9/2020,Pelham Manor,113,3,1
7/9/2020,Pleasantville,126,4,0
7/9/2020,Port Chester,1261,18,4
7/9/2020,Pound Ridge,29,1,0
7/9/2020,Rye Brook,183,4,1
7/9/2020,Rye City,208,4,0
7/9/2020,Scarsdale,361,8,0
7/9/2020,Sleepy Hollow,378,7,4
7/9/2020,Somers,391,13,0
7/9/2020,Tarrytown,293,9,0
7/9/2020,Tuckahoe,137,2,0
7/9/2020,White Plains,1839,25,2
7/9/2020,Yonkers,7180,87,9
7/9/2020,Yorktown,708,11,3
7/9/2020,Totals,28045,528,43
7/9/2020,Unknown,1401,NA,NA
7/10/2020,Ardsley,93,0,0
7/10/2020,Bedford,260,11,0
7/10/2020,Briarcliff Manor,108,2,0
7/10/2020,Bronxville,77,12,3
7/10/2020,Buchanan,36,2,0
7/10/2020,Cortlandt,868,20,1
7/10/2020,Croton-on-Hudson,206,5,0
7/10/2020,Dobbs Ferry,320,7,0
7/10/2020,Eastchester,452,2,0
7/10/2020,Elmsford,207,13,1
7/10/2020,Greenburgh,1169,24,2
7/10/2020,Harrison,406,11,NA
7/10/2020,Hastings-on-Hudson,133,2,0
7/10/2020,Irvington,82,1,0
7/10/2020,Larchmont,69,2,0
7/10/2020,Lewisboro,111,2,0
7/10/2020,Mamaroneck Town,174,5,1
7/10/2020,Mamaroneck Village,442,9,1
7/10/2020,Mount Kisco,284,6,1
7/10/2020,Mount Pleasant,596,15,0
7/10/2020,Mount Vernon,2738,48,1
7/10/2020,New Castle,202,16,0
7/10/2020,New Rochelle,3093,74,0
7/10/2020,North Castle,203,4,0
7/10/2020,North Salem,148,6,0
7/10/2020,Ossining Town,156,1,0
7/10/2020,Ossining Village,1071,11,0
7/10/2020,Peekskill,988,21,3
7/10/2020,Pelham,160,2,0
7/10/2020,Pelham Manor,113,3,0
7/10/2020,Pleasantville,126,4,NA
7/10/2020,Port Chester,1262,19,1
7/10/2020,Pound Ridge,29,1,0
7/10/2020,Rye Brook,183,4,0
7/10/2020,Rye City,208,4,0
7/10/2020,Scarsdale,361,8,0
7/10/2020,Sleepy Hollow,378,7,0
7/10/2020,Somers,391,13,0
7/10/2020,Tarrytown,295,11,2
7/10/2020,Tuckahoe,137,2,0
7/10/2020,White Plains,1840,24,1
7/10/2020,Yonkers,7184,87,4
7/10/2020,Yorktown,708,11,0
7/10/2020,Totals,28067,532,22
7/10/2020,Unknown,1403,NA,NA
7/13/2020,Ardsley,95,2,2
7/13/2020,Bedford,262,10,2
7/13/2020,Briarcliff Manor,108,2,0
7/13/2020,Bronxville,79,12,2
7/13/2020,Buchanan,37,2,0
7/13/2020,Cortlandt,871,21,3
7/13/2020,Croton-on-Hudson,206,2,0
7/13/2020,Dobbs Ferry,323,6,3
7/13/2020,Eastchester,456,5,4
7/13/2020,Elmsford,210,9,3
7/13/2020,Greenburgh,1172,22,3
7/13/2020,Harrison,407,12,1
7/13/2020,Hastings-on-Hudson,134,2,1
7/13/2020,Irvington,84,3,2
7/13/2020,Larchmont,69,0,0
7/13/2020,Lewisboro,111,2,0
7/13/2020,Mamaroneck Town,174,4,0
7/13/2020,Mamaroneck Village,444,9,2
7/13/2020,Mount Kisco,284,4,0
7/13/2020,Mount Pleasant,602,18,6
7/13/2020,Mount Vernon,2749,45,11
7/13/2020,New Castle,203,11,1
7/13/2020,New Rochelle,3105,60,12
7/13/2020,North Castle,205,5,2
7/13/2020,North Salem,148,2,0
7/13/2020,Ossining Town,157,2,1
7/13/2020,Ossining Village,1072,10,1
7/13/2020,Peekskill,992,23,4
7/13/2020,Pelham,161,3,1
7/13/2020,Pelham Manor,113,2,0
7/13/2020,Pleasantville,126,3,0
7/13/2020,Port Chester,1267,18,5
7/13/2020,Pound Ridge,29,1,0
7/13/2020,Rye Brook,185,5,2
7/13/2020,Rye City,209,2,1
7/13/2020,Scarsdale,361,6,0
7/13/2020,Sleepy Hollow,379,4,1
7/13/2020,Somers,391,10,0
7/13/2020,Tarrytown,295,9,0
7/13/2020,Tuckahoe,137,0,0
7/13/2020,White Plains,1848,31,8
7/13/2020,Yonkers,7208,85,24
7/13/2020,Yorktown,713,14,5
7/13/2020,Totals,28181,498,114
7/13/2020,Unknown,1407,NA,NA
7/14/2020,Ardsley,95,2,0
7/14/2020,Bedford,262,9,0
7/14/2020,Briarcliff Manor,108,2,0
7/14/2020,Bronxville,79,12,0
7/14/2020,Buchanan,37,2,0
7/14/2020,Cortlandt,872,18,1
7/14/2020,Croton-on-Hudson,206,2,0
7/14/2020,Dobbs Ferry,323,5,0
7/14/2020,Eastchester,458,7,2
7/14/2020,Elmsford,210,9,0
7/14/2020,Greenburgh,1174,22,2
7/14/2020,Harrison,408,10,1
7/14/2020,Hastings-on-Hudson,134,2,0
7/14/2020,Irvington,84,3,0
7/14/2020,Larchmont,69,0,0
7/14/2020,Lewisboro,112,2,1
7/14/2020,Mamaroneck Town,174,4,0
7/14/2020,Mamaroneck Village,444,8,0
7/14/2020,Mount Kisco,285,5,1
7/14/2020,Mount Pleasant,603,19,1
7/14/2020,Mount Vernon,2755,47,6
7/14/2020,New Castle,203,7,0
7/14/2020,New Rochelle,3107,56,2
7/14/2020,North Castle,205,4,0
7/14/2020,North Salem,148,2,0
7/14/2020,Ossining Town,157,2,0
7/14/2020,Ossining Village,1072,10,0
7/14/2020,Peekskill,993,23,1
7/14/2020,Pelham,161,3,0
7/14/2020,Pelham Manor,113,2,0
7/14/2020,Pleasantville,126,3,0
7/14/2020,Port Chester,1268,18,1
7/14/2020,Pound Ridge,29,0,0
7/14/2020,Rye Brook,185,5,0
7/14/2020,Rye City,211,4,2
7/14/2020,Scarsdale,361,6,0
7/14/2020,Sleepy Hollow,379,4,0
7/14/2020,Somers,391,10,0
7/14/2020,Tarrytown,295,9,0
7/14/2020,Tuckahoe,137,0,0
7/14/2020,White Plains,1849,31,1
7/14/2020,Yonkers,7214,80,6
7/14/2020,Yorktown,713,14,0
7/14/2020,Totals,28209,483,28
7/14/2020,Unknown,1410,NA,NA
7/15/2020,Ardsley,95,2,0
7/15/2020,Bedford,262,9,0
7/15/2020,Briarcliff Manor,108,2,0
7/15/2020,Bronxville,79,12,0
7/15/2020,Buchanan,37,1,0
7/15/2020,Cortlandt,873,18,1
7/15/2020,Croton-on-Hudson,207,3,1
7/15/2020,Dobbs Ferry,325,7,2
7/15/2020,Eastchester,459,8,1
7/15/2020,Elmsford,210,9,0
7/15/2020,Greenburgh,1175,22,1
7/15/2020,Harrison,408,9,0
7/15/2020,Hastings-on-Hudson,134,2,0
7/15/2020,Irvington,84,3,0
7/15/2020,Larchmont,70,1,1
7/15/2020,Lewisboro,112,1,0
7/15/2020,Mamaroneck Town,174,4,0
7/15/2020,Mamaroneck Village,444,9,0
7/15/2020,Mount Kisco,285,5,0
7/15/2020,Mount Pleasant,580,1,1
7/15/2020,Mount Vernon,2756,44,1
7/15/2020,New Castle,203,5,0
7/15/2020,New Rochelle,3110,56,3
7/15/2020,North Castle,205,4,0
7/15/2020,North Salem,148,2,0
7/15/2020,Ossining Town,157,2,0
7/15/2020,Ossining Village,1072,9,0
7/15/2020,Peekskill,997,24,4
7/15/2020,Pelham,161,3,0
7/15/2020,Pelham Manor,114,3,1
7/15/2020,Pleasantville,126,3,0
7/15/2020,Port Chester,1269,19,1
7/15/2020,Pound Ridge,29,0,0
7/15/2020,Rye Brook,185,5,0
7/15/2020,Rye City,212,5,1
7/15/2020,Scarsdale,362,5,1
7/15/2020,Sleepy Hollow,406,11,3
7/15/2020,Somers,392,11,1
7/15/2020,Tarrytown,295,8,0
7/15/2020,Tuckahoe,137,0,0
7/15/2020,White Plains,1851,30,2
7/15/2020,Yonkers,7225,83,11
7/15/2020,Yorktown,715,15,2
7/15/2020,Totals,28248,494,39
7/15/2020,Unknown,1411,NA,NA
7/16/2020,Ardsley,95,2,0
7/16/2020,Bedford,263,10,1
7/16/2020,Briarcliff Manor,108,2,0
7/16/2020,Bronxville,82,15,3
7/16/2020,Buchanan,37,1,0
7/16/2020,Cortlandt,875,18,2
7/16/2020,Croton-on-Hudson,207,3,0
7/16/2020,Dobbs Ferry,325,7,0
7/16/2020,Eastchester,459,8,0
7/16/2020,Elmsford,210,10,0
7/16/2020,Greenburgh,1177,24,2
7/16/2020,Harrison,407,7,0
7/16/2020,Hastings-on-Hudson,134,2,0
7/16/2020,Irvington,84,3,0
7/16/2020,Larchmont,70,1,0
7/16/2020,Lewisboro,114,3,2
7/16/2020,Mamaroneck Town,174,3,0
7/16/2020,Mamaroneck Village,444,9,0
7/16/2020,Mount Kisco,285,5,0
7/16/2020,Mount Pleasant,580,13,0
7/16/2020,Mount Vernon,2757,43,1
7/16/2020,New Castle,204,6,1
7/16/2020,New Rochelle,3110,56,0
7/16/2020,North Castle,205,4,0
7/16/2020,North Salem,148,2,0
7/16/2020,Ossining Town,157,1,0
7/16/2020,Ossining Village,1072,10,0
7/16/2020,Peekskill,998,23,1
7/16/2020,Pelham,161,3,0
7/16/2020,Pelham Manor,114,3,0
7/16/2020,Pleasantville,126,3,0
7/16/2020,Port Chester,1270,20,1
7/16/2020,Pound Ridge,29,0,0
7/16/2020,Rye Brook,185,4,0
7/16/2020,Rye City,212,5,0
7/16/2020,Scarsdale,362,5,0
7/16/2020,Sleepy Hollow,406,10,0
7/16/2020,Somers,394,12,2
7/16/2020,Tarrytown,295,8,0
7/16/2020,Tuckahoe,137,0,0
7/16/2020,White Plains,1853,29,2
7/16/2020,Yonkers,7232,88,7
7/16/2020,Yorktown,718,18,3
7/16/2020,Totals,28275,499,28
7/16/2020,Unknown,1413,NA,NA
7/17/2020,Ardsley,95,2,0
7/17/2020,Bedford,263,10,0
7/17/2020,Briarcliff Manor,109,4,1
7/17/2020,Bronxville,82,14,0
7/17/2020,Buchanan,37,1,0
7/17/2020,Cortlandt,876,19,1
7/17/2020,Croton-on-Hudson,207,3,0
7/17/2020,Dobbs Ferry,325,7,0
7/17/2020,Eastchester,459,8,0
7/17/2020,Elmsford,210,7,0
7/17/2020,Greenburgh,1179,26,2
7/17/2020,Harrison,407,5,0
7/17/2020,Hastings-on-Hudson,135,3,1
7/17/2020,Irvington,84,3,0
7/17/2020,Larchmont,70,1,0
7/17/2020,Lewisboro,114,3,0
7/17/2020,Mamaroneck Town,175,4,1
7/17/2020,Mamaroneck Village,446,11,2
7/17/2020,Mount Kisco,286,7,1
7/17/2020,Mount Pleasant,581,13,1
7/17/2020,Mount Vernon,2758,45,1
7/17/2020,New Castle,205,6,1
7/17/2020,New Rochelle,3113,58,3
7/17/2020,North Castle,205,4,0
7/17/2020,North Salem,148,2,0
7/17/2020,Ossining Town,157,1,0
7/17/2020,Ossining Village,1073,10,1
7/17/2020,Peekskill,1002,28,4
7/17/2020,Pelham,162,4,1
7/17/2020,Pelham Manor,115,4,1
7/17/2020,Pleasantville,126,3,0
7/17/2020,Port Chester,1272,22,2
7/17/2020,Pound Ridge,29,0,0
7/17/2020,Rye Brook,185,3,0
7/17/2020,Rye City,213,6,1
7/17/2020,Scarsdale,362,5,0
7/17/2020,Sleepy Hollow,407,10,1
7/17/2020,Somers,394,12,0
7/17/2020,Tarrytown,295,8,0
7/17/2020,Tuckahoe,137,0,0
7/17/2020,White Plains,1857,30,4
7/17/2020,Yonkers,7235,87,3
7/17/2020,Yorktown,721,21,3
7/17/2020,Totals,28311,520,36
7/17/2020,Unknown,1417,NA,NA
7/20/2020,Ardsley,95,2,0
7/20/2020,Bedford,263,8,0
7/20/2020,Briarcliff Manor,109,3,0
7/20/2020,Bronxville,83,12,1
7/20/2020,Buchanan,38,2,1
7/20/2020,Cortlandt,882,17,6
7/20/2020,Croton-on-Hudson,208,2,1
7/20/2020,Dobbs Ferry,326,6,1
7/20/2020,Eastchester,459,8,0
7/20/2020,Elmsford,211,5,1
7/20/2020,Greenburgh,1185,26,6
7/20/2020,Harrison,408,4,1
7/20/2020,Hastings-on-Hudson,135,2,0
7/20/2020,Irvington,84,3,0
7/20/2020,Larchmont,70,4,0
7/20/2020,Lewisboro,114,3,0
7/20/2020,Mamaroneck Town,176,3,1
7/20/2020,Mamaroneck Village,446,8,0
7/20/2020,Mount Kisco,286,5,0
7/20/2020,Mount Pleasant,582,12,1
7/20/2020,Mount Vernon,2763,36,5
7/20/2020,New Castle,205,3,0
7/20/2020,New Rochelle,3118,33,5
7/20/2020,North Castle,205,3,0
7/20/2020,North Salem,148,2,0
7/20/2020,Ossining Town,157,1,0
7/20/2020,Ossining Village,1076,10,3
7/20/2020,Peekskill,1009,30,7
7/20/2020,Pelham,162,2,0
7/20/2020,Pelham Manor,117,4,2
7/20/2020,Pleasantville,127,1,1
7/20/2020,Port Chester,1279,23,7
7/20/2020,Pound Ridge,29,0,0
7/20/2020,Rye Brook,185,2,0
7/20/2020,Rye City,215,8,2
7/20/2020,Scarsdale,364,4,2
7/20/2020,Sleepy Hollow,408,7,1
7/20/2020,Somers,395,11,1
7/20/2020,Tarrytown,296,5,1
7/20/2020,Tuckahoe,138,2,1
7/20/2020,White Plains,1863,29,6
7/20/2020,Yonkers,7261,86,26
7/20/2020,Yorktown,724,21,3
7/20/2020,Totals,28404,460,93
7/20/2020,Unknown,1420,NA,NA
7/21/2020,Ardsley,96,3,1
7/21/2020,Bedford,264,8,1
7/21/2020,Briarcliff Manor,109,3,0
7/21/2020,Bronxville,84,12,1
7/21/2020,Buchanan,38,2,0
7/21/2020,Cortlandt,884,17,2
7/21/2020,Croton-on-Hudson,208,2,0
7/21/2020,Dobbs Ferry,327,6,1
7/21/2020,Eastchester,459,8,0
7/21/2020,Elmsford,211,4,0
7/21/2020,Greenburgh,1185,24,0
7/21/2020,Harrison,408,3,0
