date,municipality,metric,cases
2020-05-26,Pelham Manor,new,0
2020-05-26,Pleasantville,total,115
2020-05-26,Pleasantville,active,6
2020-05-26,Pleasantville,new,NA
2020-05-26,Port Chester,total,1194
2020-05-26,Port Chester,active,83
2020-05-26,Port Chester,new,14
2020-05-26,Pound Ridge,total,26
2020-05-26,Pound Ridge,active,0
2020-05-26,Pound Ridge,new,0
2020-05-26,Rye Brook,total,175
2020-05-26,Rye Brook,active,5
2020-05-26,Rye Brook,new,0
2020-05-26,Rye City,total,201
2020-05-26,Rye City,active,14
2020-05-26,Rye City,new,1
2020-05-26,Scarsdale,total,350
2020-05-26,Scarsdale,active,6
2020-05-26,Scarsdale,new,0
2020-05-26,Sleepy Hollow,total,371
2020-05-26,Sleepy Hollow,active,17
2020-05-26,Sleepy Hollow,new,1
2020-05-26,Somers,total,327
2020-05-26,Somers,active,97
2020-05-26,Somers,new,11
2020-05-26,Tarrytown,total,270
2020-05-26,Tarrytown,active,2
2020-05-26,Tarrytown,new,0
2020-05-26,Tuckahoe,total,130
2020-05-26,Tuckahoe,active,1
2020-05-26,Tuckahoe,new,0
2020-05-26,White Plains,total,1749
2020-05-26,White Plains,active,73
2020-05-26,White Plains,new,2
2020-05-26,Yonkers,total,6793
2020-05-26,Yonkers,active,221
2020-05-26,Yonkers,new,23
2020-05-26,Yorktown,total,612
2020-05-26,Yorktown,active,41
2020-05-26,Yorktown,new,5
2020-05-26,Totals,total,26301
2020-05-26,Totals,active,1073
2020-05-26,Totals,new,128
2020-05-27,Ardsley,total,93
2020-05-27,Ardsley,active,4
2020-05-27,Ardsley,new,0
2020-05-27,Bedford,total,239
2020-05-27,Bedford,active,7
2020-05-27,Bedford,new,2
2020-05-27,Briarcliff Manor,total,92
2020-05-27,Briarcliff Manor,active,1
2020-05-27,Briarcliff Manor,new,0
2020-05-27,Bronxville,total,63
2020-05-27,Bronxville,active,1
2020-05-27,Bronxville,new,0
2020-05-27,Buchanan,total,34
2020-05-27,Buchanan,active,0
2020-05-27,Buchanan,new,0
2020-05-27,Cortlandt,total,791
2020-05-27,Cortlandt,active,47
2020-05-27,Cortlandt,new,7
2020-05-27,Croton-on-Hudson,total,170
2020-05-27,Croton-on-Hudson,active,7
2020-05-27,Croton-on-Hudson,new,2
2020-05-27,Dobbs Ferry,total,304
2020-05-27,Dobbs Ferry,active,10
2020-05-27,Dobbs Ferry,new,1
2020-05-27,Eastchester,total,444
2020-05-27,Eastchester,active,8
2020-05-27,Eastchester,new,1
2020-05-27,Elmsford,total,196
2020-05-27,Elmsford,active,10
2020-05-27,Elmsford,new,0
2020-05-27,Greenburgh,total,1119
2020-05-27,Greenburgh,active,35
2020-05-27,Greenburgh,new,6
2020-05-27,Harrison,total,392
2020-05-27,Harrison,active,9
2020-05-27,Harrison,new,0
2020-05-27,Hastings-on-Hudson,total,116
2020-05-27,Hastings-on-Hudson,active,3
2020-05-27,Hastings-on-Hudson,new,0
2020-05-27,Irvington,total,79
2020-05-27,Irvington,active,2
2020-05-27,Irvington,new,1
2020-05-27,Larchmont,total,65
2020-05-27,Larchmont,active,0
2020-05-27,Larchmont,new,0
2020-05-27,Lewisboro,total,97
2020-05-27,Lewisboro,active,2
2020-05-27,Lewisboro,new,1
2020-05-27,Mamaroneck Town,total,165
2020-05-27,Mamaroneck Town,active,0
2020-05-27,Mamaroneck Town,new,0
2020-05-27,Mamaroneck Village,total,393
2020-05-27,Mamaroneck Village,active,22
2020-05-27,Mamaroneck Village,new,2
2020-05-27,Mount Kisco,total,274
2020-05-27,Mount Kisco,active,15
2020-05-27,Mount Kisco,new,2
2020-05-27,Mount Pleasant,total,556
2020-05-27,Mount Pleasant,active,16
2020-05-27,Mount Pleasant,new,1
2020-05-27,Mount Vernon,total,2622
2020-05-27,Mount Vernon,active,51
2020-05-27,Mount Vernon,new,3
2020-05-27,New Castle,total,179
2020-05-27,New Castle,active,9
2020-05-27,New Castle,new,1
2020-05-27,New Rochelle,total,2885
2020-05-27,New Rochelle,active,93
2020-05-27,New Rochelle,new,17
2020-05-27,North Castle,total,196
2020-05-27,North Castle,active,6
2020-05-27,North Castle,new,0
2020-05-27,North Salem,total,129
2020-05-27,North Salem,active,2
2020-05-27,North Salem,new,1
2020-05-27,Ossining Town,total,150
2020-05-27,Ossining Town,active,2
2020-05-27,Ossining Town,new,0
2020-05-27,Ossining Village,total,1030
2020-05-27,Ossining Village,active,33
2020-05-27,Ossining Village,new,3
2020-05-27,Peekskill,total,909
2020-05-27,Peekskill,active,70
2020-05-27,Peekskill,new,6
2020-05-27,Pelham,total,159
2020-05-27,Pelham,active,0
2020-05-27,Pelham,new,0
2020-05-27,Pelham Manor,total,102
2020-05-27,Pelham Manor,active,0
2020-05-27,Pelham Manor,new,0
2020-05-27,Pleasantville,total,115
2020-05-27,Pleasantville,active,5
2020-05-27,Pleasantville,new,0
2020-05-27,Port Chester,total,1205
2020-05-27,Port Chester,active,80
2020-05-27,Port Chester,new,11
2020-05-27,Pound Ridge,total,27
2020-05-27,Pound Ridge,active,1
2020-05-27,Pound Ridge,new,1
2020-05-27,Rye Brook,total,175
2020-05-27,Rye Brook,active,5
2020-05-27,Rye Brook,new,0
2020-05-27,Rye City,total,201
2020-05-27,Rye City,active,14
2020-05-27,Rye City,new,0
2020-05-27,Scarsdale,total,350
2020-05-27,Scarsdale,active,4
2020-05-27,Scarsdale,new,0
2020-05-27,Sleepy Hollow,total,372
2020-05-27,Sleepy Hollow,active,14
2020-05-27,Sleepy Hollow,new,1
2020-05-27,Somers,total,332
2020-05-27,Somers,active,100
2020-05-27,Somers,new,5
2020-05-27,Tarrytown,total,270
2020-05-27,Tarrytown,active,2
2020-05-27,Tarrytown,new,0
2020-05-27,Tuckahoe,total,131
2020-05-27,Tuckahoe,active,2
2020-05-27,Tuckahoe,new,1
2020-05-27,White Plains,total,1751
2020-05-27,White Plains,active,64
2020-05-27,White Plains,new,2
2020-05-27,Yonkers,total,6810
2020-05-27,Yonkers,active,200
2020-05-27,Yonkers,new,17
2020-05-27,Yorktown,total,617
2020-05-27,Yorktown,active,42
2020-05-27,Yorktown,new,5
2020-05-27,Totals,total,26399
2020-05-27,Totals,active,998
2020-05-27,Totals,new,100
2020-05-28,Ardsley,total,93
2020-05-28,Ardsley,active,3
2020-05-28,Ardsley,new,0
2020-05-28,Bedford,total,240
2020-05-28,Bedford,active,7
2020-05-28,Bedford,new,1
2020-05-28,Briarcliff Manor,total,93
2020-05-28,Briarcliff Manor,active,2
2020-05-28,Briarcliff Manor,new,1
2020-05-28,Bronxville,total,63
2020-05-28,Bronxville,active,1
2020-05-28,Bronxville,new,0
2020-05-28,Buchanan,total,34
2020-05-28,Buchanan,active,0
2020-05-28,Buchanan,new,0
2020-05-28,Cortlandt,total,794
2020-05-28,Cortlandt,active,44
2020-05-28,Cortlandt,new,3
2020-05-28,Croton-on-Hudson,total,170
2020-05-28,Croton-on-Hudson,active,7
2020-05-28,Croton-on-Hudson,new,0
2020-05-28,Dobbs Ferry,total,304
2020-05-28,Dobbs Ferry,active,10
2020-05-28,Dobbs Ferry,new,0
2020-05-28,Eastchester,total,444
2020-05-28,Eastchester,active,6
2020-05-28,Eastchester,new,0
2020-05-28,Elmsford,total,192
2020-05-28,Elmsford,active,6
2020-05-28,Elmsford,new,0
2020-05-28,Greenburgh,total,1120
2020-05-28,Greenburgh,active,32
2020-05-28,Greenburgh,new,1
2020-05-28,Harrison,total,392
2020-05-28,Harrison,active,8
2020-05-28,Harrison,new,0
2020-05-28,Hastings-on-Hudson,total,116
2020-05-28,Hastings-on-Hudson,active,3
2020-05-28,Hastings-on-Hudson,new,0
2020-05-28,Irvington,total,79
2020-05-28,Irvington,active,2
2020-05-28,Irvington,new,0
2020-05-28,Larchmont,total,67
2020-05-28,Larchmont,active,2
2020-05-28,Larchmont,new,2
2020-05-28,Lewisboro,total,98
2020-05-28,Lewisboro,active,3
2020-05-28,Lewisboro,new,1
2020-05-28,Mamaroneck Town,total,165
2020-05-28,Mamaroneck Town,active,0
2020-05-28,Mamaroneck Town,new,0
2020-05-28,Mamaroneck Village,total,395
2020-05-28,Mamaroneck Village,active,23
2020-05-28,Mamaroneck Village,new,2
2020-05-28,Mount Kisco,total,275
2020-05-28,Mount Kisco,active,14
2020-05-28,Mount Kisco,new,1
2020-05-28,Mount Pleasant,total,557
2020-05-28,Mount Pleasant,active,14
2020-05-28,Mount Pleasant,new,1
2020-05-28,Mount Vernon,total,2628
2020-05-28,Mount Vernon,active,49
2020-05-28,Mount Vernon,new,6
2020-05-28,New Castle,total,179
2020-05-28,New Castle,active,8
2020-05-28,New Castle,new,0
2020-05-28,New Rochelle,total,2896
2020-05-28,New Rochelle,active,91
2020-05-28,New Rochelle,new,11
2020-05-28,North Castle,total,197
2020-05-28,North Castle,active,7
2020-05-28,North Castle,new,1
2020-05-28,North Salem,total,132
2020-05-28,North Salem,active,4
2020-05-28,North Salem,new,3
2020-05-28,Ossining Town,total,150
2020-05-28,Ossining Town,active,2
2020-05-28,Ossining Town,new,0
2020-05-28,Ossining Village,total,1030
2020-05-28,Ossining Village,active,32
2020-05-28,Ossining Village,new,0
2020-05-28,Peekskill,total,914
2020-05-28,Peekskill,active,68
2020-05-28,Peekskill,new,5
2020-05-28,Pelham,total,159
2020-05-28,Pelham,active,0
2020-05-28,Pelham,new,0
2020-05-28,Pelham Manor,total,102
2020-05-28,Pelham Manor,active,0
2020-05-28,Pelham Manor,new,0
2020-05-28,Pleasantville,total,115
2020-05-28,Pleasantville,active,5
2020-05-28,Pleasantville,new,0
2020-05-28,Port Chester,total,1215
2020-05-28,Port Chester,active,61
2020-05-28,Port Chester,new,10
2020-05-28,Pound Ridge,total,27
2020-05-28,Pound Ridge,active,1
2020-05-28,Pound Ridge,new,0
2020-05-28,Rye Brook,total,176
2020-05-28,Rye Brook,active,6
2020-05-28,Rye Brook,new,1
2020-05-28,Rye City,total,201
2020-05-28,Rye City,active,13
2020-05-28,Rye City,new,0
2020-05-28,Scarsdale,total,350
2020-05-28,Scarsdale,active,4
2020-05-28,Scarsdale,new,0
2020-05-28,Sleepy Hollow,total,372
2020-05-28,Sleepy Hollow,active,11
2020-05-28,Sleepy Hollow,new,0
2020-05-28,Somers,total,335
2020-05-28,Somers,active,101
2020-05-28,Somers,new,3
2020-05-28,Tarrytown,total,272
2020-05-28,Tarrytown,active,4
2020-05-28,Tarrytown,new,2
2020-05-28,Tuckahoe,total,131
2020-05-28,Tuckahoe,active,2
2020-05-28,Tuckahoe,new,0
2020-05-28,White Plains,total,1754
2020-05-28,White Plains,active,55
2020-05-28,White Plains,new,3
2020-05-28,Yonkers,total,6845
2020-05-28,Yonkers,active,208
2020-05-28,Yonkers,new,35
2020-05-28,Yorktown,total,620
2020-05-28,Yorktown,active,40
2020-05-28,Yorktown,new,3
2020-05-28,Totals,total,26491
2020-05-28,Totals,active,959
2020-05-28,Totals,new,96
2020-05-29,Ardsley,total,92
2020-05-29,Ardsley,active,2
2020-05-29,Ardsley,new,0
2020-05-29,Bedford,total,240
2020-05-29,Bedford,active,8
2020-05-29,Bedford,new,1
2020-05-29,Briarcliff Manor,total,93
2020-05-29,Briarcliff Manor,active,2
2020-05-29,Briarcliff Manor,new,0
2020-05-29,Bronxville,total,63
2020-05-29,Bronxville,active,1
2020-05-29,Bronxville,new,0
2020-05-29,Buchanan,total,33
2020-05-29,Buchanan,active,0
2020-05-29,Buchanan,new,0
2020-05-29,Cortlandt,total,781
2020-05-29,Cortlandt,active,38
2020-05-29,Cortlandt,new,2
2020-05-29,Croton-on-Hudson,total,169
2020-05-29,Croton-on-Hudson,active,3
2020-05-29,Croton-on-Hudson,new,0
2020-05-29,Dobbs Ferry,total,305
2020-05-29,Dobbs Ferry,active,11
2020-05-29,Dobbs Ferry,new,1
2020-05-29,Eastchester,total,438
2020-05-29,Eastchester,active,2
2020-05-29,Eastchester,new,0
2020-05-29,Elmsford,total,191
2020-05-29,Elmsford,active,6
2020-05-29,Elmsford,new,0
2020-05-29,Greenburgh,total,1111
2020-05-29,Greenburgh,active,34
2020-05-29,Greenburgh,new,4
2020-05-29,Harrison,total,388
2020-05-29,Harrison,active,5
2020-05-29,Harrison,new,NA
2020-05-29,Hastings-on-Hudson,total,119
2020-05-29,Hastings-on-Hudson,active,5
2020-05-29,Hastings-on-Hudson,new,3
2020-05-29,Irvington,total,79
2020-05-29,Irvington,active,2
2020-05-29,Irvington,new,0
2020-05-29,Larchmont,total,66
2020-05-29,Larchmont,active,2
2020-05-29,Larchmont,new,0
2020-05-29,Lewisboro,total,96
2020-05-29,Lewisboro,active,3
2020-05-29,Lewisboro,new,0
2020-05-29,Mamaroneck Town,total,165
2020-05-29,Mamaroneck Town,active,0
2020-05-29,Mamaroneck Town,new,0
2020-05-29,Mamaroneck Village,total,392
2020-05-29,Mamaroneck Village,active,20
2020-05-29,Mamaroneck Village,new,0
2020-05-29,Mount Kisco,total,271
2020-05-29,Mount Kisco,active,8
2020-05-29,Mount Kisco,new,NA
2020-05-29,Mount Pleasant,total,555
2020-05-29,Mount Pleasant,active,11
2020-05-29,Mount Pleasant,new,1
2020-05-29,Mount Vernon,total,2609
2020-05-29,Mount Vernon,active,46
2020-05-29,Mount Vernon,new,6
2020-05-29,New Castle,total,179
2020-05-29,New Castle,active,7
2020-05-29,New Castle,new,0
2020-05-29,New Rochelle,total,2870
2020-05-29,New Rochelle,active,78
2020-05-29,New Rochelle,new,6
2020-05-29,North Castle,total,196
2020-05-29,North Castle,active,6
2020-05-29,North Castle,new,0
2020-05-29,North Salem,total,131
2020-05-29,North Salem,active,3
2020-05-29,North Salem,new,0
2020-05-29,Ossining Town,total,149
2020-05-29,Ossining Town,active,2
2020-05-29,Ossining Town,new,1
2020-05-29,Ossining Village,total,1021
2020-05-29,Ossining Village,active,29
2020-05-29,Ossining Village,new,3
2020-05-29,Peekskill,total,913
2020-05-29,Peekskill,active,69
2020-05-29,Peekskill,new,10
2020-05-29,Pelham,total,156
2020-05-29,Pelham,active,0
2020-05-29,Pelham,new,0
2020-05-29,Pelham Manor,total,102
2020-05-29,Pelham Manor,active,0
2020-05-29,Pelham Manor,new,0
2020-05-29,Pleasantville,total,115
2020-05-29,Pleasantville,active,3
2020-05-29,Pleasantville,new,0
2020-05-29,Port Chester,total,1210
2020-05-29,Port Chester,active,54
2020-05-29,Port Chester,new,0
2020-05-29,Pound Ridge,total,27
2020-05-29,Pound Ridge,active,1
2020-05-29,Pound Ridge,new,0
2020-05-29,Rye Brook,total,174
2020-05-29,Rye Brook,active,3
2020-05-29,Rye Brook,new,0
2020-05-29,Rye City,total,200
2020-05-29,Rye City,active,2
2020-05-29,Rye City,new,0
2020-05-29,Scarsdale,total,347
2020-05-29,Scarsdale,active,2
2020-05-29,Scarsdale,new,0
2020-05-29,Sleepy Hollow,total,366
2020-05-29,Sleepy Hollow,active,8
2020-05-29,Sleepy Hollow,new,0
2020-05-29,Somers,total,333
2020-05-29,Somers,active,99
2020-05-29,Somers,new,0
2020-05-29,Tarrytown,total,269
2020-05-29,Tarrytown,active,4
2020-05-29,Tarrytown,new,0
2020-05-29,Tuckahoe,total,130
2020-05-29,Tuckahoe,active,2
2020-05-29,Tuckahoe,new,0
2020-05-29,White Plains,total,1740
2020-05-29,White Plains,active,50
2020-05-29,White Plains,new,1
2020-05-29,Yonkers,total,6795
2020-05-29,Yonkers,active,178
2020-05-29,Yonkers,new,6
2020-05-29,Yorktown,total,620
2020-05-29,Yorktown,active,41
2020-05-29,Yorktown,new,3
2020-05-29,Totals,total,26299
2020-05-29,Totals,active,850
2020-05-29,Totals,new,48
2020-06-01,Ardsley,total,92
2020-06-01,Ardsley,active,2
2020-06-01,Ardsley,new,0
2020-06-01,Bedford,total,240
2020-06-01,Bedford,active,8
2020-06-01,Bedford,new,0
2020-06-01,Briarcliff Manor,total,93
2020-06-01,Briarcliff Manor,active,1
2020-06-01,Briarcliff Manor,new,0
2020-06-01,Bronxville,total,63
2020-06-01,Bronxville,active,1
2020-06-01,Bronxville,new,0
2020-06-01,Buchanan,total,33
2020-06-01,Buchanan,active,0
2020-06-01,Buchanan,new,0
2020-06-01,Cortlandt,total,785
2020-06-01,Cortlandt,active,33
2020-06-01,Cortlandt,new,4
2020-06-01,Croton-on-Hudson,total,169
2020-06-01,Croton-on-Hudson,active,3
2020-06-01,Croton-on-Hudson,new,0
2020-06-01,Dobbs Ferry,total,306
2020-06-01,Dobbs Ferry,active,12
2020-06-01,Dobbs Ferry,new,1
2020-06-01,Eastchester,total,438
2020-06-01,Eastchester,active,2
2020-06-01,Eastchester,new,NA
2020-06-01,Elmsford,total,192
2020-06-01,Elmsford,active,6
2020-06-01,Elmsford,new,1
2020-06-01,Greenburgh,total,1117
2020-06-01,Greenburgh,active,32
2020-06-01,Greenburgh,new,6
2020-06-01,Harrison,total,388
2020-06-01,Harrison,active,3
2020-06-01,Harrison,new,0
2020-06-01,Hastings-on-Hudson,total,120
2020-06-01,Hastings-on-Hudson,active,5
2020-06-01,Hastings-on-Hudson,new,1
2020-06-01,Irvington,total,79
2020-06-01,Irvington,active,1
2020-06-01,Irvington,new,0
2020-06-01,Larchmont,total,66
2020-06-01,Larchmont,active,2
2020-06-01,Larchmont,new,0
2020-06-01,Lewisboro,total,101
2020-06-01,Lewisboro,active,8
2020-06-01,Lewisboro,new,5
2020-06-01,Mamaroneck Town,total,165
2020-06-01,Mamaroneck Town,active,0
2020-06-01,Mamaroneck Town,new,0
2020-06-01,Mamaroneck Village,total,400
2020-06-01,Mamaroneck Village,active,27
2020-06-01,Mamaroneck Village,new,8
2020-06-01,Mount Kisco,total,273
2020-06-01,Mount Kisco,active,6
2020-06-01,Mount Kisco,new,2
2020-06-01,Mount Pleasant,total,557
2020-06-01,Mount Pleasant,active,11
2020-06-01,Mount Pleasant,new,2
2020-06-01,Mount Vernon,total,2614
2020-06-01,Mount Vernon,active,44
2020-06-01,Mount Vernon,new,5
2020-06-01,New Castle,total,179
2020-06-01,New Castle,active,3
2020-06-01,New Castle,new,0
2020-06-01,New Rochelle,total,2887
2020-06-01,New Rochelle,active,82
2020-06-01,New Rochelle,new,17
2020-06-01,North Castle,total,196
2020-06-01,North Castle,active,4
2020-06-01,North Castle,new,0
2020-06-01,North Salem,total,132
2020-06-01,North Salem,active,4
2020-06-01,North Salem,new,1
2020-06-01,Ossining Town,total,150
2020-06-01,Ossining Town,active,3
2020-06-01,Ossining Town,new,1
2020-06-01,Ossining Village,total,1024
2020-06-01,Ossining Village,active,23
2020-06-01,Ossining Village,new,3
2020-06-01,Peekskill,total,921
2020-06-01,Peekskill,active,60
2020-06-01,Peekskill,new,8
2020-06-01,Pelham,total,156
2020-06-01,Pelham,active,0
2020-06-01,Pelham,new,0
2020-06-01,Pelham Manor,total,102
2020-06-01,Pelham Manor,active,0
2020-06-01,Pelham Manor,new,0
2020-06-01,Pleasantville,total,116
2020-06-01,Pleasantville,active,2
2020-06-01,Pleasantville,new,1
2020-06-01,Port Chester,total,1214
2020-06-01,Port Chester,active,49
2020-06-01,Port Chester,new,4
2020-06-01,Pound Ridge,total,27
2020-06-01,Pound Ridge,active,1
2020-06-01,Pound Ridge,new,0
2020-06-01,Rye Brook,total,174
2020-06-01,Rye Brook,active,3
2020-06-01,Rye Brook,new,0
2020-06-01,Rye City,total,200
2020-06-01,Rye City,active,1
2020-06-01,Rye City,new,0
2020-06-01,Scarsdale,total,349
2020-06-01,Scarsdale,active,4
2020-06-01,Scarsdale,new,2
2020-06-01,Sleepy Hollow,total,366
2020-06-01,Sleepy Hollow,active,6
2020-06-01,Sleepy Hollow,new,0
2020-06-01,Somers,total,337
2020-06-01,Somers,active,73
2020-06-01,Somers,new,4
2020-06-01,Tarrytown,total,270
2020-06-01,Tarrytown,active,4
2020-06-01,Tarrytown,new,1
2020-06-01,Tuckahoe,total,130
2020-06-01,Tuckahoe,active,2
2020-06-01,Tuckahoe,new,0
2020-06-01,White Plains,total,1743
2020-06-01,White Plains,active,41
2020-06-01,White Plains,new,3
2020-06-01,Yonkers,total,6823
2020-06-01,Yonkers,active,177
2020-06-01,Yonkers,new,28
2020-06-01,Yorktown,total,631
2020-06-01,Yorktown,active,45
2020-06-01,Yorktown,new,11
2020-06-01,Totals,total,26418
2020-06-01,Totals,active,794
2020-06-01,Totals,new,119
2020-06-02,Ardsley,total,92
2020-06-02,Ardsley,active,1
2020-06-02,Ardsley,new,0
2020-06-02,Bedford,total,241
2020-06-02,Bedford,active,6
2020-06-02,Bedford,new,1
2020-06-02,Briarcliff Manor,total,93
2020-06-02,Briarcliff Manor,active,1
2020-06-02,Briarcliff Manor,new,0
2020-06-02,Bronxville,total,63
2020-06-02,Bronxville,active,1
2020-06-02,Bronxville,new,0
2020-06-02,Buchanan,total,33
2020-06-02,Buchanan,active,0
2020-06-02,Buchanan,new,0
2020-06-02,Cortlandt,total,785
2020-06-02,Cortlandt,active,2
2020-06-02,Cortlandt,new,0
2020-06-02,Croton-on-Hudson,total,170
2020-06-02,Croton-on-Hudson,active,2
2020-06-02,Croton-on-Hudson,new,1
2020-06-02,Dobbs Ferry,total,305
2020-06-02,Dobbs Ferry,active,11
2020-06-02,Dobbs Ferry,new,0
2020-06-02,Eastchester,total,438
2020-06-02,Eastchester,active,2
2020-06-02,Eastchester,new,1
2020-06-02,Elmsford,total,192
2020-06-02,Elmsford,active,6
2020-06-02,Elmsford,new,0
2020-06-02,Greenburgh,total,1114
2020-06-02,Greenburgh,active,30
2020-06-02,Greenburgh,new,0
2020-06-02,Harrison,total,388
2020-06-02,Harrison,active,3
2020-06-02,Harrison,new,0
2020-06-02,Hastings-on-Hudson,total,120
2020-06-02,Hastings-on-Hudson,active,5
2020-06-02,Hastings-on-Hudson,new,0
2020-06-02,Irvington,total,79
2020-06-02,Irvington,active,1
2020-06-02,Irvington,new,0
2020-06-02,Larchmont,total,66
2020-06-02,Larchmont,active,2
2020-06-02,Larchmont,new,0
2020-06-02,Lewisboro,total,101
2020-06-02,Lewisboro,active,8
2020-06-02,Lewisboro,new,0
2020-06-02,Mamaroneck Town,total,165
2020-06-02,Mamaroneck Town,active,0
2020-06-02,Mamaroneck Town,new,0
2020-06-02,Mamaroneck Village,total,402
2020-06-02,Mamaroneck Village,active,29
2020-06-02,Mamaroneck Village,new,2
2020-06-02,Mount Kisco,total,273
2020-06-02,Mount Kisco,active,6
2020-06-02,Mount Kisco,new,0
2020-06-02,Mount Pleasant,total,558
2020-06-02,Mount Pleasant,active,10
2020-06-02,Mount Pleasant,new,1
2020-06-02,Mount Vernon,total,2620
2020-06-02,Mount Vernon,active,36
2020-06-02,Mount Vernon,new,7
2020-06-02,New Castle,total,179
2020-06-02,New Castle,active,3
2020-06-02,New Castle,new,0
2020-06-02,New Rochelle,total,2888
2020-06-02,New Rochelle,active,79
2020-06-02,New Rochelle,new,3
2020-06-02,North Castle,total,195
2020-06-02,North Castle,active,3
2020-06-02,North Castle,new,0
2020-06-02,North Salem,total,132
2020-06-02,North Salem,active,4
2020-06-02,North Salem,new,0
2020-06-02,Ossining Town,total,150
2020-06-02,Ossining Town,active,2
2020-06-02,Ossining Town,new,0
2020-06-02,Ossining Village,total,1026
2020-06-02,Ossining Village,active,20
2020-06-02,Ossining Village,new,2
2020-06-02,Peekskill,total,924
2020-06-02,Peekskill,active,48
2020-06-02,Peekskill,new,4
2020-06-02,Pelham,total,156
2020-06-02,Pelham,active,0
2020-06-02,Pelham,new,0
2020-06-02,Pelham Manor,total,102
2020-06-02,Pelham Manor,active,0
2020-06-02,Pelham Manor,new,0
2020-06-02,Pleasantville,total,116
2020-06-02,Pleasantville,active,1
2020-06-02,Pleasantville,new,0
2020-06-02,Port Chester,total,1217
2020-06-02,Port Chester,active,46
2020-06-02,Port Chester,new,4
2020-06-02,Pound Ridge,total,27
2020-06-02,Pound Ridge,active,1
2020-06-02,Pound Ridge,new,0
2020-06-02,Rye Brook,total,174
2020-06-02,Rye Brook,active,1
2020-06-02,Rye Brook,new,0
2020-06-02,Rye City,total,200
2020-06-02,Rye City,active,1
2020-06-02,Rye City,new,0
2020-06-02,Scarsdale,total,350
2020-06-02,Scarsdale,active,5
2020-06-02,Scarsdale,new,1
2020-06-02,Sleepy Hollow,total,365
2020-06-02,Sleepy Hollow,active,5
2020-06-02,Sleepy Hollow,new,0
2020-06-02,Somers,total,347
2020-06-02,Somers,active,49
2020-06-02,Somers,new,12
2020-06-02,Tarrytown,total,271
2020-06-02,Tarrytown,active,4
2020-06-02,Tarrytown,new,1
2020-06-02,Tuckahoe,total,130
2020-06-02,Tuckahoe,active,2
2020-06-02,Tuckahoe,new,0
2020-06-02,White Plains,total,1744
2020-06-02,White Plains,active,35
2020-06-02,White Plains,new,1
2020-06-02,Yonkers,total,6826
2020-06-02,Yonkers,active,166
2020-06-02,Yonkers,new,11
2020-06-02,Yorktown,total,637
2020-06-02,Yorktown,active,39
2020-06-02,Yorktown,new,6
2020-06-02,Totals,total,26454
2020-06-02,Totals,active,699
2020-06-02,Totals,new,58
2020-06-04,Ardsley,total,92
2020-06-04,Ardsley,active,0
2020-06-04,Ardsley,new,0
2020-06-04,Bedford,total,244
2020-06-04,Bedford,active,9
2020-06-04,Bedford,new,0
2020-06-04,Briarcliff Manor,total,94
2020-06-04,Briarcliff Manor,active,2
2020-06-04,Briarcliff Manor,new,0
2020-06-04,Bronxville,total,64
2020-06-04,Bronxville,active,2
2020-06-04,Bronxville,new,0
2020-06-04,Buchanan,total,33
2020-06-04,Buchanan,active,0
2020-06-04,Buchanan,new,0
2020-06-04,Cortlandt,total,789
2020-06-04,Cortlandt,active,24
2020-06-04,Cortlandt,new,2
2020-06-04,Croton-on-Hudson,total,170
2020-06-04,Croton-on-Hudson,active,1
2020-06-04,Croton-on-Hudson,new,0
2020-06-04,Dobbs Ferry,total,305
2020-06-04,Dobbs Ferry,active,6
2020-06-04,Dobbs Ferry,new,0
2020-06-04,Eastchester,total,439
2020-06-04,Eastchester,active,3
2020-06-04,Eastchester,new,1
2020-06-04,Elmsford,total,192
2020-06-04,Elmsford,active,3
2020-06-04,Elmsford,new,0
2020-06-04,Greenburgh,total,1119
2020-06-04,Greenburgh,active,25
2020-06-04,Greenburgh,new,3
2020-06-04,Harrison,total,389
2020-06-04,Harrison,active,2
2020-06-04,Harrison,new,NA
2020-06-04,Hastings-on-Hudson,total,120
2020-06-04,Hastings-on-Hudson,active,5
2020-06-04,Hastings-on-Hudson,new,0
2020-06-04,Irvington,total,79
2020-06-04,Irvington,active,1
2020-06-04,Irvington,new,0
2020-06-04,Larchmont,total,66
2020-06-04,Larchmont,active,0
2020-06-04,Larchmont,new,0
2020-06-04,Lewisboro,total,101
2020-06-04,Lewisboro,active,7
2020-06-04,Lewisboro,new,0
2020-06-04,Mamaroneck Town,total,165
2020-06-04,Mamaroneck Town,active,0
2020-06-04,Mamaroneck Town,new,0
2020-06-04,Mamaroneck Village,total,407
2020-06-04,Mamaroneck Village,active,25
2020-06-04,Mamaroneck Village,new,4
2020-06-04,Mount Kisco,total,274
2020-06-04,Mount Kisco,active,5
2020-06-04,Mount Kisco,new,1
2020-06-04,Mount Pleasant,total,560
2020-06-04,Mount Pleasant,active,10
2020-06-04,Mount Pleasant,new,2
2020-06-04,Mount Vernon,total,2628
2020-06-04,Mount Vernon,active,33
2020-06-04,Mount Vernon,new,5
2020-06-04,New Castle,total,179
2020-06-04,New Castle,active,2
2020-06-04,New Castle,new,0
2020-06-04,New Rochelle,total,2895
2020-06-04,New Rochelle,active,67
2020-06-04,New Rochelle,new,4
2020-06-04,North Castle,total,195
2020-06-04,North Castle,active,1
2020-06-04,North Castle,new,NA
2020-06-04,North Salem,total,133
