date,municipality,metric,cases
2020-09-02,Croton-on-Hudson,total,213
2020-09-02,Croton-on-Hudson,active,1
2020-09-02,Croton-on-Hudson,new,0
2020-09-02,Dobbs Ferry,total,336
2020-09-02,Dobbs Ferry,active,2
2020-09-02,Dobbs Ferry,new,0
2020-09-02,Eastchester,total,467
2020-09-02,Eastchester,active,3
2020-09-02,Eastchester,new,0
2020-09-02,Elmsford,total,214
2020-09-02,Elmsford,active,1
2020-09-02,Elmsford,new,0
2020-09-02,Greenburgh,total,1253
2020-09-02,Greenburgh,active,19
2020-09-02,Greenburgh,new,2
2020-09-02,Harrison,total,442
2020-09-02,Harrison,active,9
2020-09-02,Harrison,new,0
2020-09-02,Hastings-on-Hudson,total,142
2020-09-02,Hastings-on-Hudson,active,2
2020-09-02,Hastings-on-Hudson,new,1
2020-09-02,Irvington,total,87
2020-09-02,Irvington,active,1
2020-09-02,Irvington,new,0
2020-09-02,Larchmont,total,75
2020-09-02,Larchmont,active,0
2020-09-02,Larchmont,new,0
2020-09-02,Lewisboro,total,125
2020-09-02,Lewisboro,active,4
2020-09-02,Lewisboro,new,1
2020-09-02,Mamaroneck Town,total,179
2020-09-02,Mamaroneck Town,active,2
2020-09-02,Mamaroneck Town,new,0
2020-09-02,Mamaroneck Village,total,490
2020-09-02,Mamaroneck Village,active,3
2020-09-02,Mamaroneck Village,new,0
2020-09-02,Mount Kisco,total,297
2020-09-02,Mount Kisco,active,7
2020-09-02,Mount Kisco,new,3
2020-09-02,Mount Pleasant,total,610
2020-09-02,Mount Pleasant,active,13
2020-09-02,Mount Pleasant,new,1
2020-09-02,Mount Vernon,total,2850
2020-09-02,Mount Vernon,active,29
2020-09-02,Mount Vernon,new,2
2020-09-02,New Castle,total,219
2020-09-02,New Castle,active,4
2020-09-02,New Castle,new,0
2020-09-02,New Rochelle,total,3216
2020-09-02,New Rochelle,active,31
2020-09-02,New Rochelle,new,9
2020-09-02,North Castle,total,224
2020-09-02,North Castle,active,6
2020-09-02,North Castle,new,0
2020-09-02,North Salem,total,152
2020-09-02,North Salem,active,3
2020-09-02,North Salem,new,0
2020-09-02,Ossining Town,total,163
2020-09-02,Ossining Town,active,3
2020-09-02,Ossining Town,new,1
2020-09-02,Ossining Village,total,1111
2020-09-02,Ossining Village,active,12
2020-09-02,Ossining Village,new,2
2020-09-02,Peekskill,total,1056
2020-09-02,Peekskill,active,12
2020-09-02,Peekskill,new,NA
2020-09-02,Pelham,total,176
2020-09-02,Pelham,active,2
2020-09-02,Pelham,new,0
2020-09-02,Pelham Manor,total,125
2020-09-02,Pelham Manor,active,2
2020-09-02,Pelham Manor,new,0
2020-09-02,Pleasantville,total,138
2020-09-02,Pleasantville,active,2
2020-09-02,Pleasantville,new,0
2020-09-02,Port Chester,total,1328
2020-09-02,Port Chester,active,15
2020-09-02,Port Chester,new,2
2020-09-02,Pound Ridge,total,29
2020-09-02,Pound Ridge,active,0
2020-09-02,Pound Ridge,new,0
2020-09-02,Rye Brook,total,194
2020-09-02,Rye Brook,active,3
2020-09-02,Rye Brook,new,1
2020-09-02,Rye City,total,224
2020-09-02,Rye City,active,2
2020-09-02,Rye City,new,NA
2020-09-02,Scarsdale,total,374
2020-09-02,Scarsdale,active,3
2020-09-02,Scarsdale,new,0
2020-09-02,Sleepy Hollow,total,445
2020-09-02,Sleepy Hollow,active,11
2020-09-02,Sleepy Hollow,new,1
2020-09-02,Somers,total,417
2020-09-02,Somers,active,6
2020-09-02,Somers,new,1
2020-09-02,Tarrytown,total,309
2020-09-02,Tarrytown,active,10
2020-09-02,Tarrytown,new,2
2020-09-02,Tuckahoe,total,145
2020-09-02,Tuckahoe,active,2
2020-09-02,Tuckahoe,new,0
2020-09-02,White Plains,total,1934
2020-09-02,White Plains,active,26
2020-09-02,White Plains,new,2
2020-09-02,Yonkers,total,7705
2020-09-02,Yonkers,active,116
2020-09-02,Yonkers,new,2
2020-09-02,Yorktown,total,766
2020-09-02,Yorktown,active,17
2020-09-02,Yorktown,new,NA
2020-09-02,Totals,total,29818
2020-09-02,Totals,active,427
2020-09-02,Totals,new,438
2020-09-03,Ardsley,total,102
2020-09-03,Ardsley,active,0
2020-09-03,Ardsley,new,0
2020-09-03,Bedford,total,277
2020-09-03,Bedford,active,8
2020-09-03,Bedford,new,0
2020-09-03,Briarcliff Manor,total,115
2020-09-03,Briarcliff Manor,active,4
2020-09-03,Briarcliff Manor,new,0
2020-09-03,Bronxville,total,91
2020-09-03,Bronxville,active,6
2020-09-03,Bronxville,new,1
2020-09-03,Buchanan,total,43
2020-09-03,Buchanan,active,1
2020-09-03,Buchanan,new,0
2020-09-03,Cortlandt,total,963
2020-09-03,Cortlandt,active,24
2020-09-03,Cortlandt,new,2
2020-09-03,Croton-on-Hudson,total,213
2020-09-03,Croton-on-Hudson,active,1
2020-09-03,Croton-on-Hudson,new,0
2020-09-03,Dobbs Ferry,total,336
2020-09-03,Dobbs Ferry,active,2
2020-09-03,Dobbs Ferry,new,0
2020-09-03,Eastchester,total,468
2020-09-03,Eastchester,active,4
2020-09-03,Eastchester,new,1
2020-09-03,Elmsford,total,214
2020-09-03,Elmsford,active,1
2020-09-03,Elmsford,new,0
2020-09-03,Greenburgh,total,1253
2020-09-03,Greenburgh,active,18
2020-09-03,Greenburgh,new,0
2020-09-03,Harrison,total,445
2020-09-03,Harrison,active,12
2020-09-03,Harrison,new,3
2020-09-03,Hastings-on-Hudson,total,142
2020-09-03,Hastings-on-Hudson,active,2
2020-09-03,Hastings-on-Hudson,new,0
2020-09-03,Irvington,total,87
2020-09-03,Irvington,active,1
2020-09-03,Irvington,new,0
2020-09-03,Larchmont,total,75
2020-09-03,Larchmont,active,0
2020-09-03,Larchmont,new,0
2020-09-03,Lewisboro,total,125
2020-09-03,Lewisboro,active,4
2020-09-03,Lewisboro,new,0
2020-09-03,Mamaroneck Town,total,180
2020-09-03,Mamaroneck Town,active,3
2020-09-03,Mamaroneck Town,new,1
2020-09-03,Mamaroneck Village,total,490
2020-09-03,Mamaroneck Village,active,2
2020-09-03,Mamaroneck Village,new,0
2020-09-03,Mount Kisco,total,297
2020-09-03,Mount Kisco,active,7
2020-09-03,Mount Kisco,new,0
2020-09-03,Mount Pleasant,total,611
2020-09-03,Mount Pleasant,active,14
2020-09-03,Mount Pleasant,new,1
2020-09-03,Mount Vernon,total,2850
2020-09-03,Mount Vernon,active,28
2020-09-03,Mount Vernon,new,0
2020-09-03,New Castle,total,219
2020-09-03,New Castle,active,4
2020-09-03,New Castle,new,0
2020-09-03,New Rochelle,total,3222
2020-09-03,New Rochelle,active,37
2020-09-03,New Rochelle,new,6
2020-09-03,North Castle,total,224
2020-09-03,North Castle,active,6
2020-09-03,North Castle,new,0
2020-09-03,North Salem,total,152
2020-09-03,North Salem,active,2
2020-09-03,North Salem,new,0
2020-09-03,Ossining Town,total,163
2020-09-03,Ossining Town,active,3
2020-09-03,Ossining Town,new,0
2020-09-03,Ossining Village,total,1111
2020-09-03,Ossining Village,active,12
2020-09-03,Ossining Village,new,0
2020-09-03,Peekskill,total,1057
2020-09-03,Peekskill,active,12
2020-09-03,Peekskill,new,1
2020-09-03,Pelham,total,176
2020-09-03,Pelham,active,2
2020-09-03,Pelham,new,0
2020-09-03,Pelham Manor,total,125
2020-09-03,Pelham Manor,active,2
2020-09-03,Pelham Manor,new,0
2020-09-03,Pleasantville,total,139
2020-09-03,Pleasantville,active,3
2020-09-03,Pleasantville,new,NA
2020-09-03,Port Chester,total,1329
2020-09-03,Port Chester,active,15
2020-09-03,Port Chester,new,1
2020-09-03,Pound Ridge,total,29
2020-09-03,Pound Ridge,active,0
2020-09-03,Pound Ridge,new,0
2020-09-03,Rye Brook,total,194
2020-09-03,Rye Brook,active,3
2020-09-03,Rye Brook,new,0
2020-09-03,Rye City,total,226
2020-09-03,Rye City,active,4
2020-09-03,Rye City,new,2
2020-09-03,Scarsdale,total,374
2020-09-03,Scarsdale,active,3
2020-09-03,Scarsdale,new,0
2020-09-03,Sleepy Hollow,total,446
2020-09-03,Sleepy Hollow,active,12
2020-09-03,Sleepy Hollow,new,NA
2020-09-03,Somers,total,419
2020-09-03,Somers,active,8
2020-09-03,Somers,new,2
2020-09-03,Tarrytown,total,309
2020-09-03,Tarrytown,active,10
2020-09-03,Tarrytown,new,0
2020-09-03,Tuckahoe,total,146
2020-09-03,Tuckahoe,active,3
2020-09-03,Tuckahoe,new,1
2020-09-03,White Plains,total,1939
2020-09-03,White Plains,active,31
2020-09-03,White Plains,new,5
2020-09-03,Yonkers,total,7708
2020-09-03,Yonkers,active,111
2020-09-03,Yonkers,new,3
2020-09-03,Yorktown,total,769
2020-09-03,Yorktown,active,19
2020-09-03,Yorktown,new,3
2020-09-03,Totals,total,29853
2020-09-03,Totals,active,444
2020-09-03,Totals,new,35
2020-09-04,Ardsley,total,102
2020-09-04,Ardsley,active,0
2020-09-04,Ardsley,new,0
2020-09-04,Bedford,total,277
2020-09-04,Bedford,active,8
2020-09-04,Bedford,new,0
2020-09-04,Briarcliff Manor,total,118
2020-09-04,Briarcliff Manor,active,7
2020-09-04,Briarcliff Manor,new,3
2020-09-04,Bronxville,total,93
2020-09-04,Bronxville,active,8
2020-09-04,Bronxville,new,2
2020-09-04,Buchanan,total,43
2020-09-04,Buchanan,active,1
2020-09-04,Buchanan,new,0
2020-09-04,Cortlandt,total,965
2020-09-04,Cortlandt,active,25
2020-09-04,Cortlandt,new,2
2020-09-04,Croton-on-Hudson,total,213
2020-09-04,Croton-on-Hudson,active,1
2020-09-04,Croton-on-Hudson,new,0
2020-09-04,Dobbs Ferry,total,336
2020-09-04,Dobbs Ferry,active,2
2020-09-04,Dobbs Ferry,new,0
2020-09-04,Eastchester,total,469
2020-09-04,Eastchester,active,5
2020-09-04,Eastchester,new,1
2020-09-04,Elmsford,total,214
2020-09-04,Elmsford,active,1
2020-09-04,Elmsford,new,0
2020-09-04,Greenburgh,total,1254
2020-09-04,Greenburgh,active,18
2020-09-04,Greenburgh,new,1
2020-09-04,Harrison,total,445
2020-09-04,Harrison,active,11
2020-09-04,Harrison,new,0
2020-09-04,Hastings-on-Hudson,total,142
2020-09-04,Hastings-on-Hudson,active,2
2020-09-04,Hastings-on-Hudson,new,0
2020-09-04,Irvington,total,87
2020-09-04,Irvington,active,1
2020-09-04,Irvington,new,0
2020-09-04,Larchmont,total,75
2020-09-04,Larchmont,active,0
2020-09-04,Larchmont,new,0
2020-09-04,Lewisboro,total,125
2020-09-04,Lewisboro,active,5
2020-09-04,Lewisboro,new,0
2020-09-04,Mamaroneck Town,total,180
2020-09-04,Mamaroneck Town,active,3
2020-09-04,Mamaroneck Town,new,0
2020-09-04,Mamaroneck Village,total,491
2020-09-04,Mamaroneck Village,active,3
2020-09-04,Mamaroneck Village,new,1
2020-09-04,Mount Kisco,total,301
2020-09-04,Mount Kisco,active,11
2020-09-04,Mount Kisco,new,4
2020-09-04,Mount Pleasant,total,611
2020-09-04,Mount Pleasant,active,12
2020-09-04,Mount Pleasant,new,0
2020-09-04,Mount Vernon,total,2853
2020-09-04,Mount Vernon,active,30
2020-09-04,Mount Vernon,new,3
2020-09-04,New Castle,total,219
2020-09-04,New Castle,active,4
2020-09-04,New Castle,new,0
2020-09-04,New Rochelle,total,3228
2020-09-04,New Rochelle,active,41
2020-09-04,New Rochelle,new,6
2020-09-04,North Castle,total,225
2020-09-04,North Castle,active,7
2020-09-04,North Castle,new,1
2020-09-04,North Salem,total,153
2020-09-04,North Salem,active,3
2020-09-04,North Salem,new,1
2020-09-04,Ossining Town,total,163
2020-09-04,Ossining Town,active,3
2020-09-04,Ossining Town,new,0
2020-09-04,Ossining Village,total,1111
2020-09-04,Ossining Village,active,12
2020-09-04,Ossining Village,new,0
2020-09-04,Peekskill,total,1058
2020-09-04,Peekskill,active,13
2020-09-04,Peekskill,new,1
2020-09-04,Pelham,total,176
2020-09-04,Pelham,active,2
2020-09-04,Pelham,new,0
2020-09-04,Pelham Manor,total,125
2020-09-04,Pelham Manor,active,2
2020-09-04,Pelham Manor,new,0
2020-09-04,Pleasantville,total,139
2020-09-04,Pleasantville,active,3
2020-09-04,Pleasantville,new,0
2020-09-04,Port Chester,total,1330
2020-09-04,Port Chester,active,16
2020-09-04,Port Chester,new,1
2020-09-04,Pound Ridge,total,29
2020-09-04,Pound Ridge,active,0
2020-09-04,Pound Ridge,new,0
2020-09-04,Rye Brook,total,194
2020-09-04,Rye Brook,active,3
2020-09-04,Rye Brook,new,0
2020-09-04,Rye City,total,226
2020-09-04,Rye City,active,4
2020-09-04,Rye City,new,0
2020-09-04,Scarsdale,total,374
2020-09-04,Scarsdale,active,3
2020-09-04,Scarsdale,new,0
2020-09-04,Sleepy Hollow,total,446
2020-09-04,Sleepy Hollow,active,12
2020-09-04,Sleepy Hollow,new,0
2020-09-04,Somers,total,419
2020-09-04,Somers,active,8
2020-09-04,Somers,new,0
2020-09-04,Tarrytown,total,309
2020-09-04,Tarrytown,active,10
2020-09-04,Tarrytown,new,0
2020-09-04,Tuckahoe,total,146
2020-09-04,Tuckahoe,active,3
2020-09-04,Tuckahoe,new,0
2020-09-04,White Plains,total,1939
2020-09-04,White Plains,active,30
2020-09-04,White Plains,new,0
2020-09-04,Yonkers,total,7715
2020-09-04,Yonkers,active,110
2020-09-04,Yonkers,new,7
2020-09-04,Yorktown,total,769
2020-09-04,Yorktown,active,18
2020-09-04,Yorktown,new,0
2020-09-04,Totals,total,29887
2020-09-04,Totals,active,461
2020-09-04,Totals,new,34
2020-09-08,Ardsley,total,103
2020-09-08,Ardsley,active,1
2020-09-08,Ardsley,new,1
2020-09-08,Bedford,total,281
2020-09-08,Bedford,active,12
2020-09-08,Bedford,new,4
2020-09-08,Briarcliff Manor,total,119
2020-09-08,Briarcliff Manor,active,7
2020-09-08,Briarcliff Manor,new,1
2020-09-08,Bronxville,total,94
2020-09-08,Bronxville,active,9
2020-09-08,Bronxville,new,1
2020-09-08,Buchanan,total,44
2020-09-08,Buchanan,active,1
2020-09-08,Buchanan,new,NA
2020-09-08,Cortlandt,total,967
2020-09-08,Cortlandt,active,17
2020-09-08,Cortlandt,new,2
2020-09-08,Croton-on-Hudson,total,214
2020-09-08,Croton-on-Hudson,active,2
2020-09-08,Croton-on-Hudson,new,1
2020-09-08,Dobbs Ferry,total,338
2020-09-08,Dobbs Ferry,active,4
2020-09-08,Dobbs Ferry,new,2
2020-09-08,Eastchester,total,470
2020-09-08,Eastchester,active,6
2020-09-08,Eastchester,new,1
2020-09-08,Elmsford,total,214
2020-09-08,Elmsford,active,1
2020-09-08,Elmsford,new,0
2020-09-08,Greenburgh,total,1262
2020-09-08,Greenburgh,active,22
2020-09-08,Greenburgh,new,8
2020-09-08,Harrison,total,450
2020-09-08,Harrison,active,12
2020-09-08,Harrison,new,5
2020-09-08,Hastings-on-Hudson,total,143
2020-09-08,Hastings-on-Hudson,active,3
2020-09-08,Hastings-on-Hudson,new,1
2020-09-08,Irvington,total,88
2020-09-08,Irvington,active,1
2020-09-08,Irvington,new,1
2020-09-08,Larchmont,total,77
2020-09-08,Larchmont,active,2
2020-09-08,Larchmont,new,2
2020-09-08,Lewisboro,total,128
2020-09-08,Lewisboro,active,7
2020-09-08,Lewisboro,new,3
2020-09-08,Mamaroneck Town,total,184
2020-09-08,Mamaroneck Town,active,6
2020-09-08,Mamaroneck Town,new,4
2020-09-08,Mamaroneck Village,total,494
2020-09-08,Mamaroneck Village,active,6
2020-09-08,Mamaroneck Village,new,3
2020-09-08,Mount Kisco,total,304
2020-09-08,Mount Kisco,active,14
2020-09-08,Mount Kisco,new,3
2020-09-08,Mount Pleasant,total,615
2020-09-08,Mount Pleasant,active,15
2020-09-08,Mount Pleasant,new,4
2020-09-08,Mount Vernon,total,2862
2020-09-08,Mount Vernon,active,26
2020-09-08,Mount Vernon,new,9
2020-09-08,New Castle,total,224
2020-09-08,New Castle,active,8
2020-09-08,New Castle,new,5
2020-09-08,New Rochelle,total,3243
2020-09-08,New Rochelle,active,50
2020-09-08,New Rochelle,new,15
2020-09-08,North Castle,total,228
2020-09-08,North Castle,active,7
2020-09-08,North Castle,new,3
2020-09-08,North Salem,total,153
2020-09-08,North Salem,active,2
2020-09-08,North Salem,new,0
2020-09-08,Ossining Town,total,163
2020-09-08,Ossining Town,active,3
2020-09-08,Ossining Town,new,0
2020-09-08,Ossining Village,total,1115
2020-09-08,Ossining Village,active,15
2020-09-08,Ossining Village,new,4
2020-09-08,Peekskill,total,1061
2020-09-08,Peekskill,active,13
2020-09-08,Peekskill,new,3
2020-09-08,Pelham,total,176
2020-09-08,Pelham,active,1
2020-09-08,Pelham,new,0
2020-09-08,Pelham Manor,total,125
2020-09-08,Pelham Manor,active,1
2020-09-08,Pelham Manor,new,0
2020-09-08,Pleasantville,total,143
2020-09-08,Pleasantville,active,6
2020-09-08,Pleasantville,new,4
2020-09-08,Port Chester,total,1336
2020-09-08,Port Chester,active,16
2020-09-08,Port Chester,new,6
2020-09-08,Pound Ridge,total,29
2020-09-08,Pound Ridge,active,0
2020-09-08,Pound Ridge,new,0
2020-09-08,Rye Brook,total,195
2020-09-08,Rye Brook,active,3
2020-09-08,Rye Brook,new,1
2020-09-08,Rye City,total,229
2020-09-08,Rye City,active,5
2020-09-08,Rye City,new,3
2020-09-08,Scarsdale,total,377
2020-09-08,Scarsdale,active,4
2020-09-08,Scarsdale,new,3
2020-09-08,Sleepy Hollow,total,452
2020-09-08,Sleepy Hollow,active,12
2020-09-08,Sleepy Hollow,new,6
2020-09-08,Somers,total,429
2020-09-08,Somers,active,15
2020-09-08,Somers,new,10
2020-09-08,Tarrytown,total,309
2020-09-08,Tarrytown,active,8
2020-09-08,Tarrytown,new,0
2020-09-08,Tuckahoe,total,146
2020-09-08,Tuckahoe,active,3
2020-09-08,Tuckahoe,new,0
2020-09-08,White Plains,total,1947
2020-09-08,White Plains,active,35
2020-09-08,White Plains,new,8
2020-09-08,Yonkers,total,7756
2020-09-08,Yonkers,active,113
2020-09-08,Yonkers,new,41
2020-09-08,Yorktown,total,774
2020-09-08,Yorktown,active,14
2020-09-08,Yorktown,new,5
2020-09-08,Totals,total,30061
2020-09-08,Totals,active,508
2020-09-08,Totals,new,174
2020-09-09,Ardsley,total,103
2020-09-09,Ardsley,active,1
2020-09-09,Ardsley,new,0
2020-09-09,Bedford,total,283
2020-09-09,Bedford,active,14
2020-09-09,Bedford,new,2
2020-09-09,Briarcliff Manor,total,119
2020-09-09,Briarcliff Manor,active,7
2020-09-09,Briarcliff Manor,new,0
2020-09-09,Bronxville,total,94
2020-09-09,Bronxville,active,8
2020-09-09,Bronxville,new,0
2020-09-09,Buchanan,total,44
2020-09-09,Buchanan,active,1
2020-09-09,Buchanan,new,0
2020-09-09,Cortlandt,total,967
2020-09-09,Cortlandt,active,17
2020-09-09,Cortlandt,new,0
2020-09-09,Croton-on-Hudson,total,214
2020-09-09,Croton-on-Hudson,active,2
2020-09-09,Croton-on-Hudson,new,0
2020-09-09,Dobbs Ferry,total,338
2020-09-09,Dobbs Ferry,active,2
2020-09-09,Dobbs Ferry,new,0
2020-09-09,Eastchester,total,470
2020-09-09,Eastchester,active,6
2020-09-09,Eastchester,new,0
2020-09-09,Elmsford,total,214
2020-09-09,Elmsford,active,1
2020-09-09,Elmsford,new,NA
2020-09-09,Greenburgh,total,1264
2020-09-09,Greenburgh,active,22
2020-09-09,Greenburgh,new,2
2020-09-09,Harrison,total,450
2020-09-09,Harrison,active,12
2020-09-09,Harrison,new,0
2020-09-09,Hastings-on-Hudson,total,143
2020-09-09,Hastings-on-Hudson,active,2
2020-09-09,Hastings-on-Hudson,new,0
2020-09-09,Irvington,total,88
2020-09-09,Irvington,active,1
2020-09-09,Irvington,new,0
2020-09-09,Larchmont,total,78
2020-09-09,Larchmont,active,3
2020-09-09,Larchmont,new,1
2020-09-09,Lewisboro,total,128
2020-09-09,Lewisboro,active,6
2020-09-09,Lewisboro,new,0
2020-09-09,Mamaroneck Town,total,187
2020-09-09,Mamaroneck Town,active,9
2020-09-09,Mamaroneck Town,new,3
2020-09-09,Mamaroneck Village,total,494
2020-09-09,Mamaroneck Village,active,6
2020-09-09,Mamaroneck Village,new,0
2020-09-09,Mount Kisco,total,307
2020-09-09,Mount Kisco,active,17
2020-09-09,Mount Kisco,new,3
2020-09-09,Mount Pleasant,total,615
2020-09-09,Mount Pleasant,active,15
2020-09-09,Mount Pleasant,new,0
2020-09-09,Mount Vernon,total,2863
2020-09-09,Mount Vernon,active,2
2020-09-09,Mount Vernon,new,1
2020-09-09,New Castle,total,224
2020-09-09,New Castle,active,8
2020-09-09,New Castle,new,0
2020-09-09,New Rochelle,total,3247
2020-09-09,New Rochelle,active,51
2020-09-09,New Rochelle,new,4
2020-09-09,North Castle,total,229
2020-09-09,North Castle,active,8
2020-09-09,North Castle,new,1
2020-09-09,North Salem,total,154
2020-09-09,North Salem,active,3
2020-09-09,North Salem,new,1
2020-09-09,Ossining Town,total,163
2020-09-09,Ossining Town,active,3
2020-09-09,Ossining Town,new,0
2020-09-09,Ossining Village,total,1117
2020-09-09,Ossining Village,active,16
2020-09-09,Ossining Village,new,2
2020-09-09,Peekskill,total,1062
2020-09-09,Peekskill,active,11
2020-09-09,Peekskill,new,1
2020-09-09,Pelham,total,176
2020-09-09,Pelham,active,0
2020-09-09,Pelham,new,0
2020-09-09,Pelham Manor,total,125
2020-09-09,Pelham Manor,active,1
2020-09-09,Pelham Manor,new,0
2020-09-09,Pleasantville,total,143
2020-09-09,Pleasantville,active,6
2020-09-09,Pleasantville,new,0
2020-09-09,Port Chester,total,1337
2020-09-09,Port Chester,active,17
2020-09-09,Port Chester,new,1
2020-09-09,Pound Ridge,total,29
2020-09-09,Pound Ridge,active,0
2020-09-09,Pound Ridge,new,0
2020-09-09,Rye Brook,total,196
2020-09-09,Rye Brook,active,4
2020-09-09,Rye Brook,new,1
2020-09-09,Rye City,total,229
2020-09-09,Rye City,active,5
2020-09-09,Rye City,new,0
2020-09-09,Scarsdale,total,377
2020-09-09,Scarsdale,active,4
2020-09-09,Scarsdale,new,0
2020-09-09,Sleepy Hollow,total,454
2020-09-09,Sleepy Hollow,active,13
2020-09-09,Sleepy Hollow,new,2
2020-09-09,Somers,total,429
2020-09-09,Somers,active,14
2020-09-09,Somers,new,0
2020-09-09,Tarrytown,total,310
2020-09-09,Tarrytown,active,9
2020-09-09,Tarrytown,new,1
2020-09-09,Tuckahoe,total,146
2020-09-09,Tuckahoe,active,3
2020-09-09,Tuckahoe,new,0
2020-09-09,White Plains,total,1949
2020-09-09,White Plains,active,31
2020-09-09,White Plains,new,2
2020-09-09,Yonkers,total,7761
2020-09-09,Yonkers,active,104
2020-09-09,Yonkers,new,5
2020-09-09,Yorktown,total,777
2020-09-09,Yorktown,active,15
2020-09-09,Yorktown,new,3
2020-09-09,Totals,total,30097
2020-09-09,Totals,active,503
2020-09-09,Totals,new,36
2020-09-10,Ardsley,total,103
2020-09-10,Ardsley,active,1
2020-09-10,Ardsley,new,0
2020-09-10,Bedford,total,283
2020-09-10,Bedford,active,14
2020-09-10,Bedford,new,0
2020-09-10,Briarcliff Manor,total,123
2020-09-10,Briarcliff Manor,active,9
2020-09-10,Briarcliff Manor,new,4
2020-09-10,Bronxville,total,94
2020-09-10,Bronxville,active,8
2020-09-10,Bronxville,new,0
2020-09-10,Buchanan,total,44
2020-09-10,Buchanan,active,1
2020-09-10,Buchanan,new,0
2020-09-10,Cortlandt,total,969
2020-09-10,Cortlandt,active,19
2020-09-10,Cortlandt,new,2
2020-09-10,Croton-on-Hudson,total,215
2020-09-10,Croton-on-Hudson,active,3
2020-09-10,Croton-on-Hudson,new,1
2020-09-10,Dobbs Ferry,total,339
2020-09-10,Dobbs Ferry,active,3
2020-09-10,Dobbs Ferry,new,1
2020-09-10,Eastchester,total,470
2020-09-10,Eastchester,active,5
2020-09-10,Eastchester,new,0
2020-09-10,Elmsford,total,214
2020-09-10,Elmsford,active,1
2020-09-10,Elmsford,new,0
2020-09-10,Greenburgh,total,1264
2020-09-10,Greenburgh,active,21
2020-09-10,Greenburgh,new,0
2020-09-10,Harrison,total,451
2020-09-10,Harrison,active,13
2020-09-10,Harrison,new,1
2020-09-10,Hastings-on-Hudson,total,143
2020-09-10,Hastings-on-Hudson,active,2
2020-09-10,Hastings-on-Hudson,new,0
2020-09-10,Irvington,total,88
2020-09-10,Irvington,active,1
2020-09-10,Irvington,new,0
2020-09-10,Larchmont,total,78
2020-09-10,Larchmont,active,3
2020-09-10,Larchmont,new,0
2020-09-10,Lewisboro,total,128
2020-09-10,Lewisboro,active,6
2020-09-10,Lewisboro,new,0
2020-09-10,Mamaroneck Town,total,187
2020-09-10,Mamaroneck Town,active,9
2020-09-10,Mamaroneck Town,new,0
2020-09-10,Mamaroneck Village,total,494
2020-09-10,Mamaroneck Village,active,6
2020-09-10,Mamaroneck Village,new,0
2020-09-10,Mount Kisco,total,307
2020-09-10,Mount Kisco,active,17
2020-09-10,Mount Kisco,new,0
2020-09-10,Mount Pleasant,total,615
2020-09-10,Mount Pleasant,active,14
2020-09-10,Mount Pleasant,new,0
2020-09-10,Mount Vernon,total,2863
2020-09-10,Mount Vernon,active,24
2020-09-10,Mount Vernon,new,0
2020-09-10,New Castle,total,226
2020-09-10,New Castle,active,9
2020-09-10,New Castle,new,2
2020-09-10,New Rochelle,total,3249
2020-09-10,New Rochelle,active,51
2020-09-10,New Rochelle,new,2
2020-09-10,North Castle,total,230
2020-09-10,North Castle,active,9
2020-09-10,North Castle,new,1
2020-09-10,North Salem,total,154
2020-09-10,North Salem,active,3
2020-09-10,North Salem,new,0
2020-09-10,Ossining Town,total,163
2020-09-10,Ossining Town,active,3
2020-09-10,Ossining Town,new,0
2020-09-10,Ossining Village,total,1120
2020-09-10,Ossining Village,active,18
2020-09-10,Ossining Village,new,3
2020-09-10,Peekskill,total,1062
2020-09-10,Peekskill,active,11
2020-09-10,Peekskill,new,0
2020-09-10,Pelham,total,176
2020-09-10,Pelham,active,0
2020-09-10,Pelham,new,0
2020-09-10,Pelham Manor,total,125
2020-09-10,Pelham Manor,active,0
2020-09-10,Pelham Manor,new,0
2020-09-10,Pleasantville,total,145
2020-09-10,Pleasantville,active,7
2020-09-10,Pleasantville,new,2
2020-09-10,Port Chester,total,1337
2020-09-10,Port Chester,active,17
2020-09-10,Port Chester,new,0
2020-09-10,Pound Ridge,total,29
2020-09-10,Pound Ridge,active,0
2020-09-10,Pound Ridge,new,0
2020-09-10,Rye Brook,total,196
2020-09-10,Rye Brook,active,4
2020-09-10,Rye Brook,new,0
2020-09-10,Rye City,total,229
2020-09-10,Rye City,active,5
2020-09-10,Rye City,new,0
2020-09-10,Scarsdale,total,377
2020-09-10,Scarsdale,active,4
2020-09-10,Scarsdale,new,0
2020-09-10,Sleepy Hollow,total,454
2020-09-10,Sleepy Hollow,active,12
2020-09-10,Sleepy Hollow,new,0
2020-09-10,Somers,total,432
2020-09-10,Somers,active,17
2020-09-10,Somers,new,3
2020-09-10,Tarrytown,total,311
2020-09-10,Tarrytown,active,10
2020-09-10,Tarrytown,new,1
2020-09-10,Tuckahoe,total,146
2020-09-10,Tuckahoe,active,3
2020-09-10,Tuckahoe,new,0
2020-09-10,White Plains,total,1951
2020-09-10,White Plains,active,33
2020-09-10,White Plains,new,2
2020-09-10,Yonkers,total,7766
2020-09-10,Yonkers,active,103
2020-09-10,Yonkers,new,5
2020-09-10,Yorktown,total,778
2020-09-10,Yorktown,active,15
2020-09-10,Yorktown,new,1
2020-09-10,Totals,total,30128
2020-09-10,Totals,active,514
2020-09-10,Totals,new,31
2020-09-14,Ardsley,total,103
2020-09-14,Ardsley,active,1
