date,metric,value
2020-10-23,new_cases,101
2020-10-23,new_deaths,0
2020-10-24,total_cases,40040
2020-10-24,total_deaths,1471
2020-10-24,new_cases,151
2020-10-24,new_deaths,1
2020-10-25,total_cases,40130
2020-10-25,total_deaths,1471
2020-10-25,new_cases,90
2020-10-25,new_deaths,0
2020-10-26,total_cases,40201
2020-10-26,total_deaths,1471
2020-10-26,new_cases,71
2020-10-26,new_deaths,0
2020-10-27,total_cases,40321
2020-10-27,total_deaths,1472
2020-10-27,new_cases,120
2020-10-27,new_deaths,1
2020-10-28,total_cases,40437
2020-10-28,total_deaths,1472
2020-10-28,new_cases,116
2020-10-28,new_deaths,0
2020-10-29,total_cases,40553
2020-10-29,total_deaths,1473
2020-10-29,new_cases,116
2020-10-29,new_deaths,1
2020-10-30,total_cases,40680
2020-10-30,total_deaths,1473
2020-10-30,new_cases,127
2020-10-30,new_deaths,0
2020-10-31,total_cases,40796
2020-10-31,total_deaths,1471
2020-10-31,new_cases,116
2020-10-31,new_deaths,-2
2020-11-01,total_cases,40945
2020-11-01,total_deaths,1472
2020-11-01,new_cases,149
2020-11-01,new_deaths,1
2020-11-02,total_cases,41060
2020-11-02,total_deaths,1473
2020-11-02,new_cases,115
2020-11-02,new_deaths,1
2020-11-03,total_cases,41225
2020-11-03,total_deaths,1473
2020-11-03,new_cases,165
2020-11-03,new_deaths,0
2020-11-04,total_cases,41359
2020-11-04,total_deaths,1473
2020-11-04,new_cases,134
2020-11-04,new_deaths,0
2020-11-05,total_cases,41541
2020-11-05,total_deaths,1474
2020-11-05,new_cases,182
2020-11-05,new_deaths,1
2020-11-06,total_cases,41719
2020-11-06,total_deaths,1475
2020-11-06,new_cases,178
2020-11-06,new_deaths,1
2020-11-07,total_cases,41953
2020-11-07,total_deaths,1476
2020-11-07,new_cases,234
2020-11-07,new_deaths,1
2020-11-08,total_cases,42178
2020-11-08,total_deaths,1477
2020-11-08,new_cases,225
2020-11-08,new_deaths,1
2020-11-09,total_cases,42453
2020-11-09,total_deaths,1479
2020-11-09,new_cases,275
2020-11-09,new_deaths,2
2020-11-10,total_cases,42695
2020-11-10,total_deaths,1480
2020-11-10,new_cases,242
2020-11-10,new_deaths,1
2020-11-11,total_cases,42939
2020-11-11,total_deaths,1482
2020-11-11,new_cases,244
2020-11-11,new_deaths,2
2020-11-12,total_cases,43291
2020-11-12,total_deaths,1482
2020-11-12,new_cases,352
2020-11-12,new_deaths,0
2020-11-13,total_cases,43655
2020-11-13,total_deaths,1483
2020-11-13,new_cases,364
2020-11-13,new_deaths,1
2020-11-14,total_cases,44092
2020-11-14,total_deaths,1486
2020-11-14,new_cases,437
2020-11-14,new_deaths,3
2020-11-15,total_cases,44345
2020-11-15,total_deaths,1488
2020-11-15,new_cases,253
2020-11-15,new_deaths,2
2020-11-16,total_cases,44575
2020-11-16,total_deaths,1490
2020-11-16,new_cases,230
2020-11-16,new_deaths,2
2020-11-17,total_cases,44974
2020-11-17,total_deaths,1490
2020-11-17,new_cases,399
2020-11-17,new_deaths,0
2020-11-18,total_cases,45334
2020-11-18,total_deaths,1493
2020-11-18,new_cases,360
2020-11-18,new_deaths,3
2020-11-19,total_cases,45671
2020-11-19,total_deaths,1494
2020-11-19,new_cases,337
2020-11-19,new_deaths,1
2020-11-20,total_cases,46063
2020-11-20,total_deaths,1498
2020-11-20,new_cases,392
2020-11-20,new_deaths,4
2020-11-21,total_cases,46468
2020-11-21,total_deaths,1499
2020-11-21,new_cases,405
2020-11-21,new_deaths,1
2020-11-22,total_cases,46840
2020-11-22,total_deaths,1500
2020-11-22,new_cases,372
2020-11-22,new_deaths,1
2020-11-23,total_cases,47261
2020-11-23,total_deaths,1500
2020-11-23,new_cases,421
2020-11-23,new_deaths,0
2020-11-24,total_cases,47631
2020-11-24,total_deaths,1502
2020-11-24,new_cases,370
2020-11-24,new_deaths,2
2020-11-25,total_cases,47963
2020-11-25,total_deaths,1506
2020-11-25,new_cases,332
2020-11-25,new_deaths,4
2020-11-26,total_cases,48440
2020-11-26,total_deaths,1510
2020-11-26,new_cases,477
2020-11-26,new_deaths,4
2020-11-27,total_cases,49101
2020-11-27,total_deaths,1512
2020-11-27,new_cases,661
2020-11-27,new_deaths,2
2020-11-28,total_cases,49645
2020-11-28,total_deaths,1514
2020-11-28,new_cases,544
2020-11-28,new_deaths,2
2020-11-29,total_cases,50109
2020-11-29,total_deaths,1514
2020-11-29,new_cases,464
2020-11-29,new_deaths,0
2020-11-30,total_cases,50692
2020-11-30,total_deaths,1515
2020-11-30,new_cases,583
2020-11-30,new_deaths,1
2020-12-01,total_cases,51219
2020-12-01,total_deaths,1517
2020-12-01,new_cases,527
2020-12-01,new_deaths,2
2020-12-02,total_cases,51789
2020-12-02,total_deaths,1520
2020-12-02,new_cases,570
2020-12-02,new_deaths,3
2020-12-03,total_cases,52417
2020-12-03,total_deaths,1525
2020-12-03,new_cases,628
2020-12-03,new_deaths,5
2020-12-04,total_cases,53185
2020-12-04,total_deaths,1527
2020-12-04,new_cases,768
2020-12-04,new_deaths,2
2020-12-05,total_cases,53943
2020-12-05,total_deaths,1527
2020-12-05,new_cases,758
2020-12-05,new_deaths,0
2020-12-06,total_cases,54670
2020-12-06,total_deaths,1529
2020-12-06,new_cases,727
2020-12-06,new_deaths,2
2020-12-07,total_cases,55186
2020-12-07,total_deaths,1534
2020-12-07,new_cases,516
2020-12-07,new_deaths,5
2020-12-08,total_cases,55796
2020-12-08,total_deaths,1539
2020-12-08,new_cases,610
2020-12-08,new_deaths,5
