date,municipality,total_cases,active_cases,new_cases
7/31/2020,Elmsford,211,2,0
7/31/2020,Greenburgh,1201,19,2
7/31/2020,Harrison,421,14,1
7/31/2020,Hastings-on-Hudson,137,0,0
7/31/2020,Irvington,86,2,1
7/31/2020,Larchmont,75,6,1
7/31/2020,Lewisboro,117,3,2
7/31/2020,Mamaroneck Town,176,2,0
7/31/2020,Mamaroneck Village,460,15,2
7/31/2020,Mount Kisco,287,2,0
7/31/2020,Mount Pleasant,590,7,0
7/31/2020,Mount Vernon,2787,28,2
7/31/2020,New Castle,211,6,1
7/31/2020,New Rochelle,3146,37,1
7/31/2020,North Castle,208,3,0
7/31/2020,North Salem,148,0,0
7/31/2020,Ossining Town,158,0,0
7/31/2020,Ossining Village,1087,14,0
7/31/2020,Peekskill,1020,23,1
7/31/2020,Pelham,166,4,2
7/31/2020,Pelham Manor,120,5,0
7/31/2020,Pleasantville,133,7,0
7/31/2020,Port Chester,1292,21,1
7/31/2020,Pound Ridge,30,1,0
7/31/2020,Rye Brook,188,4,0
7/31/2020,Rye City,218,4,2
7/31/2020,Scarsdale,368,7,1
7/31/2020,Sleepy Hollow,412,8,1
7/31/2020,Somers,402,NA,0
7/31/2020,Tarrytown,297,3,0
7/31/2020,Tuckahoe,140,2,0
7/31/2020,White Plains,1881,26,2
7/31/2020,Yonkers,7350,105,11
7/31/2020,Yorktown,738,15,0
7/31/2020,Totals,28769,451,39
8/3/2020,Ardsley,101,3,0
8/3/2020,Bedford,266,2,0
8/3/2020,Briarcliff Manor,111,0,0
8/3/2020,Bronxville,85,2,0
8/3/2020,Buchanan,39,1,0
8/3/2020,Cortlandt,912,29,6
8/3/2020,Croton-on-Hudson,209,0,0
8/3/2020,Dobbs Ferry,331,6,0
8/3/2020,Eastchester,461,3,1
8/3/2020,Elmsford,211,0,0
8/3/2020,Greenburgh,1204,20,3
8/3/2020,Harrison,424,15,3
8/3/2020,Hastings-on-Hudson,138,1,1
8/3/2020,Irvington,86,1,0
8/3/2020,Larchmont,75,5,0
8/3/2020,Lewisboro,118,4,1
8/3/2020,Mamaroneck Town,176,1,0
8/3/2020,Mamaroneck Village,471,23,11
8/3/2020,Mount Kisco,288,3,1
8/3/2020,Mount Pleasant,592,7,2
8/3/2020,Mount Vernon,2792,27,5
8/3/2020,New Castle,212,4,1
8/3/2020,New Rochelle,3147,30,1
8/3/2020,North Castle,213,8,5
8/3/2020,North Salem,148,0,0
8/3/2020,Ossining Town,158,0,0
8/3/2020,Ossining Village,1090,15,3
8/3/2020,Peekskill,1023,19,3
8/3/2020,Pelham,168,6,2
8/3/2020,Pelham Manor,120,3,0
8/3/2020,Pleasantville,134,8,1
8/3/2020,Port Chester,1293,15,1
8/3/2020,Pound Ridge,30,1,0
8/3/2020,Rye Brook,188,3,0
8/3/2020,Rye City,218,3,0
8/3/2020,Scarsdale,369,5,1
8/3/2020,Sleepy Hollow,413,5,1
8/3/2020,Somers,403,4,1
8/3/2020,Tarrytown,298,2,1
8/3/2020,Tuckahoe,141,3,1
8/3/2020,White Plains,1885,24,4
8/3/2020,Yonkers,7376,103,26
8/3/2020,Yorktown,738,12,0
8/3/2020,Totals,28855,426,86
8/5/2020,Ardsley,101,3,0
8/5/2020,Bedford,266,2,0
8/5/2020,Briarcliff Manor,111,0,0
8/5/2020,Bronxville,86,3,0
8/5/2020,Buchanan,40,1,0
8/5/2020,Cortlandt,920,28,3
8/5/2020,Croton-on-Hudson,209,0,0
8/5/2020,Dobbs Ferry,331,4,0
8/5/2020,Eastchester,461,3,0
8/5/2020,Elmsford,211,0,0
8/5/2020,Greenburgh,1208,22,1
8/5/2020,Harrison,428,17,3
8/5/2020,Hastings-on-Hudson,138,1,0
8/5/2020,Irvington,86,1,0
8/5/2020,Larchmont,75,3,0
8/5/2020,Lewisboro,118,4,0
8/5/2020,Mamaroneck Town,176,1,0
8/5/2020,Mamaroneck Village,476,24,1
8/5/2020,Mount Kisco,289,4,0
8/5/2020,Mount Pleasant,592,5,0
8/5/2020,Mount Vernon,2797,26,1
8/5/2020,New Castle,213,4,0
8/5/2020,New Rochelle,3150,26,2
8/5/2020,North Castle,214,8,0
8/5/2020,North Salem,149,1,0
8/5/2020,Ossining Town,158,0,0
8/5/2020,Ossining Village,1091,14,1
8/5/2020,Peekskill,1024,17,0
8/5/2020,Pelham,169,6,1
8/5/2020,Pelham Manor,120,NA,NA
8/5/2020,Pleasantville,134,8,0
8/5/2020,Port Chester,1296,15,2
8/5/2020,Pound Ridge,29,0,0
8/5/2020,Rye Brook,188,2,0
8/5/2020,Rye City,219,3,1
8/5/2020,Scarsdale,369,5,0
8/5/2020,Sleepy Hollow,413,5,0
8/5/2020,Somers,404,3,0
8/5/2020,Tarrytown,298,2,0
8/5/2020,Tuckahoe,141,2,0
8/5/2020,White Plains,1885,21,0
8/5/2020,Yonkers,7392,99,7
8/5/2020,Yorktown,739,10,0
8/5/2020,Totals,28914,403,23
8/7/2020,Ardsley,101,1,0
8/7/2020,Bedford,266,2,NA
8/7/2020,Briarcliff Manor,111,0,0
8/7/2020,Bronxville,86,3,0
8/7/2020,Buchanan,40,1,0
8/7/2020,Cortlandt,921,28,1
8/7/2020,Croton-on-Hudson,210,1,0
8/7/2020,Dobbs Ferry,332,4,1
8/7/2020,Eastchester,461,3,NA
8/7/2020,Elmsford,211,0,0
8/7/2020,Greenburgh,1218,31,6
8/7/2020,Harrison,429,17,1
8/7/2020,Hastings-on-Hudson,138,2,0
8/7/2020,Irvington,86,1,0
8/7/2020,Larchmont,75,3,0
8/7/2020,Lewisboro,118,4,0
8/7/2020,Mamaroneck Town,176,1,0
8/7/2020,Mamaroneck Village,477,24,0
8/7/2020,Mount Kisco,289,3,0
8/7/2020,Mount Pleasant,592,3,0
8/7/2020,Mount Vernon,2799,27,2
8/7/2020,New Castle,213,3,0
8/7/2020,New Rochelle,3153,23,3
8/7/2020,North Castle,217,10,2
8/7/2020,North Salem,149,1,0
8/7/2020,Ossining Town,158,0,0
8/7/2020,Ossining Village,1092,12,0
8/7/2020,Peekskill,1026,16,1
8/7/2020,Pelham,170,4,1
8/7/2020,Pelham Manor,120,0,0
8/7/2020,Pleasantville,134,7,0
8/7/2020,Port Chester,1299,17,3
8/7/2020,Pound Ridge,29,0,0
8/7/2020,Rye Brook,188,2,0
8/7/2020,Rye City,219,3,0
8/7/2020,Scarsdale,369,3,0
8/7/2020,Sleepy Hollow,415,7,1
8/7/2020,Somers,404,3,0
8/7/2020,Tarrytown,298,2,0
8/7/2020,Tuckahoe,141,2,0
8/7/2020,White Plains,1888,21,3
8/7/2020,Yonkers,7411,105,10
8/7/2020,Yorktown,740,9,1
8/7/2020,Totals,28969,409,36
8/10/2020,Ardsley,NA,NA,NA
8/10/2020,Bedford,NA,NA,NA
8/10/2020,Briarcliff Manor,NA,NA,NA
8/10/2020,Bronxville,NA,NA,NA
8/10/2020,Buchanan,NA,NA,NA
8/10/2020,Cortlandt,NA,NA,NA
8/10/2020,Croton-on-Hudson,NA,NA,NA
8/10/2020,Dobbs Ferry,NA,NA,NA
8/10/2020,Eastchester,NA,NA,NA
8/10/2020,Elmsford,NA,NA,NA
8/10/2020,Greenburgh,NA,NA,NA
8/10/2020,Harrison,NA,NA,NA
8/10/2020,Hastings-on-Hudson,NA,NA,NA
8/10/2020,Irvington,NA,NA,NA
8/10/2020,Larchmont,NA,NA,NA
8/10/2020,Lewisboro,NA,NA,NA
8/10/2020,Mamaroneck Town,NA,NA,NA
8/10/2020,Mamaroneck Village,NA,NA,NA
8/10/2020,Mount Kisco,NA,NA,NA
8/10/2020,Mount Pleasant,NA,NA,NA
8/10/2020,Mount Vernon,NA,NA,NA
8/10/2020,New Castle,NA,NA,NA
8/10/2020,New Rochelle,NA,NA,NA
8/10/2020,North Castle,NA,NA,NA
8/10/2020,North Salem,NA,NA,NA
8/10/2020,Ossining Town,NA,NA,NA
8/10/2020,Ossining Village,NA,NA,NA
8/10/2020,Peekskill,NA,NA,NA
8/10/2020,Pelham,NA,NA,NA
8/10/2020,Pelham Manor,NA,NA,NA
8/10/2020,Pleasantville,NA,NA,NA
8/10/2020,Port Chester,NA,NA,NA
8/10/2020,Pound Ridge,29,0,0
8/10/2020,Rye Brook,NA,NA,NA
8/10/2020,Rye City,NA,NA,NA
8/10/2020,Scarsdale,NA,NA,NA
8/10/2020,Sleepy Hollow,NA,NA,NA
8/10/2020,Somers,NA,NA,NA
8/10/2020,Tarrytown,NA,NA,NA
8/10/2020,Tuckahoe,NA,NA,NA
8/10/2020,White Plains,NA,NA,NA
8/10/2020,Yonkers,NA,NA,NA
8/10/2020,Yorktown,NA,NA,NA
8/10/2020,Totals,NA,NA,NA
8/11/2020,Ardsley,NA,NA,NA
8/11/2020,Bedford,NA,NA,NA
8/11/2020,Briarcliff Manor,NA,NA,NA
8/11/2020,Bronxville,NA,NA,NA
8/11/2020,Buchanan,NA,NA,NA
8/11/2020,Cortlandt,NA,NA,NA
8/11/2020,Croton-on-Hudson,NA,NA,NA
8/11/2020,Dobbs Ferry,NA,NA,NA
8/11/2020,Eastchester,NA,NA,NA
8/11/2020,Elmsford,NA,NA,NA
8/11/2020,Greenburgh,NA,NA,NA
8/11/2020,Harrison,NA,NA,NA
8/11/2020,Hastings-on-Hudson,NA,NA,NA
8/11/2020,Irvington,NA,NA,NA
8/11/2020,Larchmont,NA,NA,NA
8/11/2020,Lewisboro,NA,NA,NA
8/11/2020,Mamaroneck Town,NA,NA,NA
8/11/2020,Mamaroneck Village,NA,NA,NA
8/11/2020,Mount Kisco,NA,NA,NA
8/11/2020,Mount Pleasant,NA,NA,NA
8/11/2020,Mount Vernon,NA,NA,NA
8/11/2020,New Castle,NA,NA,NA
8/11/2020,New Rochelle,NA,NA,NA
8/11/2020,North Castle,NA,NA,NA
8/11/2020,North Salem,NA,NA,NA
8/11/2020,Ossining Town,NA,NA,NA
8/11/2020,Ossining Village,NA,NA,NA
8/11/2020,Peekskill,NA,NA,NA
8/11/2020,Pelham,NA,NA,NA
8/11/2020,Pelham Manor,NA,NA,NA
8/11/2020,Pleasantville,NA,NA,NA
8/11/2020,Port Chester,NA,NA,NA
8/11/2020,Pound Ridge,29,0,0
8/11/2020,Rye Brook,NA,NA,NA
8/11/2020,Rye City,NA,NA,NA
8/11/2020,Scarsdale,NA,NA,NA
8/11/2020,Sleepy Hollow,NA,NA,NA
8/11/2020,Somers,NA,NA,NA
8/11/2020,Tarrytown,NA,NA,NA
8/11/2020,Tuckahoe,NA,NA,NA
8/11/2020,White Plains,NA,NA,NA
8/11/2020,Yonkers,NA,NA,NA
8/11/2020,Yorktown,NA,NA,NA
8/11/2020,Totals,NA,NA,NA
8/12/2020,Ardsley,101,0,0
8/12/2020,Bedford,266,1,0
8/12/2020,Briarcliff Manor,111,0,0
8/12/2020,Bronxville,87,3,0
8/12/2020,Buchanan,41,NA,0
8/12/2020,Cortlandt,922,12,0
8/12/2020,Croton-on-Hudson,210,1,0
8/12/2020,Dobbs Ferry,332,0,0
8/12/2020,Eastchester,461,1,0
8/12/2020,Elmsford,213,2,0
8/12/2020,Greenburgh,1230,31,1
8/12/2020,Harrison,430,7,0
8/12/2020,Hastings-on-Hudson,138,2,0
8/12/2020,Irvington,87,2,0
8/12/2020,Larchmont,75,1,0
8/12/2020,Lewisboro,119,3,0
8/12/2020,Mamaroneck Town,177,0,0
8/12/2020,Mamaroneck Village,479,16,2
8/12/2020,Mount Kisco,290,3,0
8/12/2020,Mount Pleasant,594,4,1
8/12/2020,Mount Vernon,2804,19,2
8/12/2020,New Castle,213,2,0
8/12/2020,New Rochelle,3164,21,1
8/12/2020,North Castle,218,10,0
8/12/2020,North Salem,149,0,0
8/12/2020,Ossining Town,158,0,0
8/12/2020,Ossining Village,1096,7,0
8/12/2020,Peekskill,1031,10,1
8/12/2020,Pelham,171,5,0
8/12/2020,Pelham Manor,121,1,0
8/12/2020,Pleasantville,135,1,0
8/12/2020,Port Chester,1306,15,0
8/12/2020,Pound Ridge,29,0,0
8/12/2020,Rye Brook,189,1,0
8/12/2020,Rye City,220,4,0
8/12/2020,Scarsdale,369,2,0
8/12/2020,Sleepy Hollow,423,10,3
8/12/2020,Somers,406,2,0
8/12/2020,Tarrytown,299,1,0
8/12/2020,Tuckahoe,141,1,0
8/12/2020,White Plains,1899,18,0
8/12/2020,Yonkers,7471,100,12
8/12/2020,Yorktown,744,7,0
8/12/2020,Totals,29119,327,23
8/13/2020,Ardsley,102,1,1
8/13/2020,Bedford,266,1,0
8/13/2020,Briarcliff Manor,111,0,0
8/13/2020,Bronxville,87,2,NA
8/13/2020,Buchanan,41,1,0
8/13/2020,Cortlandt,924,13,2
8/13/2020,Croton-on-Hudson,210,1,0
8/13/2020,Dobbs Ferry,332,0,0
8/13/2020,Eastchester,461,0,0
8/13/2020,Elmsford,213,2,0
8/13/2020,Greenburgh,1232,32,2
8/13/2020,Harrison,431,7,1
8/13/2020,Hastings-on-Hudson,138,2,0
8/13/2020,Irvington,87,2,0
8/13/2020,Larchmont,75,1,0
8/13/2020,Lewisboro,119,2,0
8/13/2020,Mamaroneck Town,177,0,0
8/13/2020,Mamaroneck Village,481,16,2
8/13/2020,Mount Kisco,290,2,0
8/13/2020,Mount Pleasant,594,5,0
8/13/2020,Mount Vernon,2805,18,1
8/13/2020,New Castle,213,1,0
8/13/2020,New Rochelle,3166,20,2
8/13/2020,North Castle,218,10,0
8/13/2020,North Salem,149,0,0
8/13/2020,Ossining Town,158,0,0
8/13/2020,Ossining Village,1096,7,0
8/13/2020,Peekskill,1033,11,2
8/13/2020,Pelham,172,6,1
8/13/2020,Pelham Manor,121,1,0
8/13/2020,Pleasantville,135,0,0
8/13/2020,Port Chester,1307,16,1
8/13/2020,Pound Ridge,29,0,0
8/13/2020,Rye Brook,189,1,0
8/13/2020,Rye City,220,3,0
8/13/2020,Scarsdale,371,3,2
8/13/2020,Sleepy Hollow,424,10,1
8/13/2020,Somers,407,3,1
8/13/2020,Tarrytown,299,1,0
8/13/2020,Tuckahoe,141,1,0
8/13/2020,White Plains,1900,19,1
8/13/2020,Yonkers,7475,104,4
8/13/2020,Yorktown,744,6,NA
8/13/2020,Totals,29143,331,24
8/17/2020,Ardsley,102,1,0
8/17/2020,Bedford,267,1,1
8/17/2020,Briarcliff Manor,111,0,0
8/17/2020,Bronxville,87,1,0
8/17/2020,Buchanan,42,2,1
8/17/2020,Cortlandt,933,16,7
8/17/2020,Croton-on-Hudson,212,3,2
8/17/2020,Dobbs Ferry,332,0,0
8/17/2020,Eastchester,462,1,1
8/17/2020,Elmsford,213,2,0
8/17/2020,Greenburgh,1236,28,3
8/17/2020,Harrison,433,5,0
8/17/2020,Hastings-on-Hudson,140,1,1
8/17/2020,Irvington,87,1,0
8/17/2020,Larchmont,75,0,0
8/17/2020,Lewisboro,119,1,0
8/17/2020,Mamaroneck Town,177,0,0
8/17/2020,Mamaroneck Village,484,8,1
8/17/2020,Mount Kisco,290,1,0
8/17/2020,Mount Pleasant,596,4,2
8/17/2020,Mount Vernon,2817,23,9
8/17/2020,New Castle,214,1,0
8/17/2020,New Rochelle,3174,25,5
8/17/2020,North Castle,218,3,0
8/17/2020,North Salem,149,0,0
8/17/2020,Ossining Town,159,1,1
8/17/2020,Ossining Village,1098,7,2
8/17/2020,Peekskill,1039,12,4
8/17/2020,Pelham,174,3,2
8/17/2020,Pelham Manor,122,2,1
8/17/2020,Pleasantville,136,1,1
8/17/2020,Port Chester,1311,15,3
8/17/2020,Pound Ridge,29,0,0
8/17/2020,Rye Brook,190,1,1
8/17/2020,Rye City,220,2,0
8/17/2020,Scarsdale,371,3,0
8/17/2020,Sleepy Hollow,431,15,7
8/17/2020,Somers,408,4,1
8/17/2020,Tarrytown,300,2,1
8/17/2020,Tuckahoe,143,3,1
8/17/2020,White Plains,1908,24,7
8/17/2020,Yonkers,7549,141,56
8/17/2020,Yorktown,746,7,2
8/17/2020,Totals,29304,371,123
8/18/2020,Ardsley,102,1,0
8/18/2020,Bedford,267,1,0
8/18/2020,Briarcliff Manor,111,0,0
8/18/2020,Bronxville,87,1,0
8/18/2020,Buchanan,42,2,0
8/18/2020,Cortlandt,934,17,1
8/18/2020,Croton-on-Hudson,212,3,0
8/18/2020,Dobbs Ferry,332,0,0
8/18/2020,Eastchester,462,1,0
8/18/2020,Elmsford,213,2,0
8/18/2020,Greenburgh,1236,25,0
8/18/2020,Harrison,433,4,0
8/18/2020,Hastings-on-Hudson,140,1,0
8/18/2020,Irvington,87,1,0
8/18/2020,Larchmont,75,NA,0
8/18/2020,Lewisboro,119,1,0
8/18/2020,Mamaroneck Town,177,0,0
8/18/2020,Mamaroneck Village,485,8,1
8/18/2020,Mount Kisco,290,1,0
8/18/2020,Mount Pleasant,596,4,0
8/18/2020,Mount Vernon,2819,23,2
8/18/2020,New Castle,214,1,0
8/18/2020,New Rochelle,3178,2,4
8/18/2020,North Castle,218,3,0
8/18/2020,North Salem,149,0,0
8/18/2020,Ossining Town,159,1,0
8/18/2020,Ossining Village,1099,8,1
8/18/2020,Peekskill,1042,14,3
8/18/2020,Pelham,174,3,0
8/18/2020,Pelham Manor,122,2,0
8/18/2020,Pleasantville,136,0,0
8/18/2020,Port Chester,1312,15,1
8/18/2020,Pound Ridge,29,0,0
8/18/2020,Rye Brook,191,2,1
8/18/2020,Rye City,220,1,0
8/18/2020,Scarsdale,371,3,0
8/18/2020,Sleepy Hollow,434,18,3
8/18/2020,Somers,408,5,0
8/18/2020,Tarrytown,300,NA,0
8/18/2020,Tuckahoe,143,3,0
8/18/2020,White Plains,1910,24,2
8/18/2020,Yonkers,7558,141,9
8/18/2020,Yorktown,748,9,2
8/18/2020,Totals,29334,375,30
8/19/2020,Ardsley,102,1,0
8/19/2020,Bedford,267,1,0
8/19/2020,Briarcliff Manor,111,0,0
8/19/2020,Bronxville,87,1,0
8/19/2020,Buchanan,42,2,0
8/19/2020,Cortlandt,934,16,0
8/19/2020,Croton-on-Hudson,212,2,0
8/19/2020,Dobbs Ferry,332,0,0
8/19/2020,Eastchester,463,2,1
8/19/2020,Elmsford,213,2,0
8/19/2020,Greenburgh,1237,26,1
8/19/2020,Harrison,433,3,0
8/19/2020,Hastings-on-Hudson,140,1,0
8/19/2020,Irvington,87,1,0
8/19/2020,Larchmont,75,0,0
8/19/2020,Lewisboro,119,1,0
8/19/2020,Mamaroneck Town,177,0,0
8/19/2020,Mamaroneck Village,486,9,1
8/19/2020,Mount Kisco,290,1,0
8/19/2020,Mount Pleasant,596,4,0
8/19/2020,Mount Vernon,2820,23,1
8/19/2020,New Castle,215,2,1
8/19/2020,New Rochelle,3179,26,1
8/19/2020,North Castle,218,2,0
8/19/2020,North Salem,149,0,0
8/19/2020,Ossining Town,160,2,1
8/19/2020,Ossining Village,1099,6,0
8/19/2020,Peekskill,1044,15,2
8/19/2020,Pelham,174,3,0
8/19/2020,Pelham Manor,123,3,1
8/19/2020,Pleasantville,136,0,0
8/19/2020,Port Chester,1312,5,0
8/19/2020,Pound Ridge,29,0,0
8/19/2020,Rye Brook,191,2,0
8/19/2020,Rye City,220,1,0
8/19/2020,Scarsdale,371,3,0
8/19/2020,Sleepy Hollow,434,18,0
8/19/2020,Somers,408,5,0
8/19/2020,Tarrytown,300,1,0
8/19/2020,Tuckahoe,143,3,0
8/19/2020,White Plains,1910,23,0
8/19/2020,Yonkers,7565,137,7
8/19/2020,Yorktown,749,9,1
8/19/2020,Totals,29352,372,18
8/20/2020,Ardsley,102,1,0
8/20/2020,Bedford,268,2,1
8/20/2020,Briarcliff Manor,111,0,0
8/20/2020,Bronxville,88,1,1
8/20/2020,Buchanan,42,2,0
8/20/2020,Cortlandt,937,15,3
8/20/2020,Croton-on-Hudson,212,2,0
8/20/2020,Dobbs Ferry,332,0,0
8/20/2020,Eastchester,464,3,1
8/20/2020,Elmsford,213,2,0
8/20/2020,Greenburgh,1238,2,NA
8/20/2020,Harrison,433,3,0
8/20/2020,Hastings-on-Hudson,140,1,0
8/20/2020,Irvington,87,0,0
8/20/2020,Larchmont,75,0,0
8/20/2020,Lewisboro,121,3,2
8/20/2020,Mamaroneck Town,177,0,0
8/20/2020,Mamaroneck Village,486,8,0
8/20/2020,Mount Kisco,290,1,0
8/20/2020,Mount Pleasant,597,5,1
8/20/2020,Mount Vernon,2821,24,1
8/20/2020,New Castle,215,2,0
8/20/2020,New Rochelle,3181,26,2
8/20/2020,North Castle,218,2,0
8/20/2020,North Salem,150,1,1
8/20/2020,Ossining Town,160,2,0
8/20/2020,Ossining Village,1101,8,2
8/20/2020,Peekskill,1045,14,1
8/20/2020,Pelham,174,3,0
8/20/2020,Pelham Manor,124,4,1
8/20/2020,Pleasantville,136,0,0
8/20/2020,Port Chester,1312,NA,0
8/20/2020,Pound Ridge,29,0,0
8/20/2020,Rye Brook,191,2,0
8/20/2020,Rye City,221,2,1
8/20/2020,Scarsdale,371,3,0
8/20/2020,Sleepy Hollow,434,18,0
8/20/2020,Somers,408,5,0
8/20/2020,Tarrytown,300,1,0
8/20/2020,Tuckahoe,143,3,0
8/20/2020,White Plains,1911,24,1
8/20/2020,Yonkers,7574,142,9
8/20/2020,Yorktown,751,10,2
8/20/2020,Totals,29383,383,31
8/21/2020,Ardsley,102,1,0
8/21/2020,Bedford,269,3,1
8/21/2020,Briarcliff Manor,111,0,0
8/21/2020,Bronxville,88,1,0
8/21/2020,Buchanan,42,2,0
8/21/2020,Cortlandt,937,15,0
8/21/2020,Croton-on-Hudson,212,2,0
8/21/2020,Dobbs Ferry,333,1,1
8/21/2020,Eastchester,464,3,0
8/21/2020,Elmsford,213,2,NA
8/21/2020,Greenburgh,1239,2,1
8/21/2020,Harrison,433,3,0
8/21/2020,Hastings-on-Hudson,140,1,0
8/21/2020,Irvington,87,0,0
8/21/2020,Larchmont,75,0,0
8/21/2020,Lewisboro,122,4,1
8/21/2020,Mamaroneck Town,177,0,0
8/21/2020,Mamaroneck Village,487,9,1
8/21/2020,Mount Kisco,290,1,0
8/21/2020,Mount Pleasant,598,6,1
8/21/2020,Mount Vernon,2830,32,9
8/21/2020,New Castle,215,2,0
8/21/2020,New Rochelle,3181,26,NA
8/21/2020,North Castle,219,3,1
8/21/2020,North Salem,150,1,0
8/21/2020,Ossining Town,160,2,0
8/21/2020,Ossining Village,1101,8,0
8/21/2020,Peekskill,1045,14,0
8/21/2020,Pelham,174,3,0
8/21/2020,Pelham Manor,124,4,0
8/21/2020,Pleasantville,136,0,0
8/21/2020,Port Chester,1314,15,2
8/21/2020,Pound Ridge,29,0,0
8/21/2020,Rye Brook,191,2,NA
8/21/2020,Rye City,221,2,0
8/21/2020,Scarsdale,371,3,0
8/21/2020,Sleepy Hollow,435,19,1
8/21/2020,Somers,409,6,1
8/21/2020,Tarrytown,300,1,0
8/21/2020,Tuckahoe,143,3,0
8/21/2020,White Plains,1913,24,2
8/21/2020,Yonkers,7597,157,23
8/21/2020,Yorktown,751,9,0
8/21/2020,Totals,29428,415,45
8/24/2020,Ardsley,102,1,0
8/24/2020,Bedford,269,2,0
8/24/2020,Briarcliff Manor,112,1,1
8/24/2020,Bronxville,88,1,0
8/24/2020,Buchanan,43,2,1
8/24/2020,Cortlandt,943,18,6
8/24/2020,Croton-on-Hudson,212,0,0
8/24/2020,Dobbs Ferry,334,2,1
8/24/2020,Eastchester,465,4,1
8/24/2020,Elmsford,213,1,0
8/24/2020,Greenburgh,1241,17,2
8/24/2020,Harrison,437,7,4
8/24/2020,Hastings-on-Hudson,141,2,NA
8/24/2020,Irvington,87,1,0
8/24/2020,Larchmont,75,0,0
8/24/2020,Lewisboro,122,3,0
8/24/2020,Mamaroneck Town,178,1,1
8/24/2020,Mamaroneck Village,488,9,1
8/24/2020,Mount Kisco,290,0,0
8/24/2020,Mount Pleasant,599,6,1
8/24/2020,Mount Vernon,2831,29,1
8/24/2020,New Castle,215,2,0
8/24/2020,New Rochelle,3189,21,8
8/24/2020,North Castle,221,3,2
8/24/2020,North Salem,150,1,0
8/24/2020,Ossining Town,160,2,0
8/24/2020,Ossining Village,1101,5,0
8/24/2020,Peekskill,1047,12,2
8/24/2020,Pelham,175,2,1
8/24/2020,Pelham Manor,124,3,0
8/24/2020,Pleasantville,136,0,0
8/24/2020,Port Chester,1316,10,2
8/24/2020,Pound Ridge,29,0,0
8/24/2020,Rye Brook,192,3,1
8/24/2020,Rye City,222,2,1
8/24/2020,Scarsdale,372,3,1
8/24/2020,Sleepy Hollow,435,16,0
8/24/2020,Somers,410,4,1
8/24/2020,Tarrytown,302,3,2
8/24/2020,Tuckahoe,143,2,0
8/24/2020,White Plains,1915,19,2
8/24/2020,Yonkers,7623,138,26
8/24/2020,Yorktown,756,12,5
8/24/2020,Totals,29503,370,75
8/25/2020,Ardsley,102,1,0
8/25/2020,Bedford,269,2,0
8/25/2020,Briarcliff Manor,112,1,0
8/25/2020,Bronxville,83,1,0
8/25/2020,Buchanan,43,2,0
8/25/2020,Cortlandt,947,20,4
8/25/2020,Croton-on-Hudson,212,0,0
8/25/2020,Dobbs Ferry,334,2,0
8/25/2020,Eastchester,465,4,0
8/25/2020,Elmsford,213,0,0
8/25/2020,Greenburgh,1241,15,0
8/25/2020,Harrison,438,8,1
8/25/2020,Hastings-on-Hudson,141,2,0
8/25/2020,Irvington,87,1,0
8/25/2020,Larchmont,75,0,0
8/25/2020,Lewisboro,122,3,0
8/25/2020,Mamaroneck Town,178,1,0
8/25/2020,Mamaroneck Village,488,6,0
8/25/2020,Mount Kisco,290,0,0
8/25/2020,Mount Pleasant,600,7,1
8/25/2020,Mount Vernon,2831,27,0
8/25/2020,New Castle,215,2,0
8/25/2020,New Rochelle,3189,19,0
8/25/2020,North Castle,221,3,0
8/25/2020,North Salem,150,1,0
8/25/2020,Ossining Town,160,2,0
8/25/2020,Ossining Village,1101,7,0
8/25/2020,Peekskill,1050,16,3
8/25/2020,Pelham,175,2,0
8/25/2020,Pelham Manor,124,3,0
8/25/2020,Pleasantville,136,0,0
8/25/2020,Port Chester,1320,13,4
8/25/2020,Pound Ridge,29,0,0
8/25/2020,Rye Brook,192,3,0
8/25/2020,Rye City,223,3,1
8/25/2020,Scarsdale,372,3,0
8/25/2020,Sleepy Hollow,437,13,2
8/25/2020,Somers,411,5,1
8/25/2020,Tarrytown,303,4,1
8/25/2020,Tuckahoe,143,2,0
8/25/2020,White Plains,1918,20,3
8/25/2020,Yonkers,7628,135,5
8/25/2020,Yorktown,756,12,0
8/25/2020,Totals,29529,371,26
8/26/2020,Ardsley,102,1,0
8/26/2020,Bedford,269,2,0
8/26/2020,Briarcliff Manor,112,1,0
8/26/2020,Bronxville,89,2,1
8/26/2020,Buchanan,43,2,0
8/26/2020,Cortlandt,947,16,0
8/26/2020,Croton-on-Hudson,212,0,0
8/26/2020,Dobbs Ferry,336,4,2
8/26/2020,Eastchester,465,5,0
8/26/2020,Elmsford,213,0,0
8/26/2020,Greenburgh,1241,15,0
8/26/2020,Harrison,438,8,0
8/26/2020,Hastings-on-Hudson,141,2,0
8/26/2020,Irvington,87,1,0
8/26/2020,Larchmont,75,0,0
8/26/2020,Lewisboro,123,4,1
8/26/2020,Mamaroneck Town,178,4,0
8/26/2020,Mamaroneck Village,488,4,0
8/26/2020,Mount Kisco,290,NA,0
8/26/2020,Mount Pleasant,600,5,0
8/26/2020,Mount Vernon,2836,29,5
8/26/2020,New Castle,216,3,1
8/26/2020,New Rochelle,3191,20,2
8/26/2020,North Castle,221,3,0
8/26/2020,North Salem,150,1,0
8/26/2020,Ossining Town,160,2,0
8/26/2020,Ossining Village,1102,7,1
8/26/2020,Peekskill,1051,15,1
8/26/2020,Pelham,176,3,1
8/26/2020,Pelham Manor,124,2,0
