date,municipality,total_cases,active_cases,new_cases
11/16/2020,Ossining Town,190,12,6
11/16/2020,Ossining Village,1326,119,45
11/16/2020,Peekskill,1302,133,48
11/16/2020,Pelham,209,12,2
11/16/2020,Pelham Manor,162,14,4
11/16/2020,Pleasantville,194,20,6
11/16/2020,Port Chester,1737,227,69
11/16/2020,Pound Ridge,52,7,2
11/16/2020,Rye Brook,269,34,11
11/16/2020,Rye City,327,4,16
11/16/2020,Scarsdale,440,25,13
11/16/2020,Sleepy Hollow,583,58,25
11/16/2020,Somers,544,42,17
11/16/2020,Tarrytown,377,22,6
11/16/2020,Tuckahoe,174,16,6
11/16/2020,White Plains,2281,157,54
11/16/2020,Yonkers,8956,462,152
11/16/2020,Yorktown,1029,113,43
11/16/2020,Totals,36469,2795,933
11/17/2020,Ardsley,132,8,0
11/17/2020,Bedford,404,8,18
11/17/2020,Briarcliff Manor,162,18,6
11/17/2020,Bronxville,120,17,2
11/17/2020,Buchanan,62,8,0
11/17/2020,Cortlandt,1162,77,6
11/17/2020,Croton-on-Hudson,246,18,6
11/17/2020,Dobbs Ferry,420,43,8
11/17/2020,Eastchester,568,69,10
11/17/2020,Elmsford,246,18,2
11/17/2020,Greenburgh,1487,98,20
11/17/2020,Harrison,627,87,10
11/17/2020,Hastings-on-Hudson,174,17,1
11/17/2020,Irvington,118,1,1
11/17/2020,Larchmont,114,16,0
11/17/2020,Lewisboro,183,24,3
11/17/2020,Mamaroneck Town,238,22,NA
11/17/2020,Mamaroneck Village,639,87,6
11/17/2020,Mount Kisco,412,62,7
11/17/2020,Mount Pleasant,776,62,10
11/17/2020,Mount Vernon,3263,186,18
11/17/2020,New Castle,336,60,6
11/17/2020,New Rochelle,4106,344,46
11/17/2020,North Castle,316,44,6
11/17/2020,North Salem,208,16,3
11/17/2020,Ossining Town,192,14,2
11/17/2020,Ossining Village,1360,136,24
11/17/2020,Peekskill,1318,144,16
11/17/2020,Pelham,212,16,3
11/17/2020,Pelham Manor,162,14,0
11/17/2020,Pleasantville,196,24,1
11/17/2020,Port Chester,1766,236,29
11/17/2020,Pound Ridge,52,6,0
11/17/2020,Rye Brook,279,43,10
11/17/2020,Rye City,332,46,6
11/17/2020,Scarsdale,442,26,2
11/17/2020,Sleepy Hollow,597,71,14
11/17/2020,Somers,552,46,8
11/17/2020,Tarrytown,386,30,8
11/17/2020,Tuckahoe,177,18,3
11/17/2020,White Plains,2299,166,18
11/17/2020,Yonkers,9024,603,69
11/17/2020,Yorktown,1063,133,24
11/17/2020,Totals,36896,3082,427
11/18/2020,Ardsley,132,8,0
11/18/2020,Bedford,409,61,5
11/18/2020,Briarcliff Manor,166,21,4
11/18/2020,Bronxville,121,18,4
11/18/2020,Buchanan,63,9,4
11/18/2020,Cortlandt,1158,79,6
11/18/2020,Croton-on-Hudson,248,20,2
11/18/2020,Dobbs Ferry,424,45,4
11/18/2020,Eastchester,572,62,4
11/18/2020,Elmsford,247,18,4
11/18/2020,Greenburgh,1495,100,8
11/18/2020,Harrison,639,96,12
11/18/2020,Hastings-on-Hudson,176,18,2
11/18/2020,Irvington,119,11,4
11/18/2020,Larchmont,114,15,0
11/18/2020,Lewisboro,188,29,5
11/18/2020,Mamaroneck Town,241,22,2
11/18/2020,Mamaroneck Village,643,59,4
11/18/2020,Mount Kisco,418,65,6
11/18/2020,Mount Pleasant,782,65,6
11/18/2020,Mount Vernon,3292,205,29
11/18/2020,New Castle,337,49,2
11/18/2020,New Rochelle,4138,354,33
11/18/2020,North Castle,319,44,3
11/18/2020,North Salem,212,19,4
11/18/2020,Ossining Town,198,19,6
11/18/2020,Ossining Village,1366,147,16
11/18/2020,Peekskill,1328,146,10
11/18/2020,Pelham,213,16,4
11/18/2020,Pelham Manor,163,13,4
11/18/2020,Pleasantville,198,24,3
11/18/2020,Port Chester,1775,231,9
11/18/2020,Pound Ridge,54,7,2
11/18/2020,Rye Brook,285,47,6
11/18/2020,Rye City,338,49,6
11/18/2020,Scarsdale,445,28,3
11/18/2020,Sleepy Hollow,599,71,2
11/18/2020,Somers,564,57,12
11/18/2020,Tarrytown,387,31,2
11/18/2020,Tuckahoe,178,17,4
11/18/2020,White Plains,2322,181,23
11/18/2020,Yonkers,9089,540,65
11/18/2020,Yorktown,1069,146,16
11/18/2020,Totals,37224,3262,329
11/19/2020,Ardsley,132,8,0
11/19/2020,Bedford,414,66,5
11/19/2020,Briarcliff Manor,167,20,1
11/19/2020,Bronxville,122,16,1
11/19/2020,Buchanan,64,10,1
11/19/2020,Cortlandt,1164,85,6
11/19/2020,Croton-on-Hudson,249,20,1
11/19/2020,Dobbs Ferry,424,42,0
11/19/2020,Eastchester,577,66,5
11/19/2020,Elmsford,250,21,3
11/19/2020,Greenburgh,1507,110,12
11/19/2020,Harrison,651,105,12
11/19/2020,Hastings-on-Hudson,177,19,1
11/19/2020,Irvington,121,13,2
11/19/2020,Larchmont,115,16,1
11/19/2020,Lewisboro,192,33,4
11/19/2020,Mamaroneck Town,247,28,6
11/19/2020,Mamaroneck Village,649,61,6
11/19/2020,Mount Kisco,421,68,3
11/19/2020,Mount Pleasant,790,69,8
11/19/2020,Mount Vernon,3316,217,24
11/19/2020,New Castle,338,48,1
11/19/2020,New Rochelle,4165,372,27
11/19/2020,North Castle,321,43,2
11/19/2020,North Salem,213,19,1
11/19/2020,Ossining Town,199,19,1
11/19/2020,Ossining Village,1380,158,14
11/19/2020,Peekskill,1335,145,7
11/19/2020,Pelham,215,16,2
11/19/2020,Pelham Manor,163,13,0
11/19/2020,Pleasantville,202,27,4
11/19/2020,Port Chester,1799,241,24
11/19/2020,Pound Ridge,54,7,0
11/19/2020,Rye Brook,285,46,0
11/19/2020,Rye City,340,50,2
11/19/2020,Scarsdale,447,30,2
11/19/2020,Sleepy Hollow,608,75,9
11/19/2020,Somers,573,66,9
11/19/2020,Tarrytown,388,32,1
11/19/2020,Tuckahoe,180,17,2
11/19/2020,White Plains,2330,184,8
11/19/2020,Yonkers,9141,568,52
11/19/2020,Yorktown,1076,150,NA
11/19/2020,Totals,37501,3419,277
11/20/2020,Ardsley,133,8,1
11/20/2020,Bedford,422,73,8
11/20/2020,Briarcliff Manor,171,24,4
11/20/2020,Bronxville,123,15,1
11/20/2020,Buchanan,65,7,1
11/20/2020,Cortlandt,1175,93,11
11/20/2020,Croton-on-Hudson,253,24,4
11/20/2020,Dobbs Ferry,426,43,2
11/20/2020,Eastchester,586,73,9
11/20/2020,Elmsford,251,19,1
11/20/2020,Greenburgh,1516,114,9
11/20/2020,Harrison,661,110,10
11/20/2020,Hastings-on-Hudson,179,21,2
11/20/2020,Irvington,122,12,1
11/20/2020,Larchmont,115,16,0
11/20/2020,Lewisboro,200,4,8
11/20/2020,Mamaroneck Town,250,34,3
11/20/2020,Mamaroneck Village,660,72,11
11/20/2020,Mount Kisco,429,76,8
11/20/2020,Mount Pleasant,794,69,4
11/20/2020,Mount Vernon,3329,224,13
11/20/2020,New Castle,343,51,5
11/20/2020,New Rochelle,4186,387,21
11/20/2020,North Castle,324,44,3
11/20/2020,North Salem,219,24,6
11/20/2020,Ossining Town,201,20,2
11/20/2020,Ossining Village,1407,178,27
11/20/2020,Peekskill,1355,165,20
11/20/2020,Pelham,215,14,0
11/20/2020,Pelham Manor,163,13,0
11/20/2020,Pleasantville,203,28,1
11/20/2020,Port Chester,1807,244,8
11/20/2020,Pound Ridge,56,9,2
11/20/2020,Rye Brook,286,47,4
11/20/2020,Rye City,341,51,4
11/20/2020,Scarsdale,448,31,1
11/20/2020,Sleepy Hollow,621,87,13
11/20/2020,Somers,578,68,5
11/20/2020,Tarrytown,390,32,2
11/20/2020,Tuckahoe,181,17,1
11/20/2020,White Plains,2343,191,13
11/20/2020,Yonkers,9202,607,61
11/20/2020,Yorktown,1095,168,19
11/20/2020,Totals,37824,3641,323
11/23/2020,Ardsley,134,5,4
11/23/2020,Bedford,446,86,4
11/23/2020,Briarcliff Manor,178,28,7
11/23/2020,Bronxville,124,13,1
11/23/2020,Buchanan,67,9,2
11/23/2020,Cortlandt,1207,105,32
11/23/2020,Croton-on-Hudson,261,27,8
11/23/2020,Dobbs Ferry,434,46,8
11/23/2020,Eastchester,604,80,18
11/23/2020,Elmsford,263,23,12
11/23/2020,Greenburgh,1561,135,45
11/23/2020,Harrison,689,114,28
11/23/2020,Hastings-on-Hudson,182,18,3
11/23/2020,Irvington,123,10,1
11/23/2020,Larchmont,117,13,2
11/23/2020,Lewisboro,211,45,11
11/23/2020,Mamaroneck Town,255,29,5
11/23/2020,Mamaroneck Village,692,91,32
11/23/2020,Mount Kisco,446,79,17
11/23/2020,Mount Pleasant,810,72,16
11/23/2020,Mount Vernon,3388,245,59
11/23/2020,New Castle,356,54,13
11/23/2020,New Rochelle,4297,416,111
11/23/2020,North Castle,336,45,12
11/23/2020,North Salem,224,26,5
11/23/2020,Ossining Town,206,24,5
11/23/2020,Ossining Village,1478,233,1
11/23/2020,Peekskill,1412,189,57
11/23/2020,Pelham,222,19,7
11/23/2020,Pelham Manor,170,16,7
11/23/2020,Pleasantville,209,32,6
11/23/2020,Port Chester,1860,253,53
11/23/2020,Pound Ridge,59,10,3
11/23/2020,Rye Brook,302,55,16
11/23/2020,Rye City,352,54,1
11/23/2020,Scarsdale,456,36,8
11/23/2020,Sleepy Hollow,641,97,20
11/23/2020,Somers,597,81,19
11/23/2020,Tarrytown,398,37,8
11/23/2020,Tuckahoe,192,25,11
11/23/2020,White Plains,2391,210,48
11/23/2020,Yonkers,9427,738,225
11/23/2020,Yorktown,1135,175,40
11/23/2020,Totals,38912,4095,1088
11/24/2020,Ardsley,135,6,4
11/24/2020,Bedford,451,86,5
11/24/2020,Briarcliff Manor,183,32,5
11/24/2020,Bronxville,126,15,2
11/24/2020,Buchanan,69,8,2
11/24/2020,Cortlandt,1226,114,19
11/24/2020,Croton-on-Hudson,262,27,4
11/24/2020,Dobbs Ferry,435,42,4
11/24/2020,Eastchester,612,86,8
11/24/2020,Elmsford,264,24,4
11/24/2020,Greenburgh,1582,151,21
11/24/2020,Harrison,700,120,11
11/24/2020,Hastings-on-Hudson,183,17,4
11/24/2020,Irvington,124,11,1
11/24/2020,Larchmont,121,13,4
11/24/2020,Lewisboro,214,43,3
11/24/2020,Mamaroneck Town,260,33,5
11/24/2020,Mamaroneck Village,710,105,18
11/24/2020,Mount Kisco,456,78,10
11/24/2020,Mount Pleasant,817,70,7
11/24/2020,Mount Vernon,3422,266,34
11/24/2020,New Castle,358,50,2
11/24/2020,New Rochelle,4355,438,58
11/24/2020,North Castle,339,45,3
11/24/2020,North Salem,227,29,3
11/24/2020,Ossining Town,209,25,3
11/24/2020,Ossining Village,1499,234,21
11/24/2020,Peekskill,1419,179,7
11/24/2020,Pelham,225,21,3
11/24/2020,Pelham Manor,172,15,2
11/24/2020,Pleasantville,214,34,5
11/24/2020,Port Chester,1878,257,18
11/24/2020,Pound Ridge,60,10,4
11/24/2020,Rye Brook,306,54,4
11/24/2020,Rye City,362,60,10
11/24/2020,Scarsdale,459,38,3
11/24/2020,Sleepy Hollow,646,94,5
11/24/2020,Somers,606,86,9
11/24/2020,Tarrytown,406,41,8
11/24/2020,Tuckahoe,195,26,3
11/24/2020,White Plains,2406,216,15
11/24/2020,Yonkers,9496,769,69
11/24/2020,Yorktown,1148,180,13
11/24/2020,Totals,39337,4248,425
11/25/2020,Ardsley,137,7,2
11/25/2020,Bedford,459,91,8
11/25/2020,Briarcliff Manor,185,32,2
11/25/2020,Bronxville,127,15,1
11/25/2020,Buchanan,69,8,0
11/25/2020,Cortlandt,1232,116,6
11/25/2020,Croton-on-Hudson,262,26,0
11/25/2020,Dobbs Ferry,438,41,3
11/25/2020,Eastchester,623,88,1
11/25/2020,Elmsford,265,25,1
11/25/2020,Greenburgh,1597,157,16
11/25/2020,Harrison,706,118,6
11/25/2020,Hastings-on-Hudson,184,17,1
11/25/2020,Irvington,129,14,5
11/25/2020,Larchmont,122,11,1
11/25/2020,Lewisboro,223,48,9
11/25/2020,Mamaroneck Town,262,32,2
11/25/2020,Mamaroneck Village,718,107,8
11/25/2020,Mount Kisco,466,80,10
11/25/2020,Mount Pleasant,821,67,4
11/25/2020,Mount Vernon,3447,276,25
11/25/2020,New Castle,362,50,4
11/25/2020,New Rochelle,4378,431,23
11/25/2020,North Castle,345,49,6
11/25/2020,North Salem,230,31,3
11/25/2020,Ossining Town,210,25,1
11/25/2020,Ossining Village,1521,245,22
11/25/2020,Peekskill,1425,169,6
11/25/2020,Pelham,227,22,2
11/25/2020,Pelham Manor,175,18,3
11/25/2020,Pleasantville,218,34,4
11/25/2020,Port Chester,1899,257,21
11/25/2020,Pound Ridge,61,11,1
11/25/2020,Rye Brook,309,55,3
11/25/2020,Rye City,367,58,5
11/25/2020,Scarsdale,459,34,0
11/25/2020,Sleepy Hollow,657,102,1
11/25/2020,Somers,617,89,1
11/25/2020,Tarrytown,410,42,4
11/25/2020,Tuckahoe,197,28,2
11/25/2020,White Plains,2423,211,17
11/25/2020,Yonkers,9560,785,64
11/25/2020,Yorktown,1166,180,18
11/25/2020,Totals,39688,4299,352
11/30/2020,Ardsley,154,22,17
11/30/2020,Bedford,513,111,54
11/30/2020,Briarcliff Manor,210,42,25
11/30/2020,Bronxville,144,23,17
11/30/2020,Buchanan,75,13,6
11/30/2020,Cortlandt,1293,137,61
11/30/2020,Croton-on-Hudson,277,30,15
11/30/2020,Dobbs Ferry,453,33,15
11/30/2020,Eastchester,692,121,69
11/30/2020,Elmsford,285,39,20
11/30/2020,Greenburgh,1675,191,78
11/30/2020,Harrison,770,142,64
11/30/2020,Hastings-on-Hudson,194,20,10
11/30/2020,Irvington,138,21,9
11/30/2020,Larchmont,132,18,10
11/30/2020,Lewisboro,256,70,33
11/30/2020,Mamaroneck Town,277,32,15
11/30/2020,Mamaroneck Village,779,137,61
11/30/2020,Mount Kisco,525,109,59
11/30/2020,Mount Pleasant,863,84,42
11/30/2020,Mount Vernon,3592,317,145
11/30/2020,New Castle,381,45,19
11/30/2020,New Rochelle,4601,462,223
11/30/2020,North Castle,366,49,21
11/30/2020,North Salem,251,38,21
11/30/2020,Ossining Town,216,23,6
11/30/2020,Ossining Village,1636,270,115
11/30/2020,Peekskill,1492,156,67
11/30/2020,Pelham,245,32,18
11/30/2020,Pelham Manor,182,19,7
11/30/2020,Pleasantville,234,40,16
11/30/2020,Port Chester,1989,228,90
11/30/2020,Pound Ridge,69,17,8
11/30/2020,Rye Brook,335,60,26
11/30/2020,Rye City,407,77,40
11/30/2020,Scarsdale,480,39,21
11/30/2020,Sleepy Hollow,695,101,38
11/30/2020,Somers,656,96,39
11/30/2020,Tarrytown,443,58,33
11/30/2020,Tuckahoe,202,26,5
11/30/2020,White Plains,2550,254,127
11/30/2020,Yonkers,9981,965,421
11/30/2020,Yorktown,1226,158,60
11/30/2020,Totals,41934,4925,2246
12/1/2020,Ardsley,157,25,3
12/1/2020,Bedford,522,107,9
12/1/2020,Briarcliff Manor,211,41,1
12/1/2020,Bronxville,150,28,6
12/1/2020,Buchanan,77,10,2
12/1/2020,Cortlandt,1305,139,12
12/1/2020,Croton-on-Hudson,279,30,2
12/1/2020,Dobbs Ferry,458,36,5
12/1/2020,Eastchester,704,127,12
12/1/2020,Elmsford,292,44,NA
12/1/2020,Greenburgh,1688,189,13
12/1/2020,Harrison,775,135,5
12/1/2020,Hastings-on-Hudson,194,17,0
12/1/2020,Irvington,140,21,2
12/1/2020,Larchmont,133,19,1
12/1/2020,Lewisboro,264,71,8
12/1/2020,Mamaroneck Town,281,36,4
12/1/2020,Mamaroneck Village,802,152,23
12/1/2020,Mount Kisco,536,112,11
12/1/2020,Mount Pleasant,878,91,15
12/1/2020,Mount Vernon,3625,329,33
12/1/2020,New Castle,385,46,4
12/1/2020,New Rochelle,4663,488,62
12/1/2020,North Castle,373,53,NA
12/1/2020,North Salem,254,39,3
12/1/2020,Ossining Town,217,18,4
12/1/2020,Ossining Village,1654,261,18
12/1/2020,Peekskill,1510,153,18
12/1/2020,Pelham,248,34,3
12/1/2020,Pelham Manor,184,20,2
12/1/2020,Pleasantville,238,40,4
12/1/2020,Port Chester,2007,222,18
12/1/2020,Pound Ridge,70,17,4
12/1/2020,Rye Brook,340,57,5
12/1/2020,Rye City,416,82,9
12/1/2020,Scarsdale,487,43,7
12/1/2020,Sleepy Hollow,699,93,4
12/1/2020,Somers,664,93,8
12/1/2020,Tarrytown,447,61,4
12/1/2020,Tuckahoe,204,26,2
12/1/2020,White Plains,2592,265,42
12/1/2020,Yonkers,10062,977,81
12/1/2020,Yorktown,1245,159,19
12/1/2020,Totals,42430,5006,496
12/3/2020,Ardsley,161,28,4
12/3/2020,Bedford,546,116,24
12/3/2020,Briarcliff Manor,219,48,8
12/3/2020,Bronxville,154,30,4
12/3/2020,Buchanan,78,10,1
12/3/2020,Cortlandt,1330,146,25
12/3/2020,Croton-on-Hudson,288,33,9
12/3/2020,Dobbs Ferry,472,46,14
12/3/2020,Eastchester,729,141,25
12/3/2020,Elmsford,297,48,5
12/3/2020,Greenburgh,1725,208,37
12/3/2020,Harrison,807,143,32
12/3/2020,Hastings-on-Hudson,197,20,3
12/3/2020,Irvington,145,24,5
12/3/2020,Larchmont,136,21,3
12/3/2020,Lewisboro,277,77,13
12/3/2020,Mamaroneck Town,289,38,8
12/3/2020,Mamaroneck Village,821,158,19
12/3/2020,Mount Kisco,561,126,25
12/3/2020,Mount Pleasant,904,105,26
12/3/2020,Mount Vernon,3662,327,37
12/3/2020,New Castle,395,51,10
12/3/2020,New Rochelle,4776,533,103
12/3/2020,North Castle,381,56,8
12/3/2020,North Salem,259,38,5
12/3/2020,Ossining Town,219,15,2
12/3/2020,Ossining Village,1705,281,51
12/3/2020,Peekskill,1578,195,68
12/3/2020,Pelham,257,42,9
12/3/2020,Pelham Manor,192,26,8
12/3/2020,Pleasantville,242,39,4
12/3/2020,Port Chester,2058,241,51
12/3/2020,Pound Ridge,74,17,4
12/3/2020,Rye Brook,345,57,5
12/3/2020,Rye City,435,91,19
12/3/2020,Scarsdale,493,46,6
12/3/2020,Sleepy Hollow,707,88,8
12/3/2020,Somers,674,92,10
12/3/2020,Tarrytown,460,70,13
12/3/2020,Tuckahoe,205,16,1
12/3/2020,White Plains,2657,304,65
12/3/2020,Yonkers,10268,1040,206
12/3/2020,Yorktown,1283,174,38
12/3/2020,Totals,43451,5405,1021
12/4/2020,Ardsley,162,28,1
12/4/2020,Bedford,559,126,13
12/4/2020,Briarcliff Manor,221,48,2
12/4/2020,Bronxville,158,33,4
12/4/2020,Buchanan,84,16,6
12/4/2020,Cortlandt,1351,163,21
12/4/2020,Croton-on-Hudson,291,34,3
12/4/2020,Dobbs Ferry,474,47,2
12/4/2020,Eastchester,750,155,21
12/4/2020,Elmsford,307,52,10
12/4/2020,Greenburgh,1775,243,50
12/4/2020,Harrison,834,159,27
12/4/2020,Hastings-on-Hudson,199,20,2
12/4/2020,Irvington,150,28,5
12/4/2020,Larchmont,141,26,5
12/4/2020,Lewisboro,288,86,11
12/4/2020,Mamaroneck Town,292,40,3
12/4/2020,Mamaroneck Village,839,164,18
12/4/2020,Mount Kisco,573,138,12
12/4/2020,Mount Pleasant,918,117,14
12/4/2020,Mount Vernon,3691,347,29
12/4/2020,New Castle,403,58,8
12/4/2020,New Rochelle,4839,589,73
12/4/2020,North Castle,390,62,9
12/4/2020,North Salem,266,44,7
12/4/2020,Ossining Town,221,15,2
12/4/2020,Ossining Village,1725,287,20
12/4/2020,Peekskill,1611,221,33
12/4/2020,Pelham,267,50,10
12/4/2020,Pelham Manor,196,30,4
12/4/2020,Pleasantville,252,45,10
12/4/2020,Port Chester,2091,270,33
12/4/2020,Pound Ridge,75,18,1
12/4/2020,Rye Brook,350,59,5
12/4/2020,Rye City,440,95,5
12/4/2020,Scarsdale,505,58,12
12/4/2020,Sleepy Hollow,717,91,10
12/4/2020,Somers,688,103,14
12/4/2020,Tarrytown,463,72,3
12/4/2020,Tuckahoe,211,22,6
12/4/2020,White Plains,2769,390,112
12/4/2020,Yonkers,10377,1116,109
12/4/2020,Yorktown,1313,203,30
12/4/2020,Totals,44226,5968,775
12/7/2020,Ardsley,169,34,7
12/7/2020,Bedford,607,149,48
12/7/2020,Briarcliff Manor,231,49,10
12/7/2020,Bronxville,172,44,14
12/7/2020,Buchanan,85,15,1
12/7/2020,Cortlandt,1392,157,41
12/7/2020,Croton-on-Hudson,304,41,13
12/7/2020,Dobbs Ferry,496,59,22
12/7/2020,Eastchester,787,162,37
12/7/2020,Elmsford,319,46,12
12/7/2020,Greenburgh,1831,227,56
12/7/2020,Harrison,882,173,48
12/7/2020,Hastings-on-Hudson,202,18,3
12/7/2020,Irvington,159,36,9
12/7/2020,Larchmont,152,29,11
12/7/2020,Lewisboro,306,85,18
12/7/2020,Mamaroneck Town,306,44,14
12/7/2020,Mamaroneck Village,889,172,50
12/7/2020,Mount Kisco,618,153,45
12/7/2020,Mount Pleasant,969,149,51
12/7/2020,Mount Vernon,3756,335,65
12/7/2020,New Castle,417,55,14
12/7/2020,New Rochelle,5015,600,176
12/7/2020,North Castle,414,74,24
12/7/2020,North Salem,272,43,6
12/7/2020,Ossining Town,235,24,14
12/7/2020,Ossining Village,1779,266,54
12/7/2020,Peekskill,1670,220,59
12/7/2020,Pelham,287,60,20
12/7/2020,Pelham Manor,205,30,9
12/7/2020,Pleasantville,259,43,7
12/7/2020,Port Chester,2150,267,59
12/7/2020,Pound Ridge,82,22,7
12/7/2020,Rye Brook,365,53,15
12/7/2020,Rye City,463,103,23
12/7/2020,Scarsdale,526,67,21
12/7/2020,Sleepy Hollow,737,89,20
12/7/2020,Somers,717,106,29
12/7/2020,Tarrytown,487,82,24
12/7/2020,Tuckahoe,219,23,8
12/7/2020,White Plains,2888,437,119
12/7/2020,Yonkers,10673,1176,296
12/7/2020,Yorktown,1396,230,83
12/7/2020,Totals,45888,6247,1662
12/8/2020,Ardsley,173,36,4
12/8/2020,Bedford,615,144,8
12/8/2020,Briarcliff Manor,233,47,2
12/8/2020,Bronxville,177,44,5
12/8/2020,Buchanan,85,14,0
12/8/2020,Cortlandt,1399,151,7
12/8/2020,Croton-on-Hudson,306,42,2
12/8/2020,Dobbs Ferry,500,63,4
12/8/2020,Eastchester,794,154,7
12/8/2020,Elmsford,322,46,3
12/8/2020,Greenburgh,1850,227,19
12/8/2020,Harrison,886,166,4
12/8/2020,Hastings-on-Hudson,206,20,4
12/8/2020,Irvington,162,36,3
12/8/2020,Larchmont,152,26,0
12/8/2020,Lewisboro,313,86,7
12/8/2020,Mamaroneck Town,307,40,1
12/8/2020,Mamaroneck Village,898,166,9
12/8/2020,Mount Kisco,626,152,8
12/8/2020,Mount Pleasant,987,160,18
12/8/2020,Mount Vernon,3771,305,15
12/8/2020,New Castle,424,55,7
12/8/2020,New Rochelle,5036,580,21
12/8/2020,North Castle,423,78,9
12/8/2020,North Salem,274,41,2
12/8/2020,Ossining Town,236,25,1
12/8/2020,Ossining Village,1794,252,15
12/8/2020,Peekskill,1679,225,9
12/8/2020,Pelham,289,55,2
12/8/2020,Pelham Manor,206,31,1
12/8/2020,Pleasantville,262,42,3
12/8/2020,Port Chester,2158,254,8
12/8/2020,Pound Ridge,85,20,3
12/8/2020,Rye Brook,367,53,2
12/8/2020,Rye City,471,104,8
12/8/2020,Scarsdale,528,66,2
12/8/2020,Sleepy Hollow,741,80,4
12/8/2020,Somers,726,103,9
12/8/2020,Tarrytown,489,72,2
12/8/2020,Tuckahoe,221,21,2
12/8/2020,White Plains,2925,446,37
12/8/2020,Yonkers,10769,1188,96
12/8/2020,Yorktown,1411,230,15
12/8/2020,Totals,46276,6146,388
12/9/2020,Ardsley,174,34,1
12/9/2020,Bedford,625,146,10
12/9/2020,Briarcliff Manor,237,46,4
12/9/2020,Bronxville,178,42,1
12/9/2020,Buchanan,85,12,0
12/9/2020,Cortlandt,1411,157,12
12/9/2020,Croton-on-Hudson,307,41,1
12/9/2020,Dobbs Ferry,502,63,2
12/9/2020,Eastchester,796,146,2
12/9/2020,Elmsford,324,45,2
12/9/2020,Greenburgh,1861,219,11
12/9/2020,Harrison,895,164,9
12/9/2020,Hastings-on-Hudson,208,21,2
12/9/2020,Irvington,163,32,1
12/9/2020,Larchmont,152,23,0
12/9/2020,Lewisboro,315,84,2
12/9/2020,Mamaroneck Town,310,41,3
12/9/2020,Mamaroneck Village,908,166,10
12/9/2020,Mount Kisco,635,146,9
12/9/2020,Mount Pleasant,999,163,12
12/9/2020,Mount Vernon,3777,276,6
12/9/2020,New Castle,427,57,3
12/9/2020,New Rochelle,5048,533,12
12/9/2020,North Castle,424,76,1
12/9/2020,North Salem,275,36,1
12/9/2020,Ossining Town,242,30,6
12/9/2020,Ossining Village,1801,225,7
12/9/2020,Peekskill,1693,228,14
12/9/2020,Pelham,290,51,1
12/9/2020,Pelham Manor,207,29,1
12/9/2020,Pleasantville,265,41,3
12/9/2020,Port Chester,2166,235,8
12/9/2020,Pound Ridge,86,21,1
12/9/2020,Rye Brook,369,48,2
12/9/2020,Rye City,471,99,0
12/9/2020,Scarsdale,530,66,2
12/9/2020,Sleepy Hollow,743,74,2
12/9/2020,Somers,744,107,18
12/9/2020,Tarrytown,490,61,1
12/9/2020,Tuckahoe,221,18,0
12/9/2020,White Plains,2943,431,18
12/9/2020,Yonkers,10807,1141,38
12/9/2020,Yorktown,1424,225,13
12/9/2020,Totals,46528,5899,252
12/10/2020,Ardsley,180,37,6
12/10/2020,Bedford,628,147,3
12/10/2020,Briarcliff Manor,239,47,2
12/10/2020,Bronxville,179,41,1
12/10/2020,Buchanan,85,12,0
12/10/2020,Cortlandt,1415,152,4
12/10/2020,Croton-on-Hudson,312,45,5
12/10/2020,Dobbs Ferry,507,67,5
12/10/2020,Eastchester,805,146,9
12/10/2020,Elmsford,328,47,4
12/10/2020,Greenburgh,1882,234,21
12/10/2020,Harrison,910,171,15
12/10/2020,Hastings-on-Hudson,208,21,0
12/10/2020,Irvington,163,31,0
12/10/2020,Larchmont,154,24,2
12/10/2020,Lewisboro,316,83,1
12/10/2020,Mamaroneck Town,310,39,0
12/10/2020,Mamaroneck Village,915,166,7
12/10/2020,Mount Kisco,644,146,9
12/10/2020,Mount Pleasant,1007,167,8
12/10/2020,Mount Vernon,3802,283,25
12/10/2020,New Castle,430,58,3
12/10/2020,New Rochelle,5062,526,14
12/10/2020,North Castle,427,76,3
12/10/2020,North Salem,276,36,1
12/10/2020,Ossining Town,245,33,3
12/10/2020,Ossining Village,1810,218,9
12/10/2020,Peekskill,1700,229,7
12/10/2020,Pelham,291,51,1
12/10/2020,Pelham Manor,207,25,0
12/10/2020,Pleasantville,266,41,1
12/10/2020,Port Chester,2175,229,9
12/10/2020,Pound Ridge,86,21,0
12/10/2020,Rye Brook,369,45,0
12/10/2020,Rye City,476,94,5
12/10/2020,Scarsdale,538,71,8
12/10/2020,Sleepy Hollow,744,72,1
12/10/2020,Somers,746,104,2
12/10/2020,Tarrytown,492,60,2
12/10/2020,Tuckahoe,222,19,1
12/10/2020,White Plains,2987,454,44
12/10/2020,Yonkers,10866,1152,59
12/10/2020,Yorktown,1441,239,17
12/10/2020,Totals,46845,5959,317
12/11/2020,Ardsley,182,39,2
12/11/2020,Bedford,631,141,3
12/11/2020,Briarcliff Manor,244,50,5
12/11/2020,Bronxville,180,36,1
12/11/2020,Buchanan,86,11,1
12/11/2020,Cortlandt,1423,148,8
12/11/2020,Croton-on-Hudson,317,48,5
12/11/2020,Dobbs Ferry,516,71,9
12/11/2020,Eastchester,814,148,9
12/11/2020,Elmsford,329,47,1
12/11/2020,Greenburgh,1897,239,15
12/11/2020,Harrison,925,178,15
