date,municipality,total_cases,active_cases,new_cases
2020-08-27,Croton-on-Hudson,212,0,0
2020-08-27,Dobbs Ferry,336,4,0
2020-08-27,Eastchester,465,5,0
2020-08-27,Elmsford,213,0,0
2020-08-27,Greenburgh,1242,15,1
2020-08-27,Harrison,438,7,0
2020-08-27,Hastings-on-Hudson,141,2,0
2020-08-27,Irvington,87,1,0
2020-08-27,Larchmont,75,0,0
2020-08-27,Lewisboro,123,4,0
2020-08-27,Mamaroneck Town,178,1,0
2020-08-27,Mamaroneck Village,488,4,0
2020-08-27,Mount Kisco,290,NA,0
2020-08-27,Mount Pleasant,601,6,1
2020-08-27,Mount Vernon,2838,28,2
2020-08-27,New Castle,217,4,1
2020-08-27,New Rochelle,3196,25,5
2020-08-27,North Castle,221,3,0
2020-08-27,North Salem,151,2,1
2020-08-27,Ossining Town,160,2,0
2020-08-27,Ossining Village,1102,6,0
2020-08-27,Peekskill,1051,14,0
2020-08-27,Pelham,176,2,0
2020-08-27,Pelham Manor,124,2,0
2020-08-27,Pleasantville,138,2,0
2020-08-27,Port Chester,1321,13,1
2020-08-27,Pound Ridge,29,0,0
2020-08-27,Rye Brook,192,3,0
2020-08-27,Rye City,224,4,0
2020-08-27,Scarsdale,373,3,1
2020-08-27,Sleepy Hollow,439,15,0
2020-08-27,Somers,413,7,0
2020-08-27,Tarrytown,303,4,0
2020-08-27,Tuckahoe,143,2,0
2020-08-27,White Plains,1919,19,0
2020-08-27,Yonkers,7647,130,7
2020-08-27,Yorktown,758,15,1
2020-08-27,Totals,29586,378,21
2020-08-29,Ardsley,NA,NA,NA
2020-08-29,Bedford,NA,NA,NA
2020-08-29,Briarcliff Manor,NA,NA,NA
2020-08-29,Bronxville,NA,NA,NA
2020-08-29,Buchanan,NA,NA,NA
2020-08-29,Cortlandt,NA,NA,NA
2020-08-29,Croton-on-Hudson,NA,NA,NA
2020-08-29,Dobbs Ferry,NA,NA,NA
2020-08-29,Eastchester,NA,NA,NA
2020-08-29,Elmsford,NA,NA,NA
2020-08-29,Greenburgh,NA,NA,NA
2020-08-29,Harrison,NA,NA,NA
2020-08-29,Hastings-on-Hudson,NA,NA,NA
2020-08-29,Irvington,NA,NA,NA
2020-08-29,Larchmont,NA,NA,NA
2020-08-29,Lewisboro,NA,NA,NA
2020-08-29,Mamaroneck Town,NA,NA,NA
2020-08-29,Mamaroneck Village,NA,NA,NA
2020-08-29,Mount Kisco,NA,NA,NA
2020-08-29,Mount Pleasant,NA,NA,NA
2020-08-29,Mount Vernon,NA,NA,NA
2020-08-29,New Castle,NA,NA,NA
2020-08-29,New Rochelle,NA,NA,NA
2020-08-29,North Castle,NA,NA,NA
2020-08-29,North Salem,NA,NA,NA
2020-08-29,Ossining Town,NA,NA,NA
2020-08-29,Ossining Village,NA,NA,NA
2020-08-29,Peekskill,NA,NA,NA
2020-08-29,Pelham,NA,NA,NA
2020-08-29,Pelham Manor,NA,NA,NA
2020-08-29,Pleasantville,NA,NA,NA
2020-08-29,Port Chester,NA,NA,NA
2020-08-29,Pound Ridge,29,0,0
2020-08-29,Rye Brook,NA,NA,NA
2020-08-29,Rye City,NA,NA,NA
2020-08-29,Scarsdale,NA,NA,NA
2020-08-29,Sleepy Hollow,NA,NA,NA
2020-08-29,Somers,NA,NA,NA
2020-08-29,Tarrytown,NA,NA,NA
2020-08-29,Tuckahoe,NA,NA,NA
2020-08-29,White Plains,NA,NA,NA
2020-08-29,Yonkers,NA,NA,NA
2020-08-29,Yorktown,NA,NA,NA
2020-08-29,Totals,NA,NA,NA
2020-08-31,Ardsley,102,0,0
2020-08-31,Bedford,274,6,5
2020-08-31,Briarcliff Manor,112,1,0
2020-08-31,Bronxville,83,3,1
2020-08-31,Buchanan,43,1,0
2020-08-31,Cortlandt,960,24,11
2020-08-31,Croton-on-Hudson,213,1,1
2020-08-31,Dobbs Ferry,336,4,0
2020-08-31,Eastchester,467,5,2
2020-08-31,Elmsford,214,1,0
2020-08-31,Greenburgh,1250,18,6
2020-08-31,Harrison,440,7,2
2020-08-31,Hastings-on-Hudson,141,1,0
2020-08-31,Irvington,87,4,0
2020-08-31,Larchmont,75,0,0
2020-08-31,Lewisboro,124,5,1
2020-08-31,Mamaroneck Town,178,1,0
2020-08-31,Mamaroneck Village,490,4,1
2020-08-31,Mount Kisco,293,3,3
2020-08-31,Mount Pleasant,608,11,6
2020-08-31,Mount Vernon,2848,32,8
2020-08-31,New Castle,218,4,1
2020-08-31,New Rochelle,3206,29,7
2020-08-31,North Castle,222,4,1
2020-08-31,North Salem,152,3,0
2020-08-31,Ossining Town,161,2,1
2020-08-31,Ossining Village,1105,7,3
2020-08-31,Peekskill,1054,12,2
2020-08-31,Pelham,176,2,0
2020-08-31,Pelham Manor,125,3,1
2020-08-31,Pleasantville,138,2,0
2020-08-31,Port Chester,1326,5,4
2020-08-31,Pound Ridge,29,0,0
2020-08-31,Rye Brook,192,1,0
2020-08-31,Rye City,224,4,0
2020-08-31,Scarsdale,374,3,1
2020-08-31,Sleepy Hollow,444,2,5
2020-08-31,Somers,415,6,1
2020-08-31,Tarrytown,307,8,4
2020-08-31,Tuckahoe,145,2,2
2020-08-31,White Plains,1929,26,10
2020-08-31,Yonkers,7689,118,26
2020-08-31,Yorktown,764,17,4
2020-08-31,Totals,29738,409,120
2020-09-01,Ardsley,102,0,0
2020-09-01,Bedford,274,6,0
2020-09-01,Briarcliff Manor,112,1,0
2020-09-01,Bronxville,89,4,1
2020-09-01,Buchanan,43,1,0
2020-09-01,Cortlandt,961,23,1
2020-09-01,Croton-on-Hudson,213,1,0
2020-09-01,Dobbs Ferry,336,3,0
2020-09-01,Eastchester,467,5,0
2020-09-01,Elmsford,214,1,0
2020-09-01,Greenburgh,1251,19,1
2020-09-01,Harrison,442,9,2
2020-09-01,Hastings-on-Hudson,141,1,0
2020-09-01,Irvington,87,1,0
2020-09-01,Larchmont,75,0,0
2020-09-01,Lewisboro,124,5,0
2020-09-01,Mamaroneck Town,179,2,1
2020-09-01,Mamaroneck Village,490,4,0
2020-09-01,Mount Kisco,294,4,1
2020-09-01,Mount Pleasant,609,12,1
2020-09-01,Mount Vernon,2848,29,0
2020-09-01,New Castle,219,5,1
2020-09-01,New Rochelle,3207,25,1
2020-09-01,North Castle,224,6,2
2020-09-01,North Salem,152,3,0
2020-09-01,Ossining Town,162,3,1
2020-09-01,Ossining Village,1109,11,4
2020-09-01,Peekskill,1055,11,1
2020-09-01,Pelham,176,2,0
2020-09-01,Pelham Manor,125,3,0
2020-09-01,Pleasantville,138,2,0
2020-09-01,Port Chester,1326,13,0
2020-09-01,Pound Ridge,29,0,0
2020-09-01,Rye Brook,193,2,1
2020-09-01,Rye City,224,3,0
2020-09-01,Scarsdale,374,3,0
2020-09-01,Sleepy Hollow,444,11,0
2020-09-01,Somers,416,7,1
2020-09-01,Tarrytown,307,7,0
2020-09-01,Tuckahoe,145,2,0
2020-09-01,White Plains,1932,27,3
2020-09-01,Yonkers,7696,118,7
2020-09-01,Yorktown,766,19,2
2020-09-01,Totals,29770,416,32
2020-09-02,Ardsley,102,0,0
2020-09-02,Bedford,277,9,3
2020-09-02,Briarcliff Manor,115,4,3
2020-09-02,Bronxville,90,5,1
2020-09-02,Buchanan,43,1,0
2020-09-02,Cortlandt,961,24,0
2020-09-02,Croton-on-Hudson,213,1,0
2020-09-02,Dobbs Ferry,336,2,0
2020-09-02,Eastchester,467,3,0
2020-09-02,Elmsford,214,1,0
2020-09-02,Greenburgh,1253,19,2
2020-09-02,Harrison,442,9,0
2020-09-02,Hastings-on-Hudson,142,2,1
2020-09-02,Irvington,87,1,0
2020-09-02,Larchmont,75,0,0
2020-09-02,Lewisboro,125,4,1
2020-09-02,Mamaroneck Town,179,2,0
2020-09-02,Mamaroneck Village,490,3,0
2020-09-02,Mount Kisco,297,7,3
2020-09-02,Mount Pleasant,610,13,1
2020-09-02,Mount Vernon,2850,29,2
2020-09-02,New Castle,219,4,0
2020-09-02,New Rochelle,3216,31,9
2020-09-02,North Castle,224,6,0
2020-09-02,North Salem,152,3,0
2020-09-02,Ossining Town,163,3,1
2020-09-02,Ossining Village,1111,12,2
2020-09-02,Peekskill,1056,12,NA
2020-09-02,Pelham,176,2,0
2020-09-02,Pelham Manor,125,2,0
2020-09-02,Pleasantville,138,2,0
2020-09-02,Port Chester,1328,15,2
2020-09-02,Pound Ridge,29,0,0
2020-09-02,Rye Brook,194,3,1
2020-09-02,Rye City,224,2,NA
2020-09-02,Scarsdale,374,3,0
2020-09-02,Sleepy Hollow,445,11,1
2020-09-02,Somers,417,6,1
2020-09-02,Tarrytown,309,10,2
2020-09-02,Tuckahoe,145,2,0
2020-09-02,White Plains,1934,26,2
2020-09-02,Yonkers,7705,116,2
2020-09-02,Yorktown,766,17,NA
2020-09-02,Totals,29818,427,438
2020-09-03,Ardsley,102,0,0
2020-09-03,Bedford,277,8,0
2020-09-03,Briarcliff Manor,115,4,0
2020-09-03,Bronxville,91,6,1
2020-09-03,Buchanan,43,1,0
2020-09-03,Cortlandt,963,24,2
2020-09-03,Croton-on-Hudson,213,1,0
2020-09-03,Dobbs Ferry,336,2,0
2020-09-03,Eastchester,468,4,1
2020-09-03,Elmsford,214,1,0
2020-09-03,Greenburgh,1253,18,0
2020-09-03,Harrison,445,12,3
2020-09-03,Hastings-on-Hudson,142,2,0
2020-09-03,Irvington,87,1,0
2020-09-03,Larchmont,75,0,0
2020-09-03,Lewisboro,125,4,0
2020-09-03,Mamaroneck Town,180,3,1
2020-09-03,Mamaroneck Village,490,2,0
2020-09-03,Mount Kisco,297,7,0
2020-09-03,Mount Pleasant,611,14,1
2020-09-03,Mount Vernon,2850,28,0
2020-09-03,New Castle,219,4,0
2020-09-03,New Rochelle,3222,37,6
2020-09-03,North Castle,224,6,0
2020-09-03,North Salem,152,2,0
2020-09-03,Ossining Town,163,3,0
2020-09-03,Ossining Village,1111,12,0
2020-09-03,Peekskill,1057,12,1
2020-09-03,Pelham,176,2,0
2020-09-03,Pelham Manor,125,2,0
2020-09-03,Pleasantville,139,3,NA
2020-09-03,Port Chester,1329,15,1
2020-09-03,Pound Ridge,29,0,0
2020-09-03,Rye Brook,194,3,0
2020-09-03,Rye City,226,4,2
2020-09-03,Scarsdale,374,3,0
2020-09-03,Sleepy Hollow,446,12,NA
2020-09-03,Somers,419,8,2
2020-09-03,Tarrytown,309,10,0
2020-09-03,Tuckahoe,146,3,1
2020-09-03,White Plains,1939,31,5
2020-09-03,Yonkers,7708,111,3
2020-09-03,Yorktown,769,19,3
2020-09-03,Totals,29853,444,35
2020-09-04,Ardsley,102,0,0
2020-09-04,Bedford,277,8,0
2020-09-04,Briarcliff Manor,118,7,3
2020-09-04,Bronxville,93,8,2
2020-09-04,Buchanan,43,1,0
2020-09-04,Cortlandt,965,25,2
2020-09-04,Croton-on-Hudson,213,1,0
2020-09-04,Dobbs Ferry,336,2,0
2020-09-04,Eastchester,469,5,1
2020-09-04,Elmsford,214,1,0
2020-09-04,Greenburgh,1254,18,1
2020-09-04,Harrison,445,11,0
2020-09-04,Hastings-on-Hudson,142,2,0
2020-09-04,Irvington,87,1,0
2020-09-04,Larchmont,75,0,0
2020-09-04,Lewisboro,125,5,0
2020-09-04,Mamaroneck Town,180,3,0
2020-09-04,Mamaroneck Village,491,3,1
2020-09-04,Mount Kisco,301,11,4
2020-09-04,Mount Pleasant,611,12,0
2020-09-04,Mount Vernon,2853,30,3
2020-09-04,New Castle,219,4,0
2020-09-04,New Rochelle,3228,41,6
2020-09-04,North Castle,225,7,1
2020-09-04,North Salem,153,3,1
2020-09-04,Ossining Town,163,3,0
2020-09-04,Ossining Village,1111,12,0
2020-09-04,Peekskill,1058,13,1
2020-09-04,Pelham,176,2,0
2020-09-04,Pelham Manor,125,2,0
2020-09-04,Pleasantville,139,3,0
2020-09-04,Port Chester,1330,16,1
2020-09-04,Pound Ridge,29,0,0
2020-09-04,Rye Brook,194,3,0
2020-09-04,Rye City,226,4,0
2020-09-04,Scarsdale,374,3,0
2020-09-04,Sleepy Hollow,446,12,0
2020-09-04,Somers,419,8,0
2020-09-04,Tarrytown,309,10,0
2020-09-04,Tuckahoe,146,3,0
2020-09-04,White Plains,1939,30,0
2020-09-04,Yonkers,7715,110,7
2020-09-04,Yorktown,769,18,0
2020-09-04,Totals,29887,461,34
2020-09-08,Ardsley,103,1,1
2020-09-08,Bedford,281,12,4
2020-09-08,Briarcliff Manor,119,7,1
2020-09-08,Bronxville,94,9,1
2020-09-08,Buchanan,44,1,NA
2020-09-08,Cortlandt,967,17,2
2020-09-08,Croton-on-Hudson,214,2,1
2020-09-08,Dobbs Ferry,338,4,2
2020-09-08,Eastchester,470,6,1
2020-09-08,Elmsford,214,1,0
2020-09-08,Greenburgh,1262,22,8
2020-09-08,Harrison,450,12,5
2020-09-08,Hastings-on-Hudson,143,3,1
2020-09-08,Irvington,88,1,1
2020-09-08,Larchmont,77,2,2
2020-09-08,Lewisboro,128,7,3
2020-09-08,Mamaroneck Town,184,6,4
2020-09-08,Mamaroneck Village,494,6,3
2020-09-08,Mount Kisco,304,14,3
2020-09-08,Mount Pleasant,615,15,4
2020-09-08,Mount Vernon,2862,26,9
2020-09-08,New Castle,224,8,5
2020-09-08,New Rochelle,3243,50,15
2020-09-08,North Castle,228,7,3
2020-09-08,North Salem,153,2,0
2020-09-08,Ossining Town,163,3,0
2020-09-08,Ossining Village,1115,15,4
2020-09-08,Peekskill,1061,13,3
2020-09-08,Pelham,176,1,0
2020-09-08,Pelham Manor,125,1,0
2020-09-08,Pleasantville,143,6,4
2020-09-08,Port Chester,1336,16,6
2020-09-08,Pound Ridge,29,0,0
2020-09-08,Rye Brook,195,3,1
2020-09-08,Rye City,229,5,3
2020-09-08,Scarsdale,377,4,3
2020-09-08,Sleepy Hollow,452,12,6
2020-09-08,Somers,429,15,10
2020-09-08,Tarrytown,309,8,0
2020-09-08,Tuckahoe,146,3,0
2020-09-08,White Plains,1947,35,8
2020-09-08,Yonkers,7756,113,41
2020-09-08,Yorktown,774,14,5
2020-09-08,Totals,30061,508,174
2020-09-09,Ardsley,103,1,0
2020-09-09,Bedford,283,14,2
2020-09-09,Briarcliff Manor,119,7,0
2020-09-09,Bronxville,94,8,0
2020-09-09,Buchanan,44,1,0
2020-09-09,Cortlandt,967,17,0
2020-09-09,Croton-on-Hudson,214,2,0
2020-09-09,Dobbs Ferry,338,2,0
2020-09-09,Eastchester,470,6,0
2020-09-09,Elmsford,214,1,NA
2020-09-09,Greenburgh,1264,22,2
2020-09-09,Harrison,450,12,0
2020-09-09,Hastings-on-Hudson,143,2,0
2020-09-09,Irvington,88,1,0
2020-09-09,Larchmont,78,3,1
2020-09-09,Lewisboro,128,6,0
2020-09-09,Mamaroneck Town,187,9,3
2020-09-09,Mamaroneck Village,494,6,0
2020-09-09,Mount Kisco,307,17,3
2020-09-09,Mount Pleasant,615,15,0
2020-09-09,Mount Vernon,2863,2,1
2020-09-09,New Castle,224,8,0
2020-09-09,New Rochelle,3247,51,4
2020-09-09,North Castle,229,8,1
2020-09-09,North Salem,154,3,1
2020-09-09,Ossining Town,163,3,0
2020-09-09,Ossining Village,1117,16,2
2020-09-09,Peekskill,1062,11,1
2020-09-09,Pelham,176,0,0
2020-09-09,Pelham Manor,125,1,0
2020-09-09,Pleasantville,143,6,0
2020-09-09,Port Chester,1337,17,1
2020-09-09,Pound Ridge,29,0,0
2020-09-09,Rye Brook,196,4,1
2020-09-09,Rye City,229,5,0
2020-09-09,Scarsdale,377,4,0
2020-09-09,Sleepy Hollow,454,13,2
2020-09-09,Somers,429,14,0
2020-09-09,Tarrytown,310,9,1
2020-09-09,Tuckahoe,146,3,0
2020-09-09,White Plains,1949,31,2
2020-09-09,Yonkers,7761,104,5
2020-09-09,Yorktown,777,15,3
2020-09-09,Totals,30097,503,36
2020-09-10,Ardsley,103,1,0
2020-09-10,Bedford,283,14,0
2020-09-10,Briarcliff Manor,123,9,4
2020-09-10,Bronxville,94,8,0
2020-09-10,Buchanan,44,1,0
2020-09-10,Cortlandt,969,19,2
2020-09-10,Croton-on-Hudson,215,3,1
2020-09-10,Dobbs Ferry,339,3,1
2020-09-10,Eastchester,470,5,0
2020-09-10,Elmsford,214,1,0
2020-09-10,Greenburgh,1264,21,0
2020-09-10,Harrison,451,13,1
2020-09-10,Hastings-on-Hudson,143,2,0
2020-09-10,Irvington,88,1,0
2020-09-10,Larchmont,78,3,0
2020-09-10,Lewisboro,128,6,0
2020-09-10,Mamaroneck Town,187,9,0
2020-09-10,Mamaroneck Village,494,6,0
2020-09-10,Mount Kisco,307,17,0
2020-09-10,Mount Pleasant,615,14,0
2020-09-10,Mount Vernon,2863,24,0
2020-09-10,New Castle,226,9,2
2020-09-10,New Rochelle,3249,51,2
2020-09-10,North Castle,230,9,1
2020-09-10,North Salem,154,3,0
2020-09-10,Ossining Town,163,3,0
2020-09-10,Ossining Village,1120,18,3
2020-09-10,Peekskill,1062,11,0
2020-09-10,Pelham,176,0,0
2020-09-10,Pelham Manor,125,0,0
2020-09-10,Pleasantville,145,7,2
2020-09-10,Port Chester,1337,17,0
2020-09-10,Pound Ridge,29,0,0
2020-09-10,Rye Brook,196,4,0
2020-09-10,Rye City,229,5,0
2020-09-10,Scarsdale,377,4,0
2020-09-10,Sleepy Hollow,454,12,0
2020-09-10,Somers,432,17,3
2020-09-10,Tarrytown,311,10,1
2020-09-10,Tuckahoe,146,3,0
2020-09-10,White Plains,1951,33,2
2020-09-10,Yonkers,7766,103,5
2020-09-10,Yorktown,778,15,1
2020-09-10,Totals,30128,514,31
2020-09-14,Ardsley,103,1,0
2020-09-14,Bedford,288,14,4
2020-09-14,Briarcliff Manor,125,9,1
2020-09-14,Bronxville,95,5,1
2020-09-14,Buchanan,45,2,0
2020-09-14,Cortlandt,974,17,4
2020-09-14,Croton-on-Hudson,216,3,1
2020-09-14,Dobbs Ferry,344,8,3
2020-09-14,Eastchester,471,3,1
2020-09-14,Elmsford,218,4,1
2020-09-14,Greenburgh,1267,17,3
2020-09-14,Harrison,453,10,2
2020-09-14,Hastings-on-Hudson,145,4,2
2020-09-14,Irvington,88,1,0
2020-09-14,Larchmont,78,3,0
2020-09-14,Lewisboro,130,8,2
2020-09-14,Mamaroneck Town,190,11,3
2020-09-14,Mamaroneck Village,497,7,2
2020-09-14,Mount Kisco,310,15,0
2020-09-14,Mount Pleasant,620,10,4
2020-09-14,Mount Vernon,2870,22,7
2020-09-14,New Castle,237,19,10
2020-09-14,New Rochelle,3259,49,10
2020-09-14,North Castle,232,8,2
2020-09-14,North Salem,155,3,1
2020-09-14,Ossining Town,164,1,0
2020-09-14,Ossining Village,1124,13,3
2020-09-14,Peekskill,1063,10,0
2020-09-14,Pelham,176,0,0
2020-09-14,Pelham Manor,127,2,2
2020-09-14,Pleasantville,147,9,2
2020-09-14,Port Chester,1339,15,1
2020-09-14,Pound Ridge,30,1,1
2020-09-14,Rye Brook,198,5,1
2020-09-14,Rye City,230,5,1
2020-09-14,Scarsdale,381,4,3
2020-09-14,Sleepy Hollow,459,16,2
2020-09-14,Somers,439,21,7
2020-09-14,Tarrytown,314,8,3
2020-09-14,Tuckahoe,146,1,0
2020-09-14,White Plains,1959,34,6
2020-09-14,Yonkers,7812,125,37
2020-09-14,Yorktown,786,18,8
2020-09-14,Totals,30304,541,141
2020-09-15,Ardsley,103,1,0
2020-09-15,Bedford,289,12,1
2020-09-15,Briarcliff Manor,126,9,1
2020-09-15,Bronxville,95,5,0
2020-09-15,Buchanan,45,2,NA
2020-09-15,Cortlandt,974,14,0
2020-09-15,Croton-on-Hudson,216,3,0
2020-09-15,Dobbs Ferry,344,8,0
2020-09-15,Eastchester,471,2,0
2020-09-15,Elmsford,218,4,0
2020-09-15,Greenburgh,1267,16,0
2020-09-15,Harrison,454,11,1
2020-09-15,Hastings-on-Hudson,145,4,0
2020-09-15,Irvington,88,1,0
2020-09-15,Larchmont,78,3,NA
2020-09-15,Lewisboro,132,9,2
2020-09-15,Mamaroneck Town,190,10,0
2020-09-15,Mamaroneck Village,497,7,0
2020-09-15,Mount Kisco,310,13,0
2020-09-15,Mount Pleasant,622,12,2
2020-09-15,Mount Vernon,2872,22,2
2020-09-15,New Castle,241,22,4
2020-09-15,New Rochelle,3267,50,8
2020-09-15,North Castle,232,8,0
2020-09-15,North Salem,155,3,0
2020-09-15,Ossining Town,164,2,0
2020-09-15,Ossining Village,1127,16,3
2020-09-15,Peekskill,1064,9,1
2020-09-15,Pelham,176,NA,0
2020-09-15,Pelham Manor,128,3,1
2020-09-15,Pleasantville,148,10,1
2020-09-15,Port Chester,1339,12,0
2020-09-15,Pound Ridge,30,1,0
2020-09-15,Rye Brook,199,4,1
2020-09-15,Rye City,230,4,0
2020-09-15,Scarsdale,382,4,1
2020-09-15,Sleepy Hollow,459,15,0
2020-09-15,Somers,440,22,1
2020-09-15,Tarrytown,314,5,0
2020-09-15,Tuckahoe,146,1,0
2020-09-15,White Plains,1960,30,1
2020-09-15,Yonkers,7813,119,1
2020-09-15,Yorktown,788,21,2
2020-09-15,Totals,30338,529,34
2020-09-16,Ardsley,104,2,1
2020-09-16,Bedford,290,12,1
2020-09-16,Briarcliff Manor,126,9,0
2020-09-16,Bronxville,95,3,0
2020-09-16,Buchanan,45,2,0
2020-09-16,Cortlandt,974,11,0
2020-09-16,Croton-on-Hudson,216,3,0
2020-09-16,Dobbs Ferry,345,9,1
2020-09-16,Eastchester,472,3,1
2020-09-16,Elmsford,218,4,0
2020-09-16,Greenburgh,1271,18,4
2020-09-16,Harrison,455,11,1
2020-09-16,Hastings-on-Hudson,145,3,0
2020-09-16,Irvington,91,4,3
2020-09-16,Larchmont,78,3,0
2020-09-16,Lewisboro,132,7,0
2020-09-16,Mamaroneck Town,190,9,0
2020-09-16,Mamaroneck Village,497,6,0
2020-09-16,Mount Kisco,311,14,1
2020-09-16,Mount Pleasant,623,13,1
2020-09-16,Mount Vernon,2875,25,3
2020-09-16,New Castle,242,23,1
2020-09-16,New Rochelle,3271,52,4
2020-09-16,North Castle,233,10,1
2020-09-16,North Salem,155,3,0
2020-09-16,Ossining Town,165,3,1
2020-09-16,Ossining Village,1127,16,0
2020-09-16,Peekskill,1064,8,0
2020-09-16,Pelham,176,0,0
2020-09-16,Pelham Manor,128,3,0
2020-09-16,Pleasantville,148,8,0
2020-09-16,Port Chester,1339,10,0
2020-09-16,Pound Ridge,30,1,0
2020-09-16,Rye Brook,200,4,1
2020-09-16,Rye City,230,4,0
2020-09-16,Scarsdale,382,4,0
2020-09-16,Sleepy Hollow,461,17,2
2020-09-16,Somers,442,24,2
2020-09-16,Tarrytown,314,5,0
2020-09-16,Tuckahoe,146,1,0
2020-09-16,White Plains,1962,27,2
2020-09-16,Yonkers,7822,115,9
2020-09-16,Yorktown,792,22,4
2020-09-16,Totals,30382,531,44
2020-09-17,Ardsley,104,2,0
2020-09-17,Bedford,291,10,1
2020-09-17,Briarcliff Manor,126,6,0
2020-09-17,Bronxville,95,2,0
2020-09-17,Buchanan,45,2,0
2020-09-17,Cortlandt,975,10,1
2020-09-17,Croton-on-Hudson,217,4,1
2020-09-17,Dobbs Ferry,345,9,0
2020-09-17,Eastchester,472,3,0
2020-09-17,Elmsford,218,4,0
2020-09-17,Greenburgh,1274,21,3
2020-09-17,Harrison,456,11,1
2020-09-17,Hastings-on-Hudson,145,3,0
2020-09-17,Irvington,91,4,0
2020-09-17,Larchmont,80,4,2
2020-09-17,Lewisboro,132,7,0
2020-09-17,Mamaroneck Town,190,9,0
2020-09-17,Mamaroneck Village,498,7,1
2020-09-17,Mount Kisco,311,11,0
2020-09-17,Mount Pleasant,623,13,0
2020-09-17,Mount Vernon,2877,25,2
2020-09-17,New Castle,242,22,0
2020-09-17,New Rochelle,3274,54,3
2020-09-17,North Castle,234,11,1
2020-09-17,North Salem,155,2,0
2020-09-17,Ossining Town,165,3,0
2020-09-17,Ossining Village,1128,17,1
2020-09-17,Peekskill,1064,6,0
2020-09-17,Pelham,176,0,0
2020-09-17,Pelham Manor,128,3,0
2020-09-17,Pleasantville,148,8,0
2020-09-17,Port Chester,1341,11,2
2020-09-17,Pound Ridge,30,1,0
2020-09-17,Rye Brook,200,4,0
2020-09-17,Rye City,230,4,0
2020-09-17,Scarsdale,383,5,1
2020-09-17,Sleepy Hollow,463,19,2
2020-09-17,Somers,443,24,1
2020-09-17,Tarrytown,314,5,0
2020-09-17,Tuckahoe,146,1,0
2020-09-17,White Plains,1962,25,0
2020-09-17,Yonkers,7834,119,12
2020-09-17,Yorktown,796,26,4
2020-09-17,Totals,30421,537,39
2020-09-18,Ardsley,104,2,0
2020-09-18,Bedford,292,11,1
2020-09-18,Briarcliff Manor,127,7,1
2020-09-18,Bronxville,95,1,0
2020-09-18,Buchanan,45,1,0
2020-09-18,Cortlandt,975,9,0
2020-09-18,Croton-on-Hudson,217,3,0
2020-09-18,Dobbs Ferry,345,9,0
2020-09-18,Eastchester,472,3,0
2020-09-18,Elmsford,218,4,0
2020-09-18,Greenburgh,1277,24,3
2020-09-18,Harrison,456,9,0
2020-09-18,Hastings-on-Hudson,145,2,0
2020-09-18,Irvington,91,4,0
2020-09-18,Larchmont,80,4,0
2020-09-18,Lewisboro,132,6,0
2020-09-18,Mamaroneck Town,190,9,0
2020-09-18,Mamaroneck Village,498,6,0
2020-09-18,Mount Kisco,311,10,0
2020-09-18,Mount Pleasant,626,15,3
2020-09-18,Mount Vernon,2878,26,1
2020-09-18,New Castle,245,22,3
2020-09-18,New Rochelle,3279,54,5
2020-09-18,North Castle,234,11,0
2020-09-18,North Salem,155,2,0
2020-09-18,Ossining Town,165,3,0
2020-09-18,Ossining Village,1129,18,1
2020-09-18,Peekskill,1064,6,0
2020-09-18,Pelham,176,0,0
2020-09-18,Pelham Manor,128,3,0
2020-09-18,Pleasantville,148,8,NA
2020-09-18,Port Chester,1341,11,0
2020-09-18,Pound Ridge,30,1,0
2020-09-18,Rye Brook,200,4,0
2020-09-18,Rye City,230,4,0
2020-09-18,Scarsdale,383,5,0
2020-09-18,Sleepy Hollow,463,18,0
2020-09-18,Somers,443,19,0
2020-09-18,Tarrytown,316,7,2
2020-09-18,Tuckahoe,146,1,0
2020-09-18,White Plains,1963,24,1
2020-09-18,Yonkers,7840,120,6
2020-09-18,Yorktown,799,27,3
2020-09-18,Totals,30451,536,30
2020-09-21,Ardsley,105,2,1
2020-09-21,Bedford,293,11,1
2020-09-21,Briarcliff Manor,127,5,0
2020-09-21,Bronxville,95,1,0
2020-09-21,Buchanan,45,1,0
2020-09-21,Cortlandt,980,13,5
2020-09-21,Croton-on-Hudson,217,2,0
2020-09-21,Dobbs Ferry,345,6,0
2020-09-21,Eastchester,474,4,2
2020-09-21,Elmsford,219,5,1
2020-09-21,Greenburgh,1284,20,7
2020-09-21,Harrison,460,12,4
2020-09-21,Hastings-on-Hudson,146,3,1
2020-09-21,Irvington,91,3,0
2020-09-21,Larchmont,81,4,1
2020-09-21,Lewisboro,134,6,2
2020-09-21,Mamaroneck Town,190,5,0
2020-09-21,Mamaroneck Village,501,8,3
2020-09-21,Mount Kisco,311,7,0
2020-09-21,Mount Pleasant,628,14,2
2020-09-21,Mount Vernon,2889,30,11
2020-09-21,New Castle,248,21,3
2020-09-21,New Rochelle,3293,55,14
2020-09-21,North Castle,234,7,0
2020-09-21,North Salem,158,5,3
2020-09-21,Ossining Town,165,3,0
2020-09-21,Ossining Village,1130,14,1
2020-09-21,Peekskill,1067,6,3
2020-09-21,Pelham,177,1,1
2020-09-21,Pelham Manor,128,3,0
2020-09-21,Pleasantville,151,8,3
2020-09-21,Port Chester,1343,11,2
2020-09-21,Pound Ridge,31,2,1
